SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"APOLLOHOSP","8,740.50","8,786.00","8,662.50","8,597.00","8,680.50","-","83.5","0.97","272329","237.73","9,050.00","6,696.50","-2.11","18.8"
"RADICO","4,533.00","4,588.00","4,525.20","4,533.00","4,575.90","-","42.9","0.95","31278","14.29","4,590.30","2,500.00","12.05","56.55"
"AUROPHARMA","1,666.00","1,681.90","1,659.10","1,667.00","1,681.70","-","14.7","0.88","161705","27.06","1,681.90","1,016.10","7.6","57.53"
"MAXHEALTH","1,007.90","1,018.90","1,007.90","1,007.50","1,016.20","-","8.7","0.86","173604","17.61","1,301.70","903.00","-8.92","-20.08"
"MAZDOCK","2,549.60","2,579.80","2,546.60","2,552.00","2,572.20","-","20.2","0.79","173444","44.53","3,061.40","2,057.40","6.22","-5.16"
"PREMIERENE","1,033.80","1,037.50","1,031.30","1,026.10","1,034.20","-","8.1","0.79","41511","4.29","1,134.00","660.00","-7.52","0.88"
"TMPV","343.50","346.00","342.45","343.00","345.70","-","2.7","0.79","985044","33.90","739.70","294.30","0.22","0"
"ETERNAL","315.00","317.90","313.30","314.05","316.25","-","2.2","0.7","3298822","104.44","368.45","212.60","10.12","2.66"
"SOLARINDS","18,843.00","18,937.00","18,744.00","18,730.00","18,860.00","-","130","0.69","18117","34.16","19,187.00","11,646.00","3.16","28.36"
"COFORGE","1,800.50","1,814.40","1,788.00","1,801.50","1,813.50","-","12","0.67","189573","34.22","1,989.70","1,008.10","16.91","10.83"
"MOTHERSON","170.37","171.27","170.00","169.50","170.58","-","1.08","0.64","1674489","28.59","172.00","89.86","17.66","87.77"
"MUTHOOTFIN","2,890.00","2,899.90","2,873.80","2,876.30","2,894.50","-","18.2","0.63","116000","33.50","4,149.50","2,476.60","-5.96","13.54"
"M&M","3,405.00","3,440.00","3,405.00","3,403.60","3,425.00","-","21.4","0.63","156856","53.76","3,839.90","2,896.00","7.7","5.16"
"COCHINSHIP","1,500.00","1,523.40","1,500.00","1,506.00","1,515.50","-","9.5","0.63","145726","22.09","1,979.90","1,187.00","6.67","-9.67"
"SWIGGY","279.50","283.40","278.90","279.35","281.00","-","1.65","0.59","1282701","36.10","474.00","235.75","4.72","-28.96"
"HEROMOTOCO","5,919.00","5,934.00","5,892.50","5,895.00","5,928.00","-","33","0.56","68176","40.32","6,388.50","4,571.00","19.04","26.91"
"CDSL","1,339.00","1,347.80","1,336.30","1,339.00","1,346.50","-","7.5","0.56","76418","10.27","1,673.70","1,116.30","-7.3","-13.15"
"PERSISTENT","5,470.50","5,506.50","5,406.00","5,474.00","5,502.50","-","28.5","0.52","33454","18.29","6,599.00","4,244.50","5.42","4.62"
"GLENMARK","2,290.90","2,309.00","2,281.90","2,290.00","2,302.00","-","12","0.52","32783","7.53","2,474.00","1,792.60","-0.49","11.26"
"GODREJCP","911.40","915.60","906.30","910.00","914.70","-","9.7","1.07","810086","73.83","1,309.00","906.30","-14.85","-24.2"
"ADANIENSOL","1,607.00","1,638.30","1,598.00","1,599.00","1,606.50","-","7.5","0.47","804026","130.24","1,789.00","744.90","-2.77","103.24"
"AMBER","7,015.00","7,056.00","6,985.00","6,985.00","7,017.50","-","32.5","0.47","34086","23.92","8,974.00","5,400.50","-10.11","2.08"
"HINDPETRO","392.75","392.75","390.35","390.00","391.60","-","1.6","0.41","940550","36.83","508.45","316.20","-0.41","-4.42"
"KEI","5,742.00","5,785.20","5,701.10","5,754.00","5,775.20","-","21.2","0.37","44321","25.56","5,785.20","3,712.20","12.56","52.84"
"NBCC","92.26","93.13","92.20","92.17","92.49","-","0.32","0.35","1193022","11.04","125.85","77.18","-9.18","-13.71"
"HINDZINC","584.60","588.90","583.30","584.60","586.60","-","2","0.34","412584","24.19","733.00","418.00","9.76","38.06"
"ITC","276.20","277.25","276.20","276.15","277.00","-","0.85","0.31","708792","19.62","427.00","275.00","-1.25","-33.67"
"SONACOMS","801.50","811.50","795.90","804.50","806.85","-","2.35","0.29","235611","18.98","836.90","402.30","19.92","82.74"
"MCX","2,980.50","3,023.70","2,955.00","2,970.10","2,978.30","-","8.2","0.28","767962","230.21","3,480.00","1,460.80","6.76","-63.56"
"POLYCAB","9,316.00","9,385.00","9,300.00","9,289.00","9,314.00","-","25","0.27","47268","44.18","10,126.00","6,620.00","-0.19","36.53"
"BLUESTARCO","1,496.00","1,502.10","1,487.00","1,490.00","1,494.00","-","4","0.27","34549","5.16","2,040.00","1,450.00","-13.18","-14.64"
"NESTLEIND","1,513.20","1,513.20","1,503.90","1,507.00","1,510.70","-","3.7","0.25","158470","23.91","1,553.00","1,084.70","5.61","38.12"
"KFINTECH","922.10","926.20","918.90","922.00","924.00","-","2","0.22","25759","2.38","1,215.00","784.95","-0.42","-15.12"
"WAAREEENER","2,668.00","2,683.20","2,668.00","2,668.00","2,673.00","-","5","0.19","38776","10.38","3,865.00","2,403.00","-7.37","-13.51"
"NAM-INDIA","1,180.30","1,192.40","1,180.30","1,182.30","1,184.40","-","2.1","0.18","48188","5.72","1,233.50","780.25","-2.72","47.95"
"BHARATFORG","2,080.00","2,094.70","2,075.00","2,081.50","2,085.00","-","3.5","0.17","120043","25.02","2,295.00","1,100.50","-2.99","80.62"
"NAUKRI","1,339.00","1,349.60","1,336.60","1,339.00","1,341.00","-","2","0.15","90858","12.21","1,437.80","908.30","12.42","1.35"
"PNBHOUSING","1,153.00","1,166.50","1,141.00","1,157.60","1,159.20","-","1.6","0.14","84492","9.80","1,174.80","729.60","3.15","50.9"
"BANDHANBNK","176.00","176.25","175.16","176.00","176.24","-","0.24","0.14","477938","8.40","220.76","134.25","-17.43","5.58"
"PETRONET","279.25","287.40","279.25","279.85","280.25","-","0.4","0.14","703930","19.94","326.40","235.35","0.32","0.11"
"NTPC","338.05","340.70","338.00","339.45","339.75","-","0.3","0.09","1685779","57.32","414.40","315.55","-3.5","-0.19"
"MARUTI","13,884.00","13,938.00","13,864.00","13,875.00","13,886.00","-","11","0.08","15866","22.05","17,370.00","12,201.00","1.31","8.06"
"IOC","140.90","141.06","140.50","140.60","140.71","-","0.11","0.08","604274","8.51","188.96","130.22","0.46","-1.44"
"DELHIVERY","466.00","473.00","466.00","470.25","470.60","-","0.35","0.07","320487","15.10","524.00","374.45","-8.21","1.43"
"IDEA","13.67","13.88","13.51","13.50","13.51","-","0.01","0.07","179499135","246.09","15.34","6.12","-3.3","108.66"
"CUMMINSIND","5,350.50","5,384.50","5,350.50","5,365.00","5,367.50","-","2.5","0.05","23732","12.75","6,100.00","3,729.50","-3.42","42.69"
"PIIND","2,483.90","2,498.90","2,479.00","2,483.00","2,483.60","-","0.6","0.02","64802","16.12","3,917.80","2,457.00","-3.35","-35.3"
"CAMS","778.00","785.55","776.60","777.40","777.40","-","0","0","121661","9.49","844.90","611.40","-1.06","-79.37"
"APLAPOLLO","1,990.90","2,003.80","1,989.40","1,997.10","1,996.50","-","-0.6","-0.03","12595","2.51","2,301.40","1,565.50","9.21","26.22"
"TATAPOWER","378.50","381.20","378.05","379.45","379.30","-","-0.15","-0.04","277589","10.54","464.90","342.50","0.42","-1.3"
"BAJAJFINSV","2,010.10","2,020.00","2,006.70","2,020.50","2,019.50","-","-1","-0.05","31793","6.40","2,195.00","1,597.00","5.89","5.9"
"EICHERMOT","8,050.00","8,055.00","8,030.50","8,049.00","8,043.50","-","-5.5","-0.07","14437","11.61","8,230.00","5,643.00","10.31","42.26"
"AMBUJACEM","423.20","424.50","419.50","421.00","420.65","-","-0.35","-0.08","341649","14.41","605.45","394.00","-2.58","-28.3"
"IREDA","117.80","117.93","117.50","117.80","117.71","-","-0.09","-0.08","348781","4.11","163.35","108.65","-5.62","-17.95"
"HAVELLS","1,265.00","1,268.70","1,261.00","1,265.00","1,263.90","-","-1.1","-0.09","54362","6.87","1,621.10","1,123.60","7.31","-13.64"
"TCS","2,349.70","2,354.50","2,332.30","2,349.70","2,347.70","-","-2","-0.09","242954","56.91","3,350.00","1,976.80","7.71","-22.59"
"SUNPHARMA","1,943.00","1,946.30","1,936.00","1,944.00","1,942.00","-","-2","-0.1","41683","8.09","2,046.90","1,548.00","1.18","19.84"
"ASIANPAINT","2,725.00","2,743.90","2,720.00","2,740.00","2,737.00","-","-3","-0.11","58270","15.92","2,985.70","2,115.00","3.31","10.56"
"MARICO","855.00","857.45","852.10","855.00","854.00","-","-1","-0.12","127013","10.86","889.10","690.30","0.97","21.43"
"BRITANNIA","5,624.00","5,647.50","5,585.00","5,645.50","5,638.00","-","-7.5","-0.13","9251","5.21","6,336.00","5,035.00","5.55","5.76"
"NYKAA","324.50","329.00","323.70","328.05","327.60","-","-0.45","-0.14","275037","8.99","348.00","202.64","-0.11","60.31"
"LT","4,010.00","4,026.40","4,010.00","4,020.00","4,014.00","-","-6","-0.15","107751","43.28","4,440.00","3,288.10","2.33","9.06"
"ONGC","239.00","239.87","238.11","239.05","238.66","-","-0.39","-0.16","363891","8.70","307.50","227.65","-3.78","1.5"
"ANGELONE","290.70","292.45","288.65","291.00","290.50","-","-0.5","-0.17","443144","12.89","360.45","208.63","-14.47","-88.39"
"COALINDIA","409.30","409.95","408.35","409.30","408.60","-","-0.7","-0.17","176529","7.22","491.25","368.65","-4.86","6.22"
"LODHA","1,209.00","1,215.00","1,200.40","1,209.00","1,207.00","-","-2","-0.17","84131","10.15","1,344.95","650.80","0.86","-0.43"
"TATACONSUM","1,061.90","1,066.00","1,058.20","1,061.90","1,059.90","-","-2","-0.19","65525","6.96","1,282.70","1,007.20","-3.34","1.44"
"BAJFINANCE","1,095.00","1,095.30","1,084.40","1,094.20","1,092.00","-","-2.2","-0.2","422173","45.97","1,176.40","787.90","7","28.28"
"CIPLA","1,458.10","1,463.80","1,456.20","1,463.00","1,460.00","-","-3","-0.21","22098","3.23","1,673.00","1,165.70","2.54","-3.85"
"PAYTM","1,610.20","1,614.20","1,599.00","1,610.00","1,606.50","-","-3.5","-0.22","222131","35.70","1,639.90","930.60","16.12","43.75"
"INOXWIND","74.00","74.39","73.80","74.00","73.84","-","-0.16","-0.22","1383451","10.25","159.30","72.70","-8.74","-47.43"
"RVNL","230.00","230.90","229.20","230.00","229.47","-","-0.53","-0.23","288378","6.63","400.70","220.16","-0.67","-30.19"
"360ONE","1,158.00","1,159.90","1,149.20","1,161.00","1,158.30","-","-2.7","-0.23","25795","2.98","1,236.20","906.05","3.85","13.98"
"IRFC","88.26","88.45","87.90","88.26","88.06","-","-0.2","-0.23","676395","5.96","137.17","86.02","-1.66","-29.41"
"HDFCAMC","2,490.00","2,498.80","2,481.40","2,490.00","2,484.20","-","-5.8","-0.23","34294","8.53","2,967.25","2,205.60","-9.42","-54.45"
"SBIN","1,083.00","1,083.00","1,073.00","1,082.00","1,079.40","-","-2.6","-0.24","770435","83.09","1,234.70","798.50","4.34","31.85"
"LTM","4,739.50","4,758.30","4,707.50","4,762.10","4,750.60","-","-11.5","-0.24","31647","15.00","6,429.50","3,528.00","15.46","0"
"BAJAJ-AUTO","11,707.00","11,723.00","11,653.00","11,700.00","11,669.00","-","-31","-0.26","8793","10.28","11,863.00","8,180.00","12.71","42.74"
"POLICYBZR","1,729.80","1,736.90","1,715.50","1,739.00","1,734.50","-","-4.5","-0.26","112463","19.43","1,974.00","1,364.00","9.06","-4.85"
"HINDUNILVR","2,063.00","2,063.10","2,052.90","2,063.00","2,057.50","-","-5.5","-0.27","58459","12.03","2,750.00","2,016.00","-3.17","-16.94"
"ICICIPRULI","505.00","505.10","501.35","506.40","505.00","-","-1.4","-0.28","104509","5.26","706.80","459.50","-2.56","-17.9"
"UNIONBANK","187.00","187.25","185.32","187.00","186.48","-","-0.52","-0.28","1079595","20.14","205.49","124.64","9.75","37.97"
"PRESTIGE","1,591.40","1,591.40","1,569.00","1,590.70","1,586.20","-","-2.5","-0.16","42016","6.64","1,805.20","1,090.00","-7.75","-2.46"
"JSWSTEEL","1,269.10","1,274.90","1,264.00","1,269.10","1,265.40","-","-3.7","-0.29","67513","8.55","1,335.00","1,022.30","2.56","21.07"
"HDFCBANK","726.90","728.00","724.50","729.00","726.80","-","-2.2","-0.3","2439097","177.18","1,020.50","722.00","-10.87","-62.99"
"ADANIGREEN","1,332.30","1,352.70","1,322.20","1,332.30","1,328.30","-","-4","-0.3","344890","46.18","1,631.50","765.00","-13.85","43.12"
"POWERINDIA","35,900.00","35,920.00","35,655.00","35,800.00","35,690.00","-","-110","-0.31","11378","40.68","38,785.00","16,111.00","12.17","72.99"
"OIL","473.00","473.85","469.20","472.00","470.55","-","-1.45","-0.31","155005","7.31","531.00","384.60","9.5","11.03"
"KOTAKBANK","390.40","392.15","389.25","390.50","389.30","-","-1.2","-0.31","347211","13.55","453.20","345.50","1.52","-80.07"
"SUZLON","47.29","47.31","47.12","47.35","47.19","-","-0.16","-0.34","2998185","14.16","64.95","38.19","-10.95","-25"
"INDUSTOWER","383.40","383.75","380.40","383.40","382.10","-","-1.3","-0.34","677839","25.90","481.50","312.55","-6.39","12.93"
"TRENT","2,987.00","2,996.90","2,968.00","2,987.00","2,976.60","-","-10.4","-0.35","69260","20.62","3,782.67","2,183.67","3","-44.33"
"JSWENERGY","559.80","562.20","556.10","558.75","556.80","-","-1.95","-0.35","113708","6.36","617.35","427.75","0.92","4.8"
"INDIGO","5,334.00","5,350.00","5,308.50","5,333.00","5,313.00","-","-20","-0.38","18246","9.72","6,232.50","3,895.20","1.98","-10.03"
"FORCEMOT","19,350.00","19,448.00","19,020.00","19,269.00","19,193.00","-","-76","-0.39","18887","36.39","26,450.00","14,911.00","7.27","1.85"
"HDFCLIFE","537.00","537.00","532.90","537.00","534.90","-","-2.1","-0.39","147340","7.87","815.00","530.50","-6.35","-29.91"
"IEX","125.80","125.80","125.13","125.95","125.45","-","-0.5","-0.4","109670","1.37","160.27","114.60","6.02","-8.78"
"IDFCFIRSTB","85.70","85.96","85.26","85.80","85.46","-","-0.34","-0.4","1090976","9.33","88.76","58.08","6.48","24.24"
"ADANIENT","2,986.20","3,019.50","2,963.00","2,985.70","2,973.90","-","-11.8","-0.4","272268","81.50","3,245.00","1,753.00","-6.04","30.48"
"HCLTECH","1,362.90","1,363.20","1,354.00","1,365.40","1,360.00","-","-5.4","-0.4","72019","9.78","1,780.10","1,030.00","11.81","-8.92"
"CROMPTON","247.90","248.10","246.00","247.85","246.85","-","-1","-0.4","106506","2.63","337.50","217.40","-5.33","-21.9"
"DMART","4,060.00","4,062.60","4,010.00","4,040.00","4,022.90","-","-17.1","-0.42","22314","8.99","4,949.50","3,529.00","1.15","-5"
"FEDERALBNK","356.50","356.50","354.55","356.85","355.30","-","-1.55","-0.43","121935","4.34","371.70","188.40","7.32","82.08"
"MANKIND","2,430.50","2,430.50","2,408.80","2,433.10","2,422.60","-","-10.5","-0.43","14356","3.47","2,674.00","1,909.70","-2.97","0.1"
"OFSS","11,650.00","11,650.00","11,511.00","11,679.00","11,629.00","-","-50","-0.43","12766","14.78","11,979.00","6,234.50","-0.57","37.18"
"GODFRYPHLP","2,196.00","2,198.80","2,182.20","2,199.00","2,189.60","-","-9.4","-0.43","18132","3.97","3,947.00","1,832.10","5.12","-77.17"
"NHPC","76.85","77.09","76.41","76.85","76.52","-","-0.33","-0.43","1189799","9.13","89.22","71.62","-3.28","-8.41"
"WIPRO","183.49","183.49","182.70","183.94","183.15","-","-0.79","-0.43","546452","10.00","273.10","169.00","3.09","-23.9"
"LTF","317.20","317.30","315.25","317.20","315.80","-","-1.4","-0.44","188545","5.96","338.60","195.40","-2.31","60.38"
"MANAPPURAM","355.00","355.05","345.50","352.60","351.05","-","-1.55","-0.44","1771405","61.92","381.55","245.15","6.28","38.79"
"VMM","107.85","108.15","107.50","108.00","107.52","-","-0.48","-0.44","404219","4.36","157.60","98.77","-7.06","-22.87"
"PFC","377.90","377.90","374.15","376.50","374.80","-","-1.7","-0.45","928327","34.88","486.50","329.90","-7.06","-9.43"
"GMRAIRPORT","106.86","106.90","102.88","104.55","104.08","-","-0.47","-0.45","6840424","71.39","115.64","84.11","-8.83","18.46"
"ICICIGI","1,635.00","1,635.00","1,622.20","1,635.00","1,627.30","-","-7.7","-0.47","25795","4.20","2,064.90","1,544.60","-8.52","-14.08"
"BEL","405.70","405.80","402.90","405.70","403.80","-","-1.35","-0.33","1101072","44.51","473.45","361.20","-1.24","6.66"
"YESBANK","22.97","22.97","22.81","22.98","22.86","-","-0.12","-0.52","5171538","11.83","25.78","17.20","-3.36","22.76"
"VOLTAS","1,293.90","1,295.10","1,278.90","1,290.00","1,283.30","-","-6.7","-0.52","33889","4.36","1,582.50","1,186.80","-4.41","3.61"
"ABB","7,750.00","7,766.50","7,659.00","7,710.00","7,668.50","-","-41.5","-0.54","23655","18.24","7,924.50","4,637.50","13.27","52.03"
"AUBANK","1,091.00","1,091.00","1,084.10","1,091.40","1,085.50","-","-5.9","-0.54","44082","4.79","1,105.90","682.15","2.91","50.58"
"RECLTD","345.90","346.50","343.05","346.00","344.10","-","-1.9","-0.55","371468","12.79","390.50","304.05","-1.44","-10.23"
"MOTILALOFS","901.05","905.20","891.00","901.00","896.00","-","-5","-0.55","113366","10.21","1,097.10","614.90","-8.33","-1.13"
"TATASTEEL","186.20","186.66","185.01","186.20","185.12","-","-1.08","-0.58","1210359","22.48","224.40","153.05","-0.49","16.26"
"TORNTPHARM","4,890.50","4,893.00","4,833.00","4,893.00","4,864.00","-","-29","-0.59","63498","30.81","5,250.00","3,480.60","-1.17","34.94"
"ADANIPOWER","207.51","209.70","204.77","206.99","205.77","-","-1.22","-0.59","3777834","78.30","254.20","116.22","-3.93","-65.01"
"BANKINDIA","145.33","145.33","144.34","145.50","144.62","-","-0.88","-0.6","395310","5.72","178.36","109.85","-0.06","28.18"
"DLF","661.20","661.20","657.15","661.75","657.60","-","-4.15","-0.63","202195","13.33","794.80","489.40","-3.02","-12.63"
"PHOENIXLTD","1,892.00","1,899.80","1,883.50","1,905.00","1,893.00","-","-12","-0.63","51275","9.70","2,169.80","1,416.30","-11.56","32.37"
"COLPAL","2,001.10","2,002.40","1,986.00","2,005.00","1,992.10","-","-12.9","-0.64","45236","9.02","2,504.00","1,782.00","-0.99","-8.93"
"NMDC","85.89","85.89","85.18","85.90","85.35","-","-0.55","-0.64","1409018","12.04","97.49","68.19","2.1","21.09"
"HAL","5,019.50","5,039.00","4,915.00","4,995.00","4,963.00","-","-32","-0.64","380663","188.94","5,055.00","3,479.10","10.72","13.28"
"BHARTIARTL","1,965.00","1,970.00","1,930.50","1,945.00","1,932.40","-","-12.6","-0.65","1305657","254.79","2,174.50","1,740.50","2.27","5.12"
"CGPOWER","892.00","894.50","880.35","888.00","882.20","-","-5.8","-0.65","228888","20.31","980.90","525.50","-1.93","34.84"
"BSE","3,520.00","3,539.40","3,496.00","3,527.00","3,504.00","-","-23","-0.65","647456","227.56","4,446.80","2,021.50","-7.29","48.9"
"AXISBANK","1,224.50","1,224.50","1,217.30","1,230.00","1,222.00","-","-8","-0.65","424827","51.90","1,418.30","1,042.50","-6.78","14.95"
"SBICARD","649.95","655.75","645.45","656.60","652.25","-","-4.35","-0.66","74531","4.85","965.00","565.45","6.13","-16.88"
"ADANIPORTS","1,665.00","1,669.90","1,649.00","1,665.00","1,654.00","-","-11","-0.66","150464","24.97","1,891.10","1,290.50","-8.03","25.14"
"RBLBANK","389.50","389.50","386.50","389.80","387.20","-","-2.6","-0.67","83465","3.23","392.70","243.25","2.42","53.86"
"FORTIS","892.90","900.90","887.65","900.00","893.95","-","-6.05","-0.67","170920","15.32","1,104.30","766.80","-6.59","-3.4"
"UPL","569.90","569.90","565.85","570.50","566.60","-","-3.9","-0.68","95556","5.42","812.20","563.15","-3.59","-17.16"
"MFSL","1,518.00","1,518.00","1,492.50","1,516.00","1,505.60","-","-10.4","-0.69","48105","7.24","1,892.50","1,433.60","-7.1","-4.56"
"PIDILITIND","1,701.50","1,702.90","1,685.20","1,701.50","1,689.60","-","-11.9","-0.7","54552","9.24","1,702.90","1,259.00","7.64","-45.14"
"INFY","1,170.00","1,170.00","1,161.20","1,176.10","1,167.90","-","-8.2","-0.7","582926","67.92","1,728.00","982.40","6.67","-17.41"
"VBL","438.95","440.90","436.60","440.50","437.40","-","-3.1","-0.7","193004","8.46","555.80","381.00","-6.1","-14.34"
"LICHSGFIN","509.00","509.00","501.80","508.00","504.40","-","-3.6","-0.71","108200","5.46","598.20","458.90","-7.95","-11.37"
"KAYNES","3,832.00","3,849.00","3,791.70","3,828.00","3,800.80","-","-27.2","-0.71","105786","40.37","7,705.00","2,995.00","15.32","-34.1"
"LUPIN","2,268.00","2,278.00","2,261.50","2,281.00","2,264.90","-","-16.1","-0.71","76920","17.45","2,529.50","1,875.00","-8.49","17.35"
"CANBK","132.00","132.36","130.50","132.00","131.04","-","-0.96","-0.73","1620871","21.26","162.89","103.55","2.06","20.49"
"SBILIFE","1,828.60","1,833.60","1,809.40","1,830.00","1,816.20","-","-13.8","-0.75","100422","18.23","2,132.00","1,700.40","-1.4","-0.44"
"INDUSINDBK","1,015.00","1,016.30","1,009.00","1,017.50","1,009.90","-","-7.6","-0.75","63373","6.42","1,077.85","710.60","0.45","29.94"
"LAURUSLABS","1,850.00","1,850.10","1,823.10","1,850.00","1,836.10","-","-13.9","-0.75","212143","38.98","1,870.80","810.05","18.7","122.64"
"TIINDIA","2,847.00","2,848.30","2,813.60","2,839.00","2,817.40","-","-21.6","-0.76","12610","3.58","3,419.90","2,164.90","-2.81","-6.05"
"SIEMENS","4,020.00","4,024.00","3,981.80","4,019.00","3,988.00","-","-31","-0.77","44464","17.78","4,097.90","2,826.00","15.56","28.19"
"TVSMOTOR","4,384.00","4,384.00","4,333.20","4,375.00","4,341.30","-","-33.7","-0.77","99343","43.34","4,475.00","2,955.50","18.99","47.61"
"DIXON","13,840.00","13,850.00","13,666.00","13,800.00","13,690.00","-","-110","-0.8","31577","43.33","18,471.00","9,600.00","2.3","-12.81"
"VEDL","276.20","276.90","273.30","275.80","273.60","-","-2.2","-0.8","1181194","32.43","795.00","249.70","2.28","-36.34"
"INDIANB","897.00","897.00","883.15","897.00","889.70","-","-7.3","-0.81","107160","9.52","1,000.90","642.60","6.46","33.6"
"BANKBARODA","250.99","250.99","247.64","251.00","248.97","-","-2.03","-0.81","448499","11.16","325.50","230.81","0.14","3.26"
"PGEL","610.30","615.30","607.65","614.65","609.65","-","-5","-0.81","132821","8.11","644.40","436.55","3.16","19.3"
"BHEL","420.00","420.50","416.15","420.00","416.60","-","-3.4","-0.81","711731","29.76","446.50","205.12","2.66","88.45"
"PNB","118.62","118.73","117.31","118.98","118.00","-","-0.98","-0.82","1743875","20.58","135.15","98.50","11.89","11.56"
"POWERGRID","269.00","269.00","266.70","269.45","267.25","-","-0.95","-0.35","748085","20.01","324.95","250.00","-5.79","-5.34"
"DABUR","408.90","409.70","406.60","411.25","407.80","-","-3.45","-0.84","62350","2.55","577.00","403.35","-6.3","-18.22"
"OBEROIRLTY","1,797.90","1,797.90","1,776.30","1,799.90","1,784.60","-","-15.3","-0.85","7960","1.42","1,986.10","1,391.20","-6.51","11.52"
"PATANJALI","351.50","354.00","349.10","352.60","349.55","-","-3.05","-0.87","253948","8.92","615.00","328.20","-13.76","-80.62"
"GODREJPROP","2,014.60","2,015.00","1,990.00","2,015.00","1,996.90","-","-18.1","-0.9","31694","6.34","2,352.00","1,434.00","-6.83","3.4"
"DALBHARAT","1,832.20","1,847.80","1,818.70","1,841.40","1,824.80","-","-16.6","-0.9","6689","1.22","2,496.30","1,605.00","4.8","-18.28"
"UNITDSPR","1,520.50","1,527.30","1,517.20","1,535.00","1,521.00","-","-14","-0.91","35278","5.37","1,548.70","1,210.80","11.77","18.28"
"LICI","414.50","415.70","411.65","417.00","413.20","-","-3.8","-0.91","2182847","90.31","468.48","360.75","-5.51","-54.5"
"CHOLAFIN","1,914.10","1,914.10","1,898.20","1,917.60","1,900.00","-","-17.6","-0.92","44123","8.41","1,952.50","1,299.40","5.89","32.18"
"SRF","2,580.00","2,580.00","2,558.30","2,585.00","2,560.90","-","-24.1","-0.93","23996","6.16","3,210.00","2,355.00","-5.71","-9.18"
"ALKEM","5,459.00","5,483.00","5,406.00","5,480.00","5,427.50","-","-52.5","-0.96","6076","3.31","5,933.50","4,822.00","-1.56","6.43"
"BIOCON","424.10","425.30","417.25","427.40","423.15","-","-4.25","-0.99","735434","31.00","447.15","337.05","4","20.43"
"JINDALSTEL","1,105.60","1,106.60","1,100.10","1,112.00","1,101.00","-","-11","-0.99","43593","4.81","1,306.20","943.30","8.09","11.37"
"INDHOTEL","724.00","724.80","715.50","724.00","716.80","-","-7.2","-0.99","273792","19.66","811.95","565.00","-1.97","-3.14"
"SAIL","173.70","173.99","172.00","174.00","172.25","-","-1.75","-1.01","530508","9.18","209.70","118.10","4.19","42.4"
"DRREDDY","1,194.00","1,197.10","1,185.40","1,200.00","1,187.60","-","-12.4","-1.03","94804","11.27","1,414.90","1,101.00","-2.79","-1.66"
"MPHASIS","2,526.10","2,526.10","2,496.10","2,537.60","2,511.00","-","-26.6","-1.05","29132","7.30","3,037.20","2,013.00","6.16","-6.63"
"ICICIBANK","1,429.00","1,429.00","1,415.50","1,431.70","1,415.50","-","-16.2","-1.13","647777","92.02","1,480.00","1,187.60","1.58","0.68"
