SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"INDHOTEL","751.20","757.40","736.85","749.25","739.80","-","-9.45","-1.26","2772348","206.49","811.95","565.00","2.75","-0.3"
"ADANIENSOL","1,666.00","1,682.00","1,628.80","1,659.00","1,638.00","-","-21","-1.27","1779312","293.77","1,789.00","744.90","8.15","103.54"
"ADANIENT","3,051.00","3,067.50","3,002.40","3,049.10","3,009.10","-","-40","-1.31","866401","262.03","3,245.00","1,753.00","-4.27","23.81"
"PIDILITIND","1,630.50","1,637.90","1,601.00","1,629.90","1,607.70","-","-22.2","-1.36","821463","132.71","1,637.90","1,259.00","1.86","-43.85"
"NAUKRI","1,236.00","1,236.00","1,204.10","1,244.05","1,226.90","-","-17.15","-1.38","1990511","244.09","1,437.80","908.30","23.42","-11.93"
"WIPRO","184.85","185.24","180.83","186.33","183.75","-","-2.58","-1.38","18762810","344.20","273.10","169.00","7.95","-26.04"
"ALKEM","5,825.00","5,833.00","5,735.00","5,816.50","5,735.00","-","-81.5","-1.4","116595","67.30","5,933.50","4,738.50","3.3","14.32"
"ITC","285.55","285.80","280.05","285.05","281.00","-","-4.05","-1.42","16833813","474.07","427.00","275.00","-3.2","-31.79"
"COFORGE","1,710.00","1,738.80","1,681.70","1,746.90","1,722.00","-","-24.9","-1.43","3381070","580.38","1,989.70","1,008.10","25.56","-1.56"
"ASTRAL","1,470.90","1,471.90","1,444.00","1,471.90","1,450.00","-","-21.9","-1.49","349000","50.68","1,768.70","1,263.70","6.35","3.38"
"LTM","4,385.10","4,385.10","4,284.00","4,441.40","4,365.40","-","-76","-1.71","253082","110.21","6,429.50","3,528.00","22.99","0"
"MARICO","888.00","889.00","868.00","885.35","869.00","-","-16.35","-1.85","2540351","222.10","889.10","690.30","2.31","22.66"
"PAGEIND","41,000.00","41,160.00","39,890.00","41,085.00","40,255.00","-","-830","-2.02","24934","100.80","49,090.00","29,805.00","-7.42","-17.27"
"MAXHEALTH","1,126.00","1,132.00","1,091.20","1,124.80","1,101.40","-","-23.4","-2.08","2055225","227.48","1,301.70","903.00","-3.63","-11.84"
"BRITANNIA","5,445.00","5,460.00","5,364.00","5,524.50","5,405.00","-","-29","-0.53","428290","231.46","6,336.00","5,035.00","2.94","-6.14"
"INFY","1,118.90","1,139.30","1,107.20","1,155.10","1,129.90","-","-25.2","-2.18","14367075","1,620.76","1,728.00","982.40","14.7","-25.11"
"VBL","451.00","451.00","439.85","451.35","440.00","-","-10.85","-2.41","7987191","355.09","555.80","381.00","-14.23","-15.37"
"ETERNAL","312.50","316.00","301.80","310.65","302.65","-","-8","-2.58","36770653","1,124.81","368.45","212.60","8.13","-1.74"
"TCS","2,385.00","2,391.00","2,326.10","2,431.80","2,366.00","-","-65.8","-2.71","4343683","1,026.96","3,350.00","1,976.80","19.32","-22.1"
"LICHSGFIN","537.50","540.20","521.50","540.90","523.00","-","-17.9","-3.31","4188796","220.68","600.30","458.90","-5.65","-10.74"
"KALYANKJIL","634.60","638.40","610.05","634.60","613.30","-","-21.3","-3.36","23711127","1,477.56","648.95","327.05","60.77","3.01"
"LODHA","1,285.40","1,297.00","1,239.55","1,287.15","1,243.20","-","-43.95","-3.41","3593817","453.65","1,344.95","650.80","25.36","1"
"SWIGGY","290.00","294.59","280.20","295.91","284.78","-","-11.13","-3.76","46812931","1,348.54","474.00","235.75","15.34","-29.45"
"MANKIND","2,604.00","2,613.50","2,422.00","2,575.90","2,472.00","-","-103.9","-4.03","2362283","580.74","2,674.00","1,909.70","-0.83","-3.8"
"DIXON","14,335.00","14,589.00","13,601.00","14,338.00","13,751.00","-","-587","-4.09","634727","904.19","18,471.00","9,600.00","17.51","-16.58"
"APLAPOLLO","1,908.00","1,908.00","1,805.00","1,893.10","1,808.00","-","-85.1","-4.5","883345","163.12","2,301.40","1,512.90","1.93","13.63"
