IndexCode,IndexID,IndexName,PreviousClose,OpenPrice,HighPrice,LowPrice,ClosePrice,52weeksHigh,52weeksLow,Filler1,Filler2,Filler3,Filler4
57,LMI250,BSE 250 LARGEMIDCAP,10931.77,10965.32,10965.32,10910.69,10949.50,11319.13,9557.65,,,,
58,MSL400,BSE 400 MIDSMALLCAP,12901.83,12943.54,12943.62,12908.17,12930.31,12943.62,10400.68,,,,
59,BSEDSI,BSE DVND STABILITY,1048.63,1052.42,1052.42,1046.14,1051.31,1095.64,951.00,,,,
60,BSEEVI,BSE ENHANCED VALUE,1033.77,1037.49,1037.49,1029.94,1031.65,1150.94,891.58,,,,
61,BSELVI,BSE LOW VOLATILITY,1793.02,1797.84,1797.84,1787.60,1794.42,1917.30,1623.09,,,,
62,BSEMOI,BSE MOMENTUM INDEX,2261.95,2269.60,2269.68,2252.36,2258.01,2323.97,1894.58,,,,
63,BSEQUI,BSE QUALITY INDEX,1923.25,1931.54,1931.54,1916.19,1920.75,1946.48,1662.93,,,,
64,DFRGRI,BSE DIVERS FIN REV GR,1718.02,1725.87,1725.98,1717.69,1724.39,1732.14,1391.52,,,,
65,LCTMCI,BSE 100 LARGECAP TMC,9216.97,9244.94,9244.94,9192.45,9228.47,9738.10,8212.16,,,,
66,BSEPBI,BSE PRIVATE BANKS,19964.24,19976.57,19978.67,19859.63,19919.97,21724.28,17277.69,,,,
67,BSESER,BSE Services,1632.75,1643.56,1647.86,1631.79,1647.23,1706.54,1281.34,,,,
68,SNXN30,BSE SENSEX NEXT 30,43032.49,43248.01,43248.01,42927.84,42997.02,43479.87,36415.87,,,,
69,SNSX60,BSE SENSEX SIXTY,33164.70,33250.36,33250.36,33057.60,33195.79,35434.57,29895.59,,,,
70,SS6535,BSE SENSEXSIXTY 65:35,34364.52,34466.79,34466.79,34262.11,34386.91,35978.21,30645.29,,,,
71,POWENE,BSE POWER & ENERGY,3909.47,3917.43,3918.63,3891.22,3912.00,4309.06,3582.65,,,,
72,200EQW,BSE 200 EQUAL WEIGHT,13895.96,13951.26,13951.48,13893.31,13929.88,13997.65,11639.89,,,,
73,INTECO,BSE INTERNET ECONOMY,3273.74,3285.17,3301.42,3278.08,3296.06,3301.42,2539.25,,,,
74,CAPINS,BSE CAP MKTS & INSU,2357.78,2364.94,2364.95,2350.15,2355.78,2492.58,2077.55,,,,
75,FOCIT,BSE FOCUSED IT,37838.71,37932.97,38087.94,37664.61,38083.20,46730.83,31290.99,,,,
76,PRECON,BSE PREMIUM CONSUMPT,5585.88,5600.28,5627.56,5590.14,5627.07,5740.96,4372.00,,,,
77,FOCMID,BSE FOCUSED MIDCAP,26279.17,26407.86,26457.05,26307.93,26452.77,26457.05,20835.25,,,,
78,BBGEFS,BSE SEL BUSINESS GRP,4508.87,4514.24,4516.74,4478.82,4510.63,4687.06,3943.92,,,,
79,SENEQW,BSE SENSEX EQUAL WGT,80915.75,81140.33,81381.44,80740.69,81381.44,84150.53,71747.48,,,,
80,SELIPO,BSE Select IPO,4866.14,4895.00,4903.25,4877.41,4887.50,5071.31,3783.19,,,,
81,PSUBNK,BSE PSU BANK,4945.98,4971.42,4980.77,4918.65,4937.81,5590.18,3804.43,,,,
82,INSLDR,BSE INDIA SECT LEADER,14949.42,14987.42,15012.67,14928.81,15012.48,15659.83,13195.93,,,,
83,BS1000,BSE 1000,11070.97,11104.84,11104.84,11056.21,11089.45,11234.91,9480.66,,,,
89,QUAL50,BSE 500 QUALITY 50,22901.27,23010.35,23010.35,22829.85,22884.67,23010.35,19510.21,,,,
90,IND150,BSE INDIA 150,18908.20,18967.23,18967.23,18862.89,18940.89,19711.88,16644.76,,,,
91,DIVY50,BSE 500 Dvnd Leader50,3578.22,3587.92,3587.94,3569.20,3583.79,3794.17,3289.12,,,,
93,MOME50,BSE 500 MOMENTUM 50,46810.90,47035.40,47035.40,46550.81,46629.58,47035.40,37919.23,,,,
95,INSURE,BSE Insurance,1549.41,1551.60,1551.60,1537.68,1541.59,1845.38,1519.16,,,,
96,INDDEF,BSE India Defence,8072.84,8095.88,8219.91,8064.62,8213.43,8219.91,5881.43,,,,
99,BSHOSP,BSE Hospitals,5188.14,5225.09,5243.11,5180.95,5209.58,5498.15,4325.16,,,,
102,T10BNK,BSE Top 10 Banks,16838.30,16846.74,16848.19,16748.38,16798.35,18504.60,14995.72,,,,
109,MMOM30,BSE MCAP150MOMENTUM30,131114.59,131642.10,131650.64,130673.48,131064.74,131650.64,104515.98,,,,
114,BSMSPB,BSE MIDSML PB QLT TLT,2072.01,2080.47,2081.02,2059.13,2070.00,2081.02,1547.96,,,,
123,BSHFIN,BSE Housing Finance,1497.08,1506.33,1507.85,1496.47,1500.24,1589.31,1438.53,,,,
126,BLMD50,BSE LgMd60:40St Div50,3679.24,3692.50,3695.50,3676.36,3695.50,3707.90,3538.08,,,,
127,BSEMSP,BSE MidSmall Pvt Bnks,1745.61,1753.56,1753.89,1740.77,1749.15,1753.89,1656.15,,,,
