IndexCode,IndexID,IndexName,PreviousClose,OpenPrice,HighPrice,LowPrice,ClosePrice,52weeksHigh,52weeksLow,Filler1,Filler2,Filler3,Filler4
44,SMLSEL,BSE SMALLCAP SELECT,8761.62,8792.26,8834.71,8773.74,8803.62,8834.71,6803.36,,,,
45,TELCOM,BSE TELECOMMUNICATION,3543.06,3570.94,3585.75,3533.25,3572.60,3793.58,2676.37,,,,
46,UTILS,BSE UTILITIES,5757.25,5773.31,5802.75,5758.82,5795.55,6419.58,4789.17,,,,
47,SNSX50,BSE SENSEX 50,25522.73,25551.84,25632.82,25496.02,25584.45,27541.52,23185.03,,,,
48,SNXT50,BSE SENSEX NEXT 50,87581.99,87756.86,88426.44,87611.65,88258.80,88426.44,74029.08,,,,
49,BHRT22,BSE BHARAT 22 INDEX,8850.41,8862.39,8880.54,8826.52,8856.24,9837.10,8145.03,,,,
50,ESG100,BSE 100 ESG INDEX,413.47,414.03,415.47,413.17,414.66,440.83,370.38,,,,
55,MID150,BSE 150 MIDCAP INDEX,16956.26,17009.77,17058.52,16949.65,17018.58,17090.65,14130.50,,,,
56,SML250,BSE 250 SMALLCAP,7028.34,7057.58,7085.74,7035.80,7059.06,7179.42,5605.74,,,,
57,LMI250,BSE 250 LARGEMIDCAP,10829.44,10849.23,10892.72,10835.95,10871.19,11319.13,9557.65,,,,
58,MSL400,BSE 400 MIDSMALLCAP,12620.09,12664.20,12703.79,12621.89,12669.44,12770.77,10400.68,,,,
59,BSEDSI,BSE DVND STABILITY,1050.43,1049.46,1053.80,1045.40,1052.84,1095.64,951.00,,,,
60,BSEEVI,BSE ENHANCED VALUE,1018.63,1020.62,1025.46,1015.71,1024.12,1150.94,891.58,,,,
61,BSELVI,BSE LOW VOLATILITY,1804.52,1809.09,1809.09,1795.94,1797.72,1917.30,1623.09,,,,
62,BSEMOI,BSE MOMENTUM INDEX,2170.80,2181.19,2201.78,2181.02,2196.07,2323.97,1894.58,,,,
63,BSEQUI,BSE QUALITY INDEX,1897.00,1902.07,1904.89,1893.19,1899.12,1946.48,1662.93,,,,
64,DFRGRI,BSE DIVERS FIN REV GR,1673.21,1681.48,1702.78,1681.18,1699.95,1719.26,1391.52,,,,
65,LCTMCI,BSE 100 LARGECAP TMC,9154.73,9167.81,9208.09,9156.32,9190.52,9738.10,8212.16,,,,
66,BSEPBI,BSE PRIVATE BANKS,20123.56,20142.44,20188.29,20056.66,20083.04,21724.28,17277.69,,,,
67,BSESER,BSE Services,1623.14,1627.46,1639.68,1618.99,1633.90,1706.54,1281.34,,,,
68,SNXN30,BSE SENSEX NEXT 30,42163.36,42242.85,42372.64,42193.94,42338.57,42723.73,36415.87,,,,
69,SNSX60,BSE SENSEX SIXTY,32999.52,33036.63,33147.19,32972.63,33084.97,35434.57,29895.59,,,,
70,SS6535,BSE SENSEXSIXTY 65:35,34108.55,34151.07,34263.62,34094.02,34205.43,35978.21,30645.29,,,,
71,POWENE,BSE POWER & ENERGY,3935.65,3938.94,3967.66,3927.13,3962.50,4309.06,3582.65,,,,
72,200EQW,BSE 200 EQUAL WEIGHT,13738.95,13779.92,13830.85,13750.11,13799.17,13830.85,11639.89,,,,
73,INTECO,BSE INTERNET ECONOMY,3156.24,3161.32,3172.50,3140.98,3144.88,3265.21,2539.25,,,,
74,CAPINS,BSE CAP MKTS & INSU,2342.20,2355.89,2360.87,2345.54,2355.10,2492.58,2077.55,,,,
75,FOCIT,BSE FOCUSED IT,37383.90,36895.14,37114.58,36086.64,36931.40,46730.83,31290.99,,,,
76,PRECON,BSE PREMIUM CONSUMPT,5552.56,5575.75,5588.13,5537.49,5542.75,5740.96,4372.00,,,,
77,FOCMID,BSE FOCUSED MIDCAP,25692.28,25798.01,25938.05,25638.48,25864.79,25938.05,20835.25,,,,
78,BBGEFS,BSE SEL BUSINESS GRP,4432.91,4443.79,4469.51,4427.36,4460.44,4687.06,3943.92,,,,
79,SENEQW,BSE SENSEX EQUAL WGT,80778.25,80947.03,81343.26,80722.67,81126.38,84150.53,71747.48,,,,
80,SELIPO,BSE Select IPO,4690.38,4703.51,4730.24,4689.47,4709.93,5071.31,3783.19,,,,
81,PSUBNK,BSE PSU BANK,4683.35,4698.15,4726.65,4687.60,4705.71,5590.18,3804.43,,,,
82,INSLDR,BSE INDIA SECT LEADER,14938.20,14948.66,14980.83,14909.87,14937.18,15659.83,13195.93,,,,
83,BS1000,BSE 1000,10922.20,10946.34,10991.74,10932.89,10968.78,11234.91,9480.66,,,,
89,QUAL50,BSE 500 QUALITY 50,22443.16,22490.47,22560.44,22395.74,22483.84,22836.02,19510.21,,,,
90,IND150,BSE INDIA 150,18772.32,18803.57,18878.16,18776.85,18840.53,19711.88,16644.76,,,,
91,DIVY50,BSE 500 Dvnd Leader50,3571.98,3564.69,3576.50,3542.00,3573.35,3794.17,3289.12,,,,
93,MOME50,BSE 500 MOMENTUM 50,44437.31,44752.12,45222.05,44752.12,45080.16,45569.18,37919.23,,,,
95,INSURE,BSE Insurance,1567.13,1578.85,1578.85,1564.77,1568.26,1845.38,1519.16,,,,
96,INDDEF,BSE India Defence,7702.55,7741.17,7867.24,7739.02,7820.99,8110.60,5881.43,,,,
99,BSHOSP,BSE Hospitals,5456.50,5466.46,5474.82,5408.91,5414.21,5498.15,4325.16,,,,
102,T10BNK,BSE Top 10 Banks,16907.78,16924.73,16965.48,16856.19,16876.91,18504.60,14995.72,,,,
109,MMOM30,BSE MCAP150MOMENTUM30,124682.06,125371.94,126740.05,125371.94,126517.28,127551.96,104515.98,,,,
114,BSMSPB,BSE MIDSML PB QLT TLT,2040.85,2050.81,2058.53,2046.63,2049.03,2080.36,1547.96,,,,
123,BSHFIN,BSE Housing Finance,1494.68,1496.27,1508.19,1482.40,1486.40,1589.31,1438.53,,,,
126,BLMD50,BSE LgMd60:40St Div50,3626.72,3645.54,3670.05,3638.38,3660.72,3670.05,3538.08,,,,
