IndexCode,IndexID,IndexName,PreviousClose,OpenPrice,HighPrice,LowPrice,ClosePrice,52weeksHigh,52weeksLow,Filler1,Filler2,Filler3,Filler4
83,BS1000,BSE 1000,11050.02,11138.94,11138.94,11073.82,11097.08,11234.91,9480.66,,,,
89,QUAL50,BSE 500 QUALITY 50,22618.69,22814.34,22815.95,22654.36,22695.21,22836.02,19510.21,,,,
90,IND150,BSE INDIA 150,18937.38,19098.78,19098.78,18952.28,18996.32,19711.88,16644.76,,,,
91,DIVY50,BSE 500 Dvnd Leader50,3610.50,3639.64,3639.91,3612.34,3619.49,3794.17,3289.12,,,,
93,MOME50,BSE 500 MOMENTUM 50,45755.24,46212.27,46226.24,45875.40,45989.68,46226.24,37919.23,,,,
95,INSURE,BSE Insurance,1551.05,1573.35,1579.69,1565.28,1570.54,1845.38,1519.16,,,,
96,INDDEF,BSE India Defence,7910.62,7948.20,7975.88,7868.13,7876.28,8110.60,5881.43,,,,
99,BSHOSP,BSE Hospitals,5365.75,5401.69,5406.48,5321.50,5381.24,5498.15,4325.16,,,,
102,T10BNK,BSE Top 10 Banks,16925.40,16987.47,17005.67,16851.03,16933.19,18504.60,14995.72,,,,
109,MMOM30,BSE MCAP150MOMENTUM30,128241.42,129329.28,129387.48,128220.07,128475.21,129387.48,104515.98,,,,
114,BSMSPB,BSE MIDSML PB QLT TLT,2055.42,2065.24,2065.27,2045.01,2046.98,2080.36,1547.96,,,,
123,BSHFIN,BSE Housing Finance,1479.11,1493.57,1515.42,1492.22,1504.98,1589.31,1438.53,,,,
126,BLMD50,BSE LgMd60:40St Div50,3672.10,3704.57,3704.69,3681.10,3689.02,3704.69,3538.08,,,,
127,BSEMSP,BSE MidSmall Pvt Bnks,1738.73,1746.15,1747.00,1730.76,1733.00,1751.19,1656.15,,,,
