"INDEX 
","CURRENT 
","%CHNG 
","OPEN 
","HIGH 
","LOW 
","INDICATIVE CLOSE 
","PREV. CLOSE 
","PREV. DAY 
 11-Aug-2026","1W AGO 
 04-Aug-2026","1M AGO 
 10-Jul-2026","1Y AGO 
 08-Aug-2025","52W H 
","52W L 
","30 D % CHNG 
","365 D % CHNG 
"
"NIFTY LARGEMIDCAP 250","16,931.55","-0.25","16,975.50","16,975.50","16,920.35","-","16,973.65","16,973.65","16,948.65","16,726.15","15,841.00","17,077.75","14,445.65",1.23,6.26
"NIFTY TOTAL MARKET","13,332.95","-0.24","13,369.50","13,369.50","13,325.35","-","13,365.30","13,365.30","13,395.05","13,177.05","12,701.20","13,548.00","11,436.55",1.18,4.37
"NIFTY MICROCAP 250","26,144.65","0.19","26,129.50","26,157.15","26,095.05","-","26,094.90","26,094.90","26,048.35","25,536.05","23,120.00","26,188.85","18,858.50",2.38,12.32
"NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED","18,758.70","-0.05","18,781.50","18,781.50","18,743.40","-","18,768.70","18,768.70","18,758.45","18,530.05","17,324.45","18,831.80","15,495.10",1.23,7.63
"NIFTY SMALLCAP 500","20,948.85","0.30","20,919.75","20,953.70","20,906.65","-","20,885.60","20,885.60","20,894.05","20,612.50","-","20,976.40","15,960.20",1.63,0
"NIFTY MIDSMALLCAP400 50:50","21,098.25","0.12","21,092.90","21,114.30","21,066.80","-","21,072.00","21,072.00","20,990.30","20,818.70","-","21,119.20","16,874.30",1.34,0
"NIFTY AUTO","29,468.05","0.36","29,399.25","29,508.35","29,370.45","-","29,363.05","29,363.05","29,113.40","26,981.50","23,856.60","29,865.50","23,560.10",9.22,22.16
"NIFTY FINANCIAL SERVICES 25/50","28,712.60","-0.39","28,839.60","28,839.60","28,692.45","-","28,825.60","28,825.60","29,321.40","29,263.65","28,106.20","-","-",-1.88,1.74
"NIFTY FMCG","48,406.15","-0.05","48,400.45","48,466.80","48,302.30","-","48,429.35","48,429.35","49,369.85","48,809.90","55,034.45","58,485.05","45,334.15",-0.83,-12.01
"NIFTY IT","31,288.55","-0.14","31,277.00","31,301.95","31,098.60","-","31,332.55","31,332.55","31,106.20","29,015.85","34,674.30","40,301.40","25,699.10",7.83,-9.81
"NIFTY MEDIA","1,575.55","0.41","1,578.35","1,583.35","1,568.90","-","1,569.10","1,569.10","1,555.00","1,515.30","1,647.55","1,674.40","1,245.05",3.98,-5.2
"NIFTY METAL","13,074.05","-0.74","13,141.40","13,155.40","13,065.00","-","13,171.45","13,171.45","13,124.60","12,601.45","9,229.70","13,931.35","9,132.20",3.75,39.89
"NIFTY PHARMA","26,657.65","-0.39","26,710.65","26,712.35","26,537.45","-","26,762.50","26,762.50","26,564.80","25,643.35","21,753.50","26,801.20","21,149.90",3.96,20.46
"NIFTY PSU BANK","8,778.45","-0.44","8,817.65","8,818.65","8,750.85","-","8,817.50","8,817.50","8,729.25","8,460.60","7,026.90","9,918.65","6,730.30",3.76,25.1
"NIFTY PRIVATE BANK","27,247.35","-0.59","27,350.90","27,350.90","27,242.95","-","27,408.40","27,408.40","27,679.90","28,154.10","26,560.95","29,748.45","23,957.45",-3.22,2.27
"NIFTY REALTY","885.55","-0.48","889.10","889.10","881.85","-","889.80","889.80","886.85","937.15","883.90","974.50","638.65",-5.51,-0.06
"NIFTY HEALTHCARE INDEX","16,585.35","-0.28","16,621.95","16,629.15","16,534.50","-","16,632.35","16,632.35","16,696.70","16,295.90","14,385.00","16,921.05","13,536.50",1.78,12.89
"NIFTY CONSUMER DURABLES","39,898.05","-0.56","40,111.15","40,117.65","39,847.50","-","40,122.95","40,122.95","40,381.40","38,649.65","37,034.70","40,631.50","32,587.95",3.23,7.68
"NIFTY OIL & GAS","11,210.40","-0.74","11,292.95","11,293.50","11,203.00","-","11,293.90","11,293.90","11,304.30","11,176.55","11,103.85","12,445.70","10,580.95",0.3,1.01
"NIFTY MIDSMALL HEALTHCARE","52,359.25","0.14","52,245.20","52,365.05","52,016.30","-","52,284.15","52,284.15","52,126.30","51,029.60","44,275.40","53,040.55","40,352.90",2.61,16.79
"NIFTY FINANCIAL SERVICES EX-BANK","32,766.55","-0.19","32,886.20","32,887.00","32,706.10","-","32,828.35","32,828.35","33,045.35","32,345.65","28,914.85","33,301.05","26,788.05",1.3,12.08
"NIFTY MIDSMALL FINANCIAL SERVICES","22,743.70","-0.43","22,817.75","22,817.75","22,722.30","-","22,842.75","22,842.75","22,354.85","22,739.00","17,841.75","22,842.75","17,421.50",0.02,25.77
"NIFTY MIDSMALL IT & TELECOM","10,004.50","0.47","9,972.85","10,008.90","9,943.90","-","9,958.00","9,958.00","9,763.20","9,708.15","9,304.85","10,591.60","7,748.35",3.05,7.83
"NIFTY CHEMICALS","30,579.10","0.46","30,483.75","30,586.15","30,460.45","-","30,439.75","30,439.75","30,791.80","29,700.75","30,052.39","31,895.45","24,851.65",2.96,2.29
"NIFTY500 HEALTHCARE","21,639.70","-0.09","21,652.75","21,667.90","21,544.05","-","21,659.45","21,659.45","21,673.15","21,155.25","-","21,896.15","16,294.60",2.29,0
"NIFTY REITS & REALTY","1,934.40","-0.27","1,935.60","1,936.00","1,929.30","-","1,939.60","1,939.60","1,934.90","1,971.10","-","2,012.90","1,632.55",-1.86,0
"NIFTY CEMENT","15,062.45","-1.07","15,231.00","15,237.65","15,016.60","-","15,225.15","15,225.15","15,420.95","15,142.10","-","18,188.60","13,534.80",-0.53,0
"NIFTY DIVIDEND OPPORTUNITIES 50","5,987.10","-0.18","5,996.75","5,997.55","5,977.15","-","5,998.15","5,998.15","6,030.30","5,838.05","5,847.65","6,584.65","5,614.00",2.55,2.17
"NIFTY GROWTH SECTORS 15","11,703.45","-0.17","11,716.70","11,717.00","11,678.80","-","11,723.15","11,723.15","11,734.65","11,028.05","11,277.80","12,852.45","10,329.35",6.12,2.48
"NIFTY100 QUALITY 30","5,768.75","-0.20","5,776.25","5,776.25","5,759.60","-","5,780.15","5,780.15","5,759.40","5,512.65","5,453.75","-","-",4.65,5.13
"NIFTY50 VALUE 20","11,983.95","-0.59","12,034.95","12,034.95","11,977.85","-","12,055.10","12,055.10","12,124.00","12,075.85","12,381.75","13,684.40","11,528.60",-0.76,-3.6
"NIFTY50 TR 2X LEVERAGE","18,531.05","-0.89","18,691.15","18,691.15","18,515.05","-","18,697.95","18,697.95","19,013.55","18,367.15","19,681.70","22,435.45","15,547.15",0.89,-6.84
"NIFTY50 PR 2X LEVERAGE","12,162.05","-0.91","12,267.15","12,267.15","12,151.55","-","12,273.25","12,273.25","12,485.75","12,108.55","13,210.75","14,993.40","10,365.70",0.44,-8.91
"NIFTY50 TR 1X INVERSE","177.10","0.45","176.35","177.20","176.35","-","176.30","176.30","174.80","177.75","171.85","193.35","161.80",-0.37,3.6
"NIFTY50 PR 1X INVERSE","218.25","0.46","217.30","218.35","217.30","-","217.25","217.25","215.30","218.55","209.55","236.50","197.80",-0.14,4.7
"NIFTY50 DIVIDEND POINTS","189.34","0.89","189.34","189.34","189.34","-","187.67","187.67","182.42","134.61","193.35","-","-",40.66,-2.07
"NIFTY ALPHA 50","56,790.60","-0.41","57,064.15","57,072.80","56,740.45","-","57,025.30","57,025.30","55,859.05","54,090.85","49,756.75","-","-",4.99,13.14
"NIFTY50 EQUAL WEIGHT","33,364.80","-0.27","33,471.90","33,472.85","33,337.80","-","33,456.25","33,456.25","33,756.40","32,825.75","30,863.10","-","-",1.64,7.19
"NIFTY100 EQUAL WEIGHT","35,400.40","-0.27","35,513.60","35,514.50","35,366.20","-","35,496.45","35,496.45","35,587.50","34,548.55","32,046.05","-","-",2.47,9.77
"NIFTY100 LOW VOLATILITY 30","20,490.05","-0.42","20,565.35","20,565.35","20,478.40","-","20,576.95","20,576.95","20,712.00","20,100.75","19,774.15","-","-",1.94,2.84
"NIFTY200 QUALITY 30","20,845.85","-0.16","20,873.15","20,873.15","20,808.75","-","20,879.15","20,879.15","20,874.45","20,133.95","20,091.95","-","-",3.54,3.23
"NIFTY ALPHA LOW-VOLATILITY 30","27,405.65","-0.59","27,560.35","27,562.75","27,386.00","-","27,567.35","27,567.35","27,622.50","26,805.75","25,934.00","-","-",2.24,4.79
"NIFTY200 MOMENTUM 30","31,292.45","-0.42","31,447.70","31,454.50","31,264.65","-","31,425.70","31,425.70","30,917.00","30,570.25","29,783.60","-","-",2.36,3.76
"NIFTY MIDCAP150 QUALITY 50","24,905.25","-0.01","24,921.55","24,921.55","24,853.35","-","24,908.00","24,908.00","24,764.95","24,154.15","23,681.35","-","-",3.11,4.46
"NIFTY200 ALPHA 30","26,987.05","-0.47","27,109.60","27,116.20","26,962.70","-","27,115.50","27,115.50","26,554.85","26,308.05","24,425.60","-","-",2.58,9.14
"NIFTY MIDCAP150 MOMENTUM 50","64,567.90","-0.37","64,770.60","64,770.85","64,524.95","-","64,809.15","64,809.15","63,600.35","62,882.50","60,061.05","-","-",2.68,6.8
"NIFTY500 MOMENTUM 50","55,413.20","-0.30","55,650.45","55,665.05","55,363.95","-","55,579.10","55,579.10","54,429.55","53,456.80","50,837.20","-","-",3.66,7.9
"NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100","52,347.90","-0.03","52,370.25","52,410.70","52,266.75","-","52,362.95","52,362.95","51,622.95","50,763.50","47,248.45","-","-",3.12,10.2
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","48,755.95","0.42","48,622.10","48,771.20","48,619.50","-","48,550.10","48,550.10","48,349.15","47,630.30","44,353.70","-","-",2.36,9.2
"NIFTY TOP 10 EQUAL WEIGHT","8,630.50","-0.51","8,668.80","8,668.90","8,627.20","-","8,674.95","8,674.95","8,757.80","8,622.50","9,318.00","-","-",0.09,-7.6
"NIFTY ALPHA QUALITY LOW-VOLATILITY 30","23,296.90","-0.34","23,348.80","23,350.30","23,274.20","-","23,375.30","23,375.30","23,306.80","22,801.70","21,695.30","-","-",2.17,6.83
"NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30","20,549.85","-0.42","20,618.90","20,619.70","20,534.60","-","20,637.40","20,637.40","20,649.30","20,122.30","20,138.90","-","-",2.12,1.41
"NIFTY HIGH BETA 50","4,525.20","0.03","4,533.40","4,537.70","4,520.90","-","4,523.85","4,523.85","4,510.90","4,479.90","3,556.05","-","-",1.01,26.75
"NIFTY LOW VOLATILITY 50","24,911.55","-0.47","24,995.35","24,995.35","24,890.85","-","25,028.05","25,028.05","25,237.70","24,602.60","24,402.90","-","-",1.26,1.5
"NIFTY QUALITY LOW-VOLATILITY 30","16,930.65","-0.42","16,973.05","16,973.05","16,916.05","-","17,002.25","17,002.25","17,004.55","16,476.45","16,679.70","-","-",2.76,1.07
"NIFTY SMALLCAP250 QUALITY 50","25,909.35","0.50","25,821.10","25,914.25","25,795.90","-","25,780.60","25,780.60","25,796.50","25,500.30","26,544.90","-","-",1.6,-2.63
"NIFTY TOP 15 EQUAL WEIGHT","9,898.05","-0.34","9,928.70","9,929.95","9,893.05","-","9,931.45","9,931.45","10,044.25","9,776.70","10,011.65","-","-",1.24,-1.48
"NIFTY100 ALPHA 30","18,433.25","-0.35","18,524.10","18,532.30","18,403.70","-","18,497.10","18,497.10","18,432.65","18,024.10","17,928.70","-","-",2.27,1.51
"NIFTY200 VALUE 30","15,113.70","-0.58","15,193.10","15,193.25","15,104.15","-","15,201.75","15,201.75","15,288.00","15,074.45","12,799.20","-","-",0.26,17.5
"NIFTY500 EQUAL WEIGHT","15,182.20","0.18","15,174.65","15,185.45","15,156.00","-","15,155.50","15,155.50","15,176.55","15,013.10","13,900.60","-","-",1.13,8.58
"NIFTY500 MULTICAP MOMENTUM QUALITY 50","42,123.75","-0.03","42,157.20","42,216.35","42,083.05","-","42,135.90","42,135.90","41,337.30","41,088.85","40,004.30","-","-",2.52,4.38
"NIFTY500 VALUE 50","16,231.10","-0.52","16,302.45","16,304.05","16,219.00","-","16,316.10","16,316.10","16,350.55","16,107.00","13,819.95","-","-",0.77,16.73
"NIFTY TOP 20 EQUAL WEIGHT","8,966.20","-0.30","8,987.55","8,988.45","8,961.30","-","8,993.55","8,993.55","9,058.45","8,747.00","8,915.00","-","-",2.51,0.16
"NIFTY500 QUALITY 50","20,027.90","-0.18","20,045.45","20,045.45","20,001.05","-","20,063.40","20,063.40","19,982.60","19,793.80","18,667.55","-","-",1.18,6.73
"NIFTY500 LOW VOLATILITY 50","22,558.50","-0.36","22,635.10","22,635.50","22,541.60","-","22,639.80","22,639.80","22,775.35","22,153.90","21,088.20","-","-",1.83,5.85
"NIFTY500 MULTIFACTOR MQVLV 50","31,302.15","-0.41","31,399.75","31,403.05","31,282.50","-","31,429.90","31,429.90","31,532.30","31,121.15","29,924.80","-","-",0.58,4.11
"NIFTY50 USD","8,839.65","-0.47","8,881.50","9,018.15","8,835.75","-","8,881.49","8,881.49","8,964.42","8,773.33","-","-","-",0.76,-9.38
"NIFTY500 FLEXICAP QUALITY 30","10,262.25","0.09","10,260.15","10,267.75","10,237.90","-","10,253.45","10,253.45","10,230.90","9,902.30","-","-","-",3.64,0
"NIFTY TOTAL MARKET MOMENTUM QUALITY 50","45,069.40","-0.15","45,174.70","45,209.00","45,030.10","-","45,138.40","45,138.40","44,024.75","43,487.25","-","-","-",3.64,0
"NIFTY COMMODITIES","9,840.35","-0.80","9,911.90","9,912.55","9,833.20","-","9,920.15","9,920.15","9,956.40","9,842.10","8,726.10","10,569.65","8,560.60",-0.02,12.43
"NIFTY INDIA CONSUMPTION","12,078.05","-0.12","12,109.15","12,118.30","12,069.70","-","12,092.20","12,092.20","12,171.65","11,667.20","11,747.15","12,716.20","10,298.50",3.52,1.97
"NIFTY CPSE","6,448.30","-0.29","6,459.00","6,461.95","6,444.70","-","6,466.85","6,466.85","6,482.90","6,685.75","6,355.95","7,593.35","6,101.90",-3.55,0.7
"NIFTY ENERGY","38,597.50","-0.46","38,778.10","38,780.70","38,569.10","-","38,776.90","38,776.90","38,683.25","39,220.35","34,741.45","41,828.55","32,890.30",-1.59,11.11
"NIFTY INFRASTRUCTURE","9,351.40","-0.62","9,420.20","9,421.15","9,345.30","-","9,409.80","9,409.80","9,453.30","9,381.15","8,972.30","9,792.60","8,426.65",-0.32,3.61
"NIFTY100 LIQUID 15","7,675.25","-0.33","7,722.50","7,722.50","7,669.40","-","7,700.80","7,700.80","7,762.65","7,448.05","6,822.70","7,785.85","6,565.70",3.05,11.7
"NIFTY MIDCAP LIQUID 15","17,349.45","-0.02","17,353.85","17,383.05","17,299.65","-","17,353.60","17,353.60","16,949.40","16,900.10","14,736.40","17,388.70","13,702.75",2.66,16.07
"NIFTY MNC","33,863.60","0.11","33,847.70","33,883.00","33,790.45","-","33,827.90","33,827.90","33,503.80","32,448.30","28,259.45","34,028.00","27,597.20",4.36,19.2
"NIFTY PSE","9,828.85","-0.41","9,865.50","9,865.65","9,823.80","-","9,869.25","9,869.25","9,937.40","9,958.35","9,581.40","10,839.05","9,168.35",-1.3,1.84
"NIFTY SERVICES SECTOR","31,061.90","-0.37","31,188.90","31,188.90","31,052.45","-","31,178.55","31,178.55","31,474.20","31,271.20","32,089.45","34,549.75","28,232.65",-0.67,-3.69
"NIFTY100 ESG SECTOR LEADERS","4,089.50","-0.54","4,112.15","4,112.15","4,087.35","-","4,111.50","4,111.50","4,143.60","4,072.80","4,098.20","-","-",0.41,-0.81
"NIFTY INDIA DIGITAL","8,778.20","0.12","8,770.50","8,782.95","8,747.55","-","8,767.35","8,767.35","8,625.80","8,256.15","8,736.70","9,723.25","7,233.65",6.32,-0.37
"NIFTY100 ESG","5,091.90","-0.32","5,111.30","5,111.30","5,087.60","-","5,108.05","5,108.05","5,143.55","4,971.15","4,827.60","-","-",2.43,4.89
"NIFTY INDIA MANUFACTURING","16,601.75","-0.17","16,640.25","16,649.65","16,585.45","-","16,630.45","16,630.45","16,587.60","15,900.15","14,049.00","-","-",4.41,16.99
"NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP","14,703.00","0.01","14,722.20","14,744.80","14,676.05","-","14,701.80","14,701.80","14,811.80","14,127.40","14,601.25","15,588.85","13,218.65",4.07,0.11
"NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20","17,069.45","-0.20","17,104.35","17,104.35","17,044.60","-","17,103.20","17,103.20","17,050.25","16,344.55","14,749.90","17,180.30","14,148.20",4.44,14.57
"NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20","14,646.95","-0.29","14,710.95","14,712.05","14,639.45","-","14,689.00","14,689.00","14,730.90","14,698.80","13,765.95","14,885.80","12,542.85",-0.35,5.91
"NIFTY INDIA DEFENCE","9,687.20","0.27","9,686.15","9,718.15","9,628.35","-","9,660.70","9,660.70","9,666.10","9,414.10","7,626.25","9,784.60","7,184.90",2.9,23.77
"NIFTY INDIA TOURISM","8,056.45","-0.35","8,102.35","8,102.55","8,035.40","-","8,084.65","8,084.65","8,118.20","8,147.00","9,043.50","9,452.55","6,502.65",-1.11,-12.23
"NIFTY CAPITAL MARKETS","5,337.25","-0.04","5,345.55","5,371.35","5,331.60","-","5,339.55","5,339.55","5,215.45","5,537.50","4,325.90","5,697.10","4,086.85",-3.62,20.79
"NIFTY EV & NEW AGE AUTOMOTIVE","3,419.80","0.85","3,398.60","3,421.00","3,394.65","-","3,391.00","3,391.00","3,344.00","3,128.70","2,872.00","-","-",9.3,18.02
"NIFTY INDIA NEW AGE CONSUMPTION","12,169.70","-0.16","12,201.95","12,205.45","12,160.35","-","12,189.70","12,189.70","12,129.25","11,784.80","11,508.50","-","-",3.27,4.7
"NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR)","39,551.55","-0.49","39,777.80","39,784.00","39,498.15","-","39,745.35","39,745.35","39,774.60","38,775.30","35,582.70","-","-",2,10.62
"NIFTY MOBILITY","23,946.40","0.34","23,927.70","23,975.25","23,895.55","-","23,864.25","23,864.25","23,801.05","22,466.75","20,836.95","-","-",6.59,13.87
"NIFTY100 ENHANCED ESG","5,126.15","-0.32","5,145.70","5,145.70","5,121.80","-","5,142.35","5,142.35","5,178.55","5,004.95","4,862.45","-","-",2.42,4.84
"NIFTY CORE HOUSING","15,829.90","-0.78","15,943.25","15,944.05","15,796.65","-","15,953.60","15,953.60","16,014.40","15,863.05","15,857.25","16,610.25","12,788.20",-0.21,-0.47
"NIFTY HOUSING","11,922.80","-0.52","11,970.50","11,972.95","11,915.35","-","11,985.55","11,985.55","12,094.25","12,076.75","11,350.85","12,244.25","10,358.70",-1.27,4.8
"NIFTY IPO","2,353.85","0.44","2,358.40","2,362.50","2,352.20","-","2,343.50","2,343.50","2,327.60","2,323.40","2,067.40","2,347.80","1,774.60",1.31,13.41
"NIFTY MIDSMALL INDIA CONSUMPTION","18,933.40","-0.23","18,966.45","18,982.10","18,920.70","-","18,977.10","18,977.10","18,965.60","18,961.00","19,207.85","20,135.15","15,614.35",-0.15,-2.09
"NIFTY NON-CYCLICAL CONSUMER","15,514.20","-0.30","15,561.50","15,561.50","15,508.30","-","15,560.20","15,560.20","15,692.00","15,210.45","15,997.85","16,983.45","13,311.10",2,-3.66
"NIFTY RURAL","15,738.20","-0.07","15,783.00","15,786.05","15,723.60","-","15,749.70","15,749.70","15,882.15","15,373.20","14,741.80","16,396.40","13,751.35",2.37,6.33
"NIFTY SHARIAH 25","8,130.00","-0.22","8,144.30","8,144.40","8,115.15","-","8,147.90","8,147.90","8,158.40","7,861.40","8,063.75","8,562.10","7,196.60",3.42,-0.01
"NIFTY TRANSPORTATION & LOGISTICS","26,815.75","0.50","26,753.80","26,853.50","26,730.55","-","26,682.95","26,682.95","26,612.85","25,050.25","23,438.20","27,025.05","21,355.40",7.05,13.16
"NIFTY50 SHARIAH","4,380.05","-0.40","4,390.80","4,391.00","4,371.45","-","4,397.70","4,397.70","4,407.00","4,242.15","4,547.35","4,982.45","4,082.25",3.25,-4.45
"NIFTY500 SHARIAH","7,143.60","-0.07","7,149.20","7,149.30","7,130.70","-","7,148.95","7,148.95","7,122.95","6,933.30","6,908.90","7,291.95","6,162.95",3.03,2.84
"NIFTY SME EMERGE","14,249.95","-0.09","14,248.80","14,259.05","14,221.65","-","14,263.35","14,263.35","14,221.25","14,102.35","14,910.78","17,223.65","11,015.55",1.05,-4.49
"NIFTY INDIA INTERNET","1,429.55","0.18","1,426.35","1,433.45","1,423.60","-","1,427.05","1,427.05","1,391.45","1,355.40","-","1,501.90","1,056.45",5.47,0
"NIFTY WAVES","1,936.70","1.11","1,931.75","1,941.60","1,931.25","-","1,915.40","1,915.40","1,937.10","2,001.35","2,121.83","2,789.80","1,581.05",-3.23,-8.71
"NIFTY INDIA INFRASTRUCTURE & LOGISTICS","12,186.75","-0.21","12,231.60","12,252.80","12,174.65","-","12,212.10","12,212.10","12,194.80","12,287.80","-","12,549.95","9,210.40",-0.82,0
"NIFTY INDIA RAILWAYS PSU","2,892.15","0.16","2,882.35","2,893.35","2,872.40","-","2,887.40","2,887.40","2,919.70","2,856.30","3,447.46","4,005.50","2,744.60",1.26,-16.43
"NIFTY CONGLOMERATE 50","15,399.75","-0.32","15,452.80","15,456.60","15,383.80","-","15,449.90","15,449.90","15,577.05","14,868.65","13,892.06","15,692.30","12,226.80",3.57,10.41
"NIFTY 8-13 YR G-SEC","3,064.47","0.06","3,063.15","3,064.91","3,063.15","-","3,062.60","3,062.60","3,061.90","3,053.62","2,917.06","-","-",0.36,4.98
"NIFTY 10 YR BENCHMARK G-SEC","2,686.14","0.08","2,684.38","2,686.53","2,684.37","-","2,683.88","2,683.88","2,682.99","2,677.66","2,584.49","-","-",0.32,3.9
"NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE)","879.04","0.06","878.45","879.17","878.45","-","878.46","878.46","879.16","881.24","904.06","-","-",-0.25,-2.78
"NIFTY 4-8 YR G-SEC INDEX","3,350.94","0.04","3,350.16","3,351.27","3,350.15","-","3,349.56","3,349.56","3,349.14","3,331.25","3,159.56","-","-",0.59,6.05
"NIFTY 11-15 YR G-SEC INDEX","3,395.85","0.08","3,393.55","3,396.33","3,393.37","-","3,392.92","3,392.92","3,385.47","3,378.20","3,189.18","-","-",0.52,6.36
"NIFTY 15 YR AND ABOVE G-SEC INDEX","3,601.12","0.19","3,594.88","3,602.49","3,594.88","-","3,594.16","3,594.16","3,561.39","3,587.60","3,428.70","-","-",0.38,5.05
"NIFTY COMPOSITE G-SEC INDEX","3,161.25","0.09","3,158.89","3,161.86","3,158.85","-","3,158.30","3,158.30","3,150.97","3,146.45","2,998.94","-","-",0.47,5.38
"NIFTY BHARAT BOND INDEX - APRIL 2030","1,615.29","0.01","1,615.30","1,615.30","1,615.29","-","1,614.98","1,614.98","1,612.72","1,605.63","1,536.90","-","-",0.6,5.26
"NIFTY BHARAT BOND INDEX - APRIL 2031","1,468.36","0.01","1,468.36","1,468.36","1,468.36","-","1,468.08","1,468.08","1,466.47","1,461.40","1,401.10","-","-",0.48,5.07
"NIFTY BHARAT BOND INDEX - APRIL 2032","1,335.51","0.01","1,335.51","1,335.51","1,335.51","-","1,335.25","1,335.25","1,333.48","1,329.35","1,278.22","-","-",0.46,4.78
"NIFTY BHARAT BOND INDEX - APRIL 2033","1,293.77","0.01","1,293.77","1,293.77","1,293.77","-","1,293.53","1,293.53","1,291.88","1,288.45","1,240.74","-","-",0.41,4.5
