SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"ASTRAL","1,431.90","1,438.50","1,425.70","1,424.90","1,437.00","-","12.1","0.85","58489","8.38","1,768.70","1,263.70","6.83","3.13"
"BDL","1,309.00","1,333.90","1,309.00","1,307.60","1,318.00","-","10.4","0.8","252261","33.25","1,654.00","1,086.00","-2.74","-13.63"
"PNBHOUSING","1,141.90","1,154.50","1,140.50","1,142.10","1,150.70","-","8.6","0.75","63292","7.27","1,174.80","729.60","2.84","47.63"
"ABB","7,611.50","7,679.50","7,585.50","7,611.50","7,666.00","-","54.5","0.72","49831","38.09","7,924.50","4,637.50","11.34","50.81"
"TECHM","1,654.00","1,657.00","1,648.00","1,643.00","1,654.00","-","11","0.67","957874","158.34","1,854.00","1,304.10","12.94","10.93"
"NESTLEIND","1,503.00","1,515.70","1,496.60","1,493.20","1,500.80","-","7.6","0.51","449208","67.69","1,553.00","1,084.70","2.61","35.13"
"OIL","471.90","475.55","470.35","470.35","472.70","-","2.35","0.5","539754","25.55","531.00","384.60","10.68","11.08"
"LICI","409.00","410.90","404.80","406.00","407.85","-","1.85","0.46","3039655","124.21","468.48","360.75","-8.36","-55.2"
"PIDILITIND","1,685.80","1,693.60","1,679.00","1,685.80","1,693.00","-","7.2","0.43","267163","45.11","1,693.60","1,259.00","5.46","-45.56"
"TRENT","3,000.00","3,017.40","2,995.00","3,000.00","3,012.50","-","12.5","0.42","85209","25.61","3,782.67","2,183.67","3.35","-44.89"
"YESBANK","22.75","22.94","22.62","22.75","22.84","-","0.09","0.4","14025437","32.01","25.78","17.20","-4.97","21.2"
"BAJAJ-AUTO","11,729.00","11,819.00","11,706.00","11,717.00","11,760.00","-","43","0.37","54432","64.10","11,863.00","8,132.50","15.37","41.6"
"KAYNES","3,718.10","3,762.60","3,700.50","3,717.70","3,731.60","-","13.9","0.37","245984","91.86","7,705.00","2,995.00","11.44","-36.46"
"ASHOKLEY","174.83","177.38","174.43","174.83","175.43","-","0.6","0.34","1547557","27.24","215.42","114.96","11.01","45.67"
"INDUSINDBK","1,009.00","1,018.00","1,006.50","1,008.90","1,012.20","-","3.3","0.33","160702","16.28","1,077.85","710.60","-0.68","28.81"
"VEDL","276.25","281.00","275.65","275.00","275.85","-","0.85","0.31","3389482","94.44","795.00","249.70","0.9","-36.06"
"DIVISLAB","8,630.00","8,674.00","8,585.00","8,578.50","8,603.50","-","25","0.29","165532","142.85","8,674.00","5,636.50","25.49","43.17"
"MCX","2,965.00","2,965.00","2,885.00","2,895.00","2,903.10","-","8.1","0.28","1574742","460.66","3,480.00","1,460.80","4.49","-63.57"
"MOTHERSON","170.10","171.83","169.05","169.26","169.71","-","0.45","0.27","4513092","76.99","172.00","89.70","18.21","86.47"
"SONACOMS","801.05","806.50","798.00","800.00","802.00","-","2","0.25","204862","16.45","836.90","402.30","19.66","79.39"
"JINDALSTEL","1,096.00","1,102.80","1,093.20","1,095.00","1,097.70","-","2.7","0.25","83471","9.16","1,306.20","943.30","4.16","10.49"
"NMDC","85.87","86.07","85.30","85.45","85.66","-","0.21","0.25","2954909","25.31","97.49","68.19","0.62","20.95"
"FEDERALBNK","354.55","357.45","354.15","354.55","355.40","-","0.85","0.24","278826","9.93","371.70","188.40","7.49","80.26"
"COCHINSHIP","1,496.00","1,509.30","1,493.10","1,496.00","1,499.40","-","3.4","0.23","81016","12.16","1,979.90","1,187.00","5.5","-9.88"
"MAZDOCK","2,554.00","2,564.00","2,537.60","2,554.00","2,559.00","-","5","0.2","106817","27.24","3,061.40","2,057.40","5.53","-5.31"
"HEROMOTOCO","5,875.00","5,914.50","5,844.00","5,865.50","5,877.00","-","11.5","0.2","189134","111.34","6,388.50","4,539.00","18.52","28.57"
"AXISBANK","1,230.00","1,234.70","1,226.20","1,229.80","1,232.10","-","2.3","0.19","780557","96.06","1,418.30","1,042.50","-7.09","14.58"
"ONGC","240.00","241.33","239.70","239.45","239.76","-","0.31","0.13","1129209","27.13","307.50","227.65","-2.25","2.42"
"SAIL","172.69","173.75","171.16","173.00","173.20","-","0.2","0.12","2269588","39.21","209.70","118.10","3.01","42.19"
"HINDPETRO","392.00","393.00","390.20","390.85","391.25","-","0.4","0.1","1367063","53.54","508.45","316.20","-1.13","-4.75"
"ICICIGI","1,646.70","1,646.70","1,628.00","1,643.50","1,645.00","-","1.5","0.09","55432","9.07","2,064.90","1,544.60","-10","-13.58"
"TVSMOTOR","4,400.00","4,427.80","4,384.20","4,400.00","4,403.30","-","3.3","0.08","170324","75.07","4,475.00","2,955.50","21.44","47.59"
"SBICARD","650.00","651.45","644.40","650.05","650.50","-","0.45","0.07","106898","6.93","965.00","565.45","6.28","-18.52"
"COALINDIA","412.60","413.70","411.70","412.60","412.75","-","0.15","0.04","429276","17.73","491.25","368.65","-3.89","7.87"
"CUMMINSIND","5,366.50","5,406.50","5,349.00","5,378.50","5,380.00","-","1.5","0.03","64328","34.54","6,100.00","3,729.50","-4.32","41.83"
"ICICIBANK","1,429.40","1,431.90","1,418.60","1,429.60","1,429.90","-","0.3","0.02","1002145","143.03","1,480.00","1,187.60","2.03","-0.49"
"NAM-INDIA","1,180.20","1,180.20","1,167.60","1,171.30","1,171.40","-","0.1","0.01","69708","8.18","1,233.50","780.25","-3.41","45.33"
"IRFC","87.91","88.35","87.62","87.91","87.90","-","-0.01","-0.01","1067739","9.39","137.17","86.02","-2.21","-30.68"
"AUROPHARMA","1,658.00","1,666.10","1,653.00","1,658.00","1,657.90","-","-0.1","-0.01","167101","27.73","1,671.90","1,016.10","5.96","57.47"
"SHRIRAMFIN","1,135.50","1,135.50","1,122.10","1,129.90","1,129.80","-","-0.1","-0.01","1187029","134.09","1,153.70","566.50","8.22","82.95"
"JSWSTEEL","1,285.90","1,288.90","1,281.70","1,283.40","1,283.10","-","-0.3","-0.02","97289","12.50","1,335.00","1,022.30","3.05","21.92"
"IDFCFIRSTB","83.61","84.65","83.61","84.27","84.22","-","-0.05","-0.06","1208958","10.19","88.76","58.08","4.26","20.94"
"LICHSGFIN","502.95","505.50","501.15","502.00","501.65","-","-0.35","-0.07","214305","10.78","598.20","458.90","-8.59","-12.59"
"SRF","2,570.10","2,594.00","2,562.60","2,570.00","2,568.20","-","-1.8","-0.07","82035","21.18","3,210.00","2,355.00","-7.37","-10.76"
"ITC","279.00","279.55","277.95","279.00","278.75","-","-0.25","-0.09","1134182","31.59","427.00","275.00","-0.98","-33.07"
"HDFCLIFE","536.00","537.75","533.80","536.00","535.50","-","-0.5","-0.09","337509","18.08","815.00","530.50","-5.58","-29.91"
"BHARATFORG","2,051.00","2,070.20","2,042.90","2,051.00","2,048.90","-","-2.1","-0.1","271635","55.82","2,295.00","1,100.50","-3.12","75.92"
"PAYTM","1,593.70","1,623.70","1,592.00","1,593.70","1,592.00","-","-1.7","-0.11","886645","142.43","1,639.90","930.60","18.77","42.04"
"HCLTECH","1,370.00","1,370.00","1,361.40","1,365.40","1,363.60","-","-1.8","-0.13","218467","29.82","1,780.10","1,030.00","17.29","-8.24"
"BANDHANBNK","173.82","174.70","172.57","174.00","173.75","-","-0.25","-0.14","602888","10.48","220.76","134.25","-17.14","4.78"
"ASIANPAINT","2,733.20","2,748.40","2,725.00","2,735.50","2,731.00","-","-4.5","-0.16","70377","19.25","2,985.70","2,115.00","2.15","9.9"
"BAJAJHLDNG","11,587.00","11,587.00","11,503.00","11,550.00","11,529.00","-","-21","-0.18","5086","5.87","14,763.00","8,588.00","8.41","-17.78"
"LODHA","1,215.00","1,217.60","1,202.00","1,212.00","1,209.70","-","-2.3","-0.19","219308","26.51","1,344.95","650.80","-0.72","-1.05"
"LAURUSLABS","1,856.30","1,862.30","1,847.20","1,858.00","1,854.40","-","-3.6","-0.19","224286","41.63","1,870.80","810.05","20.82","123.45"
"NTPC","338.45","339.80","337.35","338.45","337.80","-","-0.65","-0.19","1103851","37.38","414.40","315.55","-1.77","0.68"
"COLPAL","2,008.00","2,008.00","1,994.00","2,008.00","2,004.10","-","-3.9","-0.19","47340","9.48","2,504.00","1,782.00","-2.16","-9.24"
"HAVELLS","1,271.30","1,276.90","1,266.50","1,274.40","1,271.90","-","-2.5","-0.2","149494","19.04","1,621.10","1,123.60","7.24","-13.55"
"TATASTEEL","188.35","188.88","187.51","188.25","187.84","-","-0.41","-0.22","2955171","55.60","224.40","153.05","-1.54","18.75"
"TMPV","348.40","351.25","346.60","347.60","346.80","-","-0.8","-0.23","1799526","62.83","739.70","294.30","2.86","0"
"VBL","439.15","439.20","434.00","437.00","436.00","-","-1","-0.23","572844","24.99","555.80","381.00","-8.6","-14.44"
"BRITANNIA","5,598.00","5,615.00","5,560.00","5,598.00","5,585.00","-","-13","-0.23","47995","26.86","6,336.00","5,035.00","4.58","4.02"
"VOLTAS","1,280.00","1,281.60","1,271.80","1,280.00","1,276.90","-","-3.1","-0.24","67275","8.59","1,582.50","1,186.80","-0.52","2.79"
"PGEL","616.00","620.80","613.15","616.00","614.50","-","-1.5","-0.24","288723","17.81","644.40","436.55","5.63","21.74"
"CIPLA","1,460.00","1,465.90","1,456.20","1,463.00","1,458.90","-","-4.1","-0.28","53470","7.81","1,673.00","1,165.70","1.64","-2.78"
"SOLARINDS","18,800.00","18,800.00","18,642.00","18,770.00","18,715.00","-","-55","-0.29","9222","17.24","19,187.00","11,646.00","2.93","26.05"
"MARUTI","13,990.00","14,016.00","13,932.00","13,990.00","13,950.00","-","-40","-0.29","50970","71.21","17,370.00","12,201.00","0.98","11.06"
"AUBANK","1,070.90","1,078.00","1,062.00","1,070.90","1,067.60","-","-3.3","-0.31","196031","20.99","1,105.90","682.15","-0.11","45.85"
"APLAPOLLO","2,016.90","2,018.80","2,004.60","2,012.70","2,006.40","-","-6.3","-0.31","138381","27.83","2,301.40","1,565.50","9.63","26.75"
"NYKAA","325.90","325.90","321.60","325.00","323.95","-","-1.05","-0.32","350271","11.32","348.00","200.14","-1.54","59.67"
"HAL","4,909.00","4,920.00","4,878.60","4,909.00","4,892.90","-","-16.1","-0.33","125238","61.34","4,978.00","3,479.10","8.92","10.44"
"INFY","1,185.60","1,190.40","1,183.00","1,190.70","1,186.80","-","-3.9","-0.33","1216820","144.43","1,728.00","982.40","11.49","-16.63"
"KEI","5,645.00","5,652.80","5,593.80","5,645.00","5,626.00","-","-19","-0.34","35436","19.91","5,708.00","3,712.20","9.62","48.15"
"ETERNAL","318.95","318.95","316.20","318.00","316.90","-","-1.1","-0.35","3575253","113.40","368.45","212.60","9.79","2.78"
"HINDUNILVR","2,065.00","2,072.10","2,055.20","2,064.90","2,057.50","-","-7.4","-0.36","140825","29.01","2,750.00","2,016.00","-3.98","-18.01"
"CGPOWER","881.00","881.00","872.00","881.00","877.80","-","-3.2","-0.36","289720","25.35","980.90","525.50","-3.88","32.5"
"BHARTIARTL","1,908.60","1,913.80","1,901.30","1,915.20","1,908.40","-","-6.8","-0.36","1294089","246.68","2,174.50","1,740.50","-0.27","3.11"
"WIPRO","184.51","185.00","183.10","184.60","183.92","-","-0.68","-0.37","1234540","22.70","273.10","169.00","5.21","-23.6"
"SUNPHARMA","1,942.00","1,945.70","1,932.00","1,942.00","1,934.90","-","-7.1","-0.37","109521","21.22","2,046.90","1,548.00","0.34","20.74"
"RBLBANK","389.70","390.20","387.05","389.70","388.25","-","-1.45","-0.37","349533","13.58","392.70","243.25","2.38","50.75"
"EICHERMOT","8,000.50","8,016.00","7,968.00","8,000.00","7,970.50","-","-29.5","-0.37","41839","33.45","8,230.00","5,643.00","8.61","41.06"
"AMBUJACEM","426.70","426.70","421.70","424.00","422.40","-","-1.6","-0.38","497272","21.06","605.45","394.00","-2.85","-28"
"RVNL","231.16","233.67","228.50","230.00","229.06","-","-0.94","-0.41","1664772","38.39","400.70","220.16","-1.15","-32.85"
"HDFCBANK","729.00","729.65","724.00","729.00","725.95","-","-3.05","-0.42","5512136","400.49","1,020.50","724.00","-11.63","-63.47"
"ULTRACEMCO","11,790.00","11,790.00","11,692.00","11,780.00","11,727.00","-","-53","-0.45","33492","39.26","13,110.00","10,325.00","0.59","-5.04"
"DMART","4,035.00","4,062.80","4,030.00","4,054.90","4,035.00","-","-19.9","-0.49","42227","17.06","4,949.50","3,529.00","-0.64","-3.1"
"POWERGRID","267.95","268.35","266.50","267.95","266.55","-","-1.4","-0.52","713494","19.05","324.95","250.00","-5.35","-5.93"
"BIOCON","427.75","427.75","423.30","426.00","423.80","-","-2.2","-0.52","345442","14.69","447.15","331.00","1.79","24.52"
"OFSS","11,851.00","11,899.00","11,803.00","11,896.00","11,834.00","-","-62","-0.52","23333","27.62","11,979.00","6,234.50","2.1","41.56"
"JSWENERGY","561.40","563.00","557.75","563.00","559.95","-","-3.05","-0.54","181790","10.18","617.35","427.75","1.73","5.21"
"DALBHARAT","1,835.60","1,838.70","1,821.20","1,835.60","1,825.60","-","-10","-0.54","10678","1.95","2,496.30","1,605.00","2.75","-17.49"
"LUPIN","2,286.60","2,287.80","2,263.00","2,278.90","2,266.60","-","-12.3","-0.54","120571","27.39","2,529.50","1,875.00","-8.71","17.18"
"GODFRYPHLP","2,223.50","2,228.70","2,207.00","2,224.90","2,212.60","-","-12.3","-0.55","38978","8.64","3,947.00","1,832.10","5.18","-77.39"
"DLF","653.00","653.75","644.55","650.10","646.50","-","-3.6","-0.55","551183","35.69","794.80","489.40","-5.2","-15.01"
"ADANIENT","3,020.00","3,020.00","2,966.30","2,995.50","2,979.00","-","-16.5","-0.55","272756","81.31","3,245.00","1,753.00","-5.12","31.19"
"ADANIPORTS","1,669.80","1,672.70","1,654.90","1,668.20","1,658.80","-","-9.4","-0.56","380256","63.16","1,891.10","1,290.50","-8.75","24.55"
"SUZLON","47.49","47.49","47.11","47.50","47.21","-","-0.29","-0.61","7989796","37.74","64.95","38.19","-11.91","-24.98"
"MUTHOOTFIN","2,925.40","2,932.90","2,895.40","2,915.90","2,898.00","-","-17.9","-0.61","121269","35.31","4,149.50","2,476.60","-6.82","12.59"
"SHREECEM","25,470.00","25,480.00","25,245.00","25,510.00","25,345.00","-","-165","-0.65","3612","9.15","31,920.00","22,550.00","-4.15","-16.74"
"RELIANCE","1,323.90","1,326.00","1,314.60","1,323.90","1,315.00","-","-8.9","-0.67","1275605","168.12","1,611.80","1,249.80","1.23","-4.49"
"HDFCAMC","2,520.00","2,520.00","2,494.00","2,515.00","2,497.90","-","-17.1","-0.68","116274","29.17","2,967.25","2,205.60","-8.92","-54.28"
"ADANIPOWER","209.00","209.69","206.85","209.00","207.57","-","-1.43","-0.68","3322115","69.16","254.20","114.24","-4.33","-64.81"
"BPCL","317.00","318.50","315.50","317.80","315.60","-","-2.2","-0.69","571335","18.11","391.65","266.60","2.6","-0.98"
"SBILIFE","1,840.80","1,840.80","1,816.50","1,837.60","1,824.80","-","-12.8","-0.7","84676","15.45","2,132.00","1,700.40","-1.36","-0.72"
"ABCAPITAL","407.15","407.15","403.90","407.15","404.30","-","-2.85","-0.7","402543","16.31","430.70","267.00","-0.28","50.13"
"INDIGO","5,266.50","5,269.00","5,228.00","5,284.00","5,247.00","-","-37","-0.7","58027","30.43","6,232.50","3,895.20","-0.53","-10.11"
"IEX","127.00","127.19","124.80","126.00","125.10","-","-0.9","-0.71","794030","10.00","160.27","114.60","5.32","-8.63"
"TATAELXSI","3,799.90","3,799.90","3,761.50","3,795.00","3,768.10","-","-26.9","-0.71","20298","7.66","5,950.00","3,353.90","2.84","-33.15"
"CDSL","1,349.80","1,353.40","1,333.10","1,347.00","1,337.10","-","-9.9","-0.73","192195","25.79","1,673.70","1,116.30","-5.93","-13.92"
"TCS","2,445.70","2,445.80","2,424.50","2,445.70","2,427.80","-","-17.9","-0.73","319305","77.73","3,350.00","1,976.80","18.21","-19.57"
"WAAREEENER","2,704.00","2,709.10","2,682.00","2,704.00","2,683.60","-","-20.4","-0.75","79607","21.46","3,865.00","2,403.00","-7.49","-13.11"
"INDHOTEL","724.00","724.00","718.00","724.00","718.60","-","-5.4","-0.75","188301","13.55","811.95","565.00","-3.76","-3.05"
"PFC","381.00","381.65","377.10","381.00","378.05","-","-2.95","-0.77","1698876","64.33","486.50","329.90","-6.27","-9.03"
"PREMIERENE","1,049.00","1,056.00","1,041.80","1,050.00","1,041.90","-","-8.1","-0.77","91828","9.63","1,134.00","660.00","-6.02","4.62"
"PAGEIND","38,440.00","38,500.00","37,900.00","38,440.00","38,140.00","-","-300","-0.78","4099","15.63","47,310.00","29,805.00","-2.42","-14.63"
"IREDA","118.69","119.00","117.60","118.70","117.76","-","-0.94","-0.79","1060260","12.51","163.35","108.65","-6.09","-18.06"
"SWIGGY","282.00","282.00","277.25","280.50","278.25","-","-2.25","-0.8","1815863","50.65","474.00","235.75","2.65","-30"
"LT","4,038.00","4,044.10","4,001.60","4,037.40","4,002.90","-","-34.5","-0.85","269579","108.31","4,440.00","3,288.10","2.32","10.06"
"MARICO","855.00","857.05","846.05","855.00","847.75","-","-7.25","-0.85","98437","8.35","889.10","690.30","0.29","20.93"
"TATAPOWER","378.60","379.75","376.40","380.00","376.70","-","-3.3","-0.87","422905","15.97","464.90","342.50","-0.34","-1.12"
"TATACONSUM","1,077.00","1,078.00","1,064.00","1,078.00","1,068.60","-","-9.4","-0.87","277669","29.70","1,282.70","1,007.20","-3.05","1.78"
"RADICO","4,553.00","4,553.00","4,495.50","4,545.00","4,505.00","-","-40","-0.88","26551","11.98","4,590.30","2,500.00","11.57","59.12"
"TIINDIA","2,780.00","2,786.50","2,746.20","2,780.00","2,755.30","-","-24.7","-0.89","58319","16.10","3,419.90","2,164.90","-6.03","-7.35"
"TITAN","5,128.00","5,128.00","5,074.00","5,128.00","5,081.60","-","-46.4","-0.9","108015","55.01","5,168.00","3,303.10","11.86","47.87"
"INOXWIND","74.27","74.35","73.65","74.40","73.72","-","-0.68","-0.91","1727783","12.76","159.30","72.70","-9.94","-47.5"
"BAJFINANCE","1,093.00","1,094.70","1,082.10","1,093.30","1,083.40","-","-9.9","-0.91","1402518","152.58","1,176.40","787.90","7.13","24.55"
"BEL","406.00","406.10","401.80","405.85","402.10","-","-3.75","-0.92","1364177","55.01","473.45","361.20","-2.17","5.72"
"COFORGE","1,819.00","1,819.10","1,799.30","1,819.00","1,802.00","-","-17","-0.93","271534","49.04","1,989.70","1,008.10","20.96","12.71"
"NHPC","76.65","76.75","76.20","76.95","76.23","-","-0.51","-0.66","1676720","12.80","89.22","71.62","-3.6","-7.79"
"ALKEM","5,518.00","5,534.50","5,460.00","5,527.50","5,475.00","-","-52.5","-0.95","6262","3.43","5,933.50","4,738.50","-2.5","14.1"
"SUPREMEIND","3,419.10","3,434.70","3,383.00","3,435.00","3,401.70","-","-33.3","-0.97","22894","7.79","4,664.90","3,140.00","3.48","-21.12"
"CROMPTON","246.00","246.00","242.80","245.40","243.00","-","-2.4","-0.98","306080","7.47","337.50","217.40","-6.23","-22.79"
"KOTAKBANK","391.00","392.10","388.60","392.90","389.05","-","-3.85","-0.98","856611","33.41","453.20","345.50","4.05","-80.12"
"GAIL","175.34","175.40","173.33","175.34","173.58","-","-1.76","-1","1713396","29.88","186.87","134.36","0.93","1.34"
"TORNTPHARM","4,864.00","4,886.00","4,824.50","4,886.00","4,836.50","-","-49.5","-1.01","63899","30.97","5,250.00","3,480.60","-0.32","35.16"
"DABUR","412.65","413.10","407.10","412.65","408.50","-","-4.15","-1.01","353127","14.44","577.00","403.35","-6.96","-19.1"
"MOTILALOFS","890.15","891.60","876.10","888.00","878.85","-","-9.15","-1.03","93912","8.30","1,097.10","614.90","-9.33","-3.33"
"BAJAJFINSV","2,023.00","2,028.40","2,006.80","2,032.00","2,010.80","-","-21.2","-1.04","89066","17.92","2,195.00","1,597.00","6.05","5.68"
"M&M","3,460.00","3,471.80","3,421.00","3,460.10","3,423.80","-","-36.3","-1.05","321560","110.77","3,839.90","2,896.00","10.57","8.6"
"BLUESTARCO","1,497.90","1,502.80","1,478.60","1,497.90","1,481.90","-","-16","-1.07","93143","13.85","2,040.00","1,450.00","-9.87","-14.98"
"ICICIPRULI","501.50","501.55","495.30","501.50","496.15","-","-5.35","-1.07","136014","6.76","706.80","459.50","-1.73","-17.74"
"KALYANKJIL","605.00","608.60","595.20","602.20","595.65","-","-6.55","-1.09","2179241","131.02","648.95","327.05","26.47","12.04"
"DIXON","14,061.00","14,090.00","13,841.00","14,023.00","13,870.00","-","-153","-1.09","53237","74.06","18,471.00","9,600.00","4.49","-12.84"
"DRREDDY","1,206.80","1,206.80","1,190.00","1,205.00","1,191.70","-","-13.3","-1.1","441982","52.91","1,414.90","1,101.00","-3.16","-1.19"
"CHOLAFIN","1,909.50","1,909.50","1,890.90","1,914.40","1,893.00","-","-21.4","-1.12","104088","19.77","1,952.50","1,299.40","5.9","29.09"
"MPHASIS","2,536.00","2,540.10","2,498.20","2,530.00","2,501.30","-","-28.7","-1.13","37087","9.32","3,037.20","2,013.00","8.96","-5.32"
"PERSISTENT","5,530.00","5,530.00","5,448.00","5,536.00","5,473.00","-","-63","-1.14","64421","35.25","6,599.00","4,244.50","9.54","7.06"
"DELHIVERY","475.30","475.30","466.80","473.45","468.00","-","-5.45","-1.15","484808","22.80","524.00","374.45","-9","1.18"
"VMM","111.00","111.00","108.84","110.25","108.97","-","-1.28","-1.16","1033284","11.32","157.60","98.77","-7.19","-22.36"
"KPITTECH","627.00","628.00","619.20","627.00","619.65","-","-2.1","-0.34","246826","15.37","1,328.00","543.00","11.62","-47.71"
"BSE","3,605.00","3,605.90","3,546.30","3,605.00","3,562.90","-","-42.1","-1.17","1153245","411.41","4,446.80","2,021.50","-5.42","50.44"
"JIOFIN","252.75","252.90","249.55","252.75","249.80","-","-2.95","-1.17","2775798","69.74","333.70","223.30","4.46","-22.88"
"JUBLFOOD","487.00","489.00","480.65","488.20","482.50","-","-5.7","-1.17","335996","16.27","670.45","408.55","11.45","-22.56"
"CAMS","787.00","788.50","777.80","788.00","778.35","-","-7.15","-0.91","126142","9.87","844.90","611.40","-0.32","-79.25"
"UNOMINDA","1,275.00","1,278.70","1,257.80","1,275.00","1,258.90","-","-16.1","-1.26","45676","5.79","1,382.00","994.00","9.34","17.61"
"LTF","315.00","315.00","309.75","315.40","311.40","-","-4","-1.27","1040537","32.49","338.60","194.40","-1.82","59.33"
"OBEROIRLTY","1,790.00","1,792.20","1,767.80","1,793.60","1,770.90","-","-22.7","-1.27","23405","4.16","1,986.10","1,391.20","-6.82","11.36"
"RECLTD","344.70","344.75","339.00","344.70","340.20","-","-4.5","-1.31","1169147","39.84","390.50","304.05","-2.06","-11"
"MANKIND","2,418.00","2,425.00","2,381.30","2,425.00","2,392.30","-","-32.7","-1.35","108371","25.99","2,674.00","1,909.70","-3.96","-0.51"
"LTM","4,850.00","4,850.00","4,781.10","4,850.00","4,782.70","-","-67.3","-1.39","39309","18.89","6,429.50","3,528.00","20.13","0"
"NBCC","93.80","94.14","92.35","93.80","92.48","-","-1.32","-1.41","2819411","26.23","125.85","77.18","-6.18","-14.04"
"AMBER","7,078.00","7,106.00","6,962.50","7,078.50","6,977.00","-","-101.5","-1.43","78996","55.42","8,974.00","5,400.50","-9.01","2.4"
"KFINTECH","938.05","938.05","919.25","935.00","921.55","-","-13.45","-1.44","76714","7.09","1,215.00","784.95","3.76","-14.33"
"MANAPPURAM","369.95","369.95","353.35","360.00","354.70","-","-5.3","-1.47","16580239","599.81","381.55","245.15","5.48","40.32"
"GODREJPROP","2,035.00","2,042.00","2,005.80","2,037.90","2,008.00","-","-29.9","-1.47","130229","26.31","2,352.00","1,434.00","-4.46","2.36"
"GMRAIRPORT","105.11","106.29","103.38","105.11","103.54","-","-1.57","-1.49","2310938","24.05","115.64","84.11","-6.58","17.68"
