IndexCode,IndexID,IndexName,PreviousClose,OpenPrice,HighPrice,LowPrice,ClosePrice,52weeksHigh,52weeksLow,Filler1,Filler2,Filler3,Filler4
67,BSESER,BSE Services,1674.07,1677.62,1677.64,1652.91,1655.13,1706.54,1281.34,,,,
68,SNXN30,BSE SENSEX NEXT 30,43090.33,43349.35,43349.35,43106.82,43141.20,43349.35,36415.87,,,,
69,SNSX60,BSE SENSEX SIXTY,33376.74,33488.38,33524.56,33409.33,33508.43,35434.57,29895.59,,,,
70,SS6535,BSE SENSEXSIXTY 65:35,34556.08,34686.55,34715.17,34595.64,34676.99,35978.21,30645.29,,,,
71,POWENE,BSE POWER & ENERGY,3943.96,3958.89,3958.89,3930.18,3944.50,4309.06,3582.65,,,,
72,200EQW,BSE 200 EQUAL WEIGHT,13926.13,13974.94,13974.94,13909.14,13926.42,13997.65,11639.89,,,,
73,INTECO,BSE INTERNET ECONOMY,3177.00,3192.09,3211.92,3172.32,3182.89,3265.21,2539.25,,,,
74,CAPINS,BSE CAP MKTS & INSU,2348.95,2352.17,2353.65,2333.73,2339.13,2492.58,2077.55,,,,
75,FOCIT,BSE FOCUSED IT,37726.98,37910.84,38170.28,37519.05,37600.88,46730.83,31290.99,,,,
76,PRECON,BSE PREMIUM CONSUMPT,5633.14,5648.03,5653.52,5609.29,5624.37,5740.96,4372.00,,,,
77,FOCMID,BSE FOCUSED MIDCAP,26007.43,26141.73,26156.07,25937.69,26012.80,26156.07,20835.25,,,,
78,BBGEFS,BSE SEL BUSINESS GRP,4505.18,4518.89,4531.12,4508.87,4522.56,4687.06,3943.92,,,,
79,SENEQW,BSE SENSEX EQUAL WGT,81972.84,82120.65,82149.45,81821.68,81920.35,84150.53,71747.48,,,,
80,SELIPO,BSE Select IPO,4805.39,4820.41,4830.20,4799.65,4808.01,5071.31,3783.19,,,,
81,PSUBNK,BSE PSU BANK,4792.24,4813.13,4903.46,4794.26,4894.47,5590.18,3804.43,,,,
82,INSLDR,BSE INDIA SECT LEADER,15036.41,15082.73,15084.24,15036.93,15060.19,15659.83,13195.93,,,,
83,BS1000,BSE 1000,11097.08,11134.91,11143.88,11105.82,11128.35,11234.91,9480.66,,,,
89,QUAL50,BSE 500 QUALITY 50,22695.21,22720.67,22764.06,22659.03,22749.18,22836.02,19510.21,,,,
90,IND150,BSE INDIA 150,18996.32,19057.37,19072.65,19008.57,19053.69,19711.88,16644.76,,,,
91,DIVY50,BSE 500 Dvnd Leader50,3619.49,3639.02,3639.02,3596.86,3603.20,3794.17,3289.12,,,,
93,MOME50,BSE 500 MOMENTUM 50,45989.68,46128.99,46248.71,45826.62,46243.20,46248.71,37919.23,,,,
95,INSURE,BSE Insurance,1570.54,1567.77,1570.30,1556.29,1558.95,1845.38,1519.16,,,,
96,INDDEF,BSE India Defence,7876.28,7921.65,8106.17,7884.49,8072.36,8110.60,5881.43,,,,
99,BSHOSP,BSE Hospitals,5381.24,5376.37,5408.27,5359.06,5377.73,5498.15,4325.16,,,,
102,T10BNK,BSE Top 10 Banks,16933.19,16988.86,17057.20,16933.21,17057.20,18504.60,14995.72,,,,
109,MMOM30,BSE MCAP150MOMENTUM30,128475.21,128878.53,129460.04,127931.73,129452.94,129460.04,104515.98,,,,
114,BSMSPB,BSE MIDSML PB QLT TLT,2046.98,2056.53,2076.74,2050.56,2066.85,2080.36,1547.96,,,,
123,BSHFIN,BSE Housing Finance,1504.98,1508.28,1521.17,1507.49,1515.39,1589.31,1438.53,,,,
126,BLMD50,BSE LgMd60:40St Div50,3689.02,3700.19,3707.68,3689.83,3702.19,3707.68,3538.08,,,,
127,BSEMSP,BSE MidSmall Pvt Bnks,1733.00,1738.36,1751.73,1734.43,1740.77,1751.73,1656.15,,,,
