IndexCode,IndexID,IndexName,PreviousClose,OpenPrice,HighPrice,LowPrice,ClosePrice,52weeksHigh,52weeksLow,Filler1,Filler2,Filler3,Filler4
60,BSEEVI,BSE ENHANCED VALUE,1038.49,1036.94,1041.43,1035.57,1040.90,1150.94,891.58,,,,
61,BSELVI,BSE LOW VOLATILITY,1808.05,1807.68,1810.94,1804.07,1810.19,1917.30,1623.09,,,,
62,BSEMOI,BSE MOMENTUM INDEX,2258.36,2250.72,2256.24,2245.55,2256.24,2323.97,1894.58,,,,
63,BSEQUI,BSE QUALITY INDEX,1928.77,1925.75,1940.47,1925.64,1935.87,1946.48,1662.93,,,,
64,DFRGRI,BSE DIVERS FIN REV GR,1726.61,1717.80,1717.80,1698.59,1703.39,1732.14,1391.52,,,,
65,LCTMCI,BSE 100 LARGECAP TMC,9302.93,9266.48,9296.70,9258.31,9269.55,9738.10,8212.16,,,,
66,BSEPBI,BSE PRIVATE BANKS,20198.15,20085.27,20119.63,19927.53,19988.39,21724.28,17277.69,,,,
67,BSESER,BSE Services,1655.13,1652.76,1661.71,1648.15,1655.86,1706.54,1281.34,,,,
68,SNXN30,BSE SENSEX NEXT 30,43141.20,43061.53,43298.31,43058.61,43196.67,43349.35,36415.87,,,,
69,SNSX60,BSE SENSEX SIXTY,33508.43,33350.36,33466.84,33319.45,33368.54,35434.57,29895.59,,,,
70,SS6535,BSE SENSEXSIXTY 65:35,34676.99,34529.45,34660.09,34506.73,34562.73,35978.21,30645.29,,,,
71,POWENE,BSE POWER & ENERGY,3944.50,3938.56,3956.84,3932.16,3939.99,4309.06,3582.65,,,,
72,200EQW,BSE 200 EQUAL WEIGHT,13926.42,13903.67,13954.20,13893.25,13932.48,13997.65,11639.89,,,,
73,INTECO,BSE INTERNET ECONOMY,3182.89,3166.64,3182.88,3164.58,3177.09,3265.21,2539.25,,,,
74,CAPINS,BSE CAP MKTS & INSU,2339.13,2337.25,2338.81,2323.24,2327.89,2492.58,2077.55,,,,
75,FOCIT,BSE FOCUSED IT,37600.88,37521.39,38354.41,37505.25,38142.48,46730.83,31290.99,,,,
76,PRECON,BSE PREMIUM CONSUMPT,5624.37,5611.21,5624.78,5592.93,5610.58,5740.96,4372.00,,,,
77,FOCMID,BSE FOCUSED MIDCAP,26012.80,25944.39,26094.13,25903.41,26083.02,26156.07,20835.25,,,,
78,BBGEFS,BSE SEL BUSINESS GRP,4522.56,4518.44,4546.68,4515.46,4546.31,4687.06,3943.92,,,,
79,SENEQW,BSE SENSEX EQUAL WGT,81920.35,81602.00,81826.19,81351.40,81551.66,84150.53,71747.48,,,,
80,SELIPO,BSE Select IPO,4808.01,4800.18,4823.48,4794.51,4816.02,5071.31,3783.19,,,,
81,PSUBNK,BSE PSU BANK,4894.47,4899.14,4974.06,4872.72,4931.61,5590.18,3804.43,,,,
82,INSLDR,BSE INDIA SECT LEADER,15060.19,15022.12,15083.41,15017.60,15057.53,15659.83,13195.93,,,,
83,BS1000,BSE 1000,11128.35,11093.60,11127.62,11087.39,11106.65,11234.91,9480.66,,,,
89,QUAL50,BSE 500 QUALITY 50,22749.18,22711.19,22890.30,22710.30,22827.24,22890.30,19510.21,,,,
90,IND150,BSE INDIA 150,19053.69,18977.49,19044.38,18968.42,18998.51,19711.88,16644.76,,,,
91,DIVY50,BSE 500 Dvnd Leader50,3603.20,3597.42,3623.99,3595.95,3610.36,3794.17,3289.12,,,,
93,MOME50,BSE 500 MOMENTUM 50,46243.20,45977.27,46358.25,45911.85,46325.41,46358.25,37919.23,,,,
95,INSURE,BSE Insurance,1558.95,1557.25,1558.90,1547.28,1549.42,1845.38,1519.16,,,,
96,INDDEF,BSE India Defence,8072.36,8066.13,8117.01,8056.68,8088.76,8117.01,5881.43,,,,
99,BSHOSP,BSE Hospitals,5377.73,5359.24,5453.23,5351.83,5444.93,5498.15,4325.16,,,,
102,T10BNK,BSE Top 10 Banks,17057.20,16962.83,16994.43,16848.51,16891.74,18504.60,14995.72,,,,
109,MMOM30,BSE MCAP150MOMENTUM30,129452.94,128606.61,129665.07,128361.69,129654.46,129665.07,104515.98,,,,
114,BSMSPB,BSE MIDSML PB QLT TLT,2066.85,2067.73,2073.24,2060.46,2070.71,2080.36,1547.96,,,,
123,BSHFIN,BSE Housing Finance,1515.39,1513.67,1514.79,1498.71,1503.13,1589.31,1438.53,,,,
126,BLMD50,BSE LgMd60:40St Div50,3702.19,3687.20,3701.26,3680.94,3700.98,3707.68,3538.08,,,,
127,BSEMSP,BSE MidSmall Pvt Bnks,1740.77,1741.97,1747.33,1735.76,1745.99,1751.73,1656.15,,,,
