"INDEX 
","CURRENT 
","%CHNG 
","OPEN 
","HIGH 
","LOW 
","INDICATIVE CLOSE 
","PREV. CLOSE 
","PREV. DAY 
 07-Aug-2026","1W AGO 
 03-Aug-2026","1M AGO 
 10-Jul-2026","1Y AGO 
 08-Aug-2025","52W H 
","52W L 
","30 D % CHNG 
","365 D % CHNG 
"
"NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20","17,169.90","0.18","17,152.15","17,180.30","17,114.30","-","17,138.25","17,138.25","16,923.90","16,363.50","14,659.65","17,141.10","14,148.20",4.93,17.12
"NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20","14,787.75","-0.03","14,802.10","14,805.05","14,754.55","-","14,791.80","14,791.80","14,813.55","14,741.10","13,640.45","14,885.80","12,542.85",0.32,8.41
"NIFTY INDIA DEFENCE","9,715.15","-0.17","9,745.75","9,750.25","9,696.50","-","9,732.15","9,732.15","9,438.15","9,485.45","7,607.90","9,784.60","7,184.90",2.42,27.7
"NIFTY INDIA TOURISM","8,143.75","-0.23","8,170.00","8,173.00","8,131.40","-","8,162.85","8,162.85","8,098.30","8,173.40","8,939.20","9,452.55","6,502.65",-0.36,-8.9
"NIFTY CAPITAL MARKETS","5,192.50","-0.23","5,203.45","5,209.25","5,176.25","-","5,204.50","5,204.50","5,264.85","5,540.10","4,318.50","5,697.10","4,086.85",-6.27,20.24
"NIFTY EV & NEW AGE AUTOMOTIVE","3,412.00","0.51","3,400.35","3,412.15","3,389.50","-","3,394.70","3,394.70","3,298.10","3,119.45","2,853.10","-","-",9.38,19.59
"NIFTY INDIA NEW AGE CONSUMPTION","12,164.65","0.30","12,138.55","12,165.80","12,111.15","-","12,128.85","12,128.85","12,207.55","11,798.15","11,420.25","-","-",3.11,6.52
"NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR)","40,129.45","0.05","40,108.30","40,129.45","39,960.85","-","40,108.90","40,108.90","40,000.35","38,774.90","35,087.35","-","-",3.49,14.37
"NIFTY MOBILITY","24,058.50","0.26","24,008.55","24,061.80","23,943.95","-","23,996.30","23,996.30","23,820.80","22,507.10","20,582.70","-","-",6.89,16.89
"NIFTY100 ENHANCED ESG","5,171.00","0.08","5,171.50","5,175.80","5,162.80","-","5,166.65","5,166.65","5,208.95","4,991.45","4,829.65","-","-",3.6,7.07
"NIFTY CORE HOUSING","16,029.00","0.08","16,007.65","16,034.90","15,945.60","-","16,016.85","16,016.85","16,142.20","15,920.80","15,794.85","16,610.25","12,788.20",0.68,1.48
"NIFTY HOUSING","12,072.05","0.10","12,066.00","12,083.95","12,044.55","-","12,060.45","12,060.45","12,175.55","12,114.85","11,253.60","12,244.25","10,358.70",-0.35,7.27
"NIFTY IPO","2,334.05","0.19","2,335.55","2,335.95","2,327.80","-","2,329.70","2,329.70","2,310.70","2,321.45","2,044.90","2,337.60","1,774.60",0.54,14.14
"NIFTY MIDSMALL INDIA CONSUMPTION","19,098.25","0.44","19,074.45","19,129.05","19,040.25","-","19,014.40","19,014.40","19,245.90","18,976.30","19,121.70","20,135.15","15,614.35",0.64,-0.12
"NIFTY NON-CYCLICAL CONSUMER","15,664.20","0.11","15,644.50","15,685.65","15,612.40","-","15,647.30","15,647.30","15,815.40","15,348.80","15,938.40","16,983.45","13,311.10",2.05,-1.72
"NIFTY RURAL","15,889.00","0.03","15,896.80","15,904.60","15,845.75","-","15,884.60","15,884.60","15,968.75","15,408.35","14,660.80","16,396.40","13,751.35",3.12,8.38
"NIFTY SHARIAH 25","8,245.80","0.24","8,234.00","8,254.75","8,222.60","-","8,225.80","8,225.80","8,247.25","7,813.25","7,994.20","8,562.10","7,196.60",5.54,3.15
"NIFTY TRANSPORTATION & LOGISTICS","26,964.10","0.34","26,882.60","26,969.50","26,819.20","-","26,871.95","26,871.95","26,587.85","25,084.15","23,106.00","26,877.05","21,355.40",7.49,16.7
"NIFTY50 SHARIAH","4,442.65","0.17","4,439.50","4,447.95","4,431.45","-","4,435.10","4,435.10","4,460.80","4,197.05","4,508.80","4,982.45","4,082.25",5.85,-1.47
"NIFTY500 SHARIAH","7,178.80","0.23","7,176.95","7,182.90","7,163.15","-","7,162.05","7,162.05","7,141.55","6,905.65","6,865.95","7,291.95","6,162.95",3.96,4.56
"NIFTY SME EMERGE","14,316.00","0.43","14,258.85","14,321.30","14,256.55","-","14,255.10","14,255.10","14,110.80","14,040.65","14,813.90","17,223.65","11,015.55",1.96,-3.36
"NIFTY INDIA INTERNET","1,390.75","0.39","1,388.35","1,393.20","1,386.70","-","1,385.35","1,385.35","1,396.45","1,357.20","-","1,501.90","1,056.45",2.47,0
"NIFTY WAVES","1,931.60","-0.05","1,937.60","1,938.80","1,928.25","-","1,932.55","1,932.55","1,942.00","1,976.75","2,120.08","2,789.80","1,581.05",-2.28,-8.89
"NIFTY INDIA INFRASTRUCTURE & LOGISTICS","12,208.75","-0.12","12,235.40","12,236.60","12,178.30","-","12,223.30","12,223.30","12,266.00","12,350.00","-","12,549.95","9,210.40",-1.14,0
"NIFTY INDIA RAILWAYS PSU","2,897.10","-0.24","2,910.25","2,910.25","2,892.15","-","2,904.15","2,904.15","2,926.55","2,854.95","3,467.90","4,005.50","2,744.60",1.48,-16.46
"NIFTY CONGLOMERATE 50","15,571.50","0.22","15,549.70","15,574.70","15,487.00","-","15,537.75","15,537.75","15,639.05","14,836.80","13,749.26","15,692.30","12,226.80",4.95,13.25
"NIFTY 8-13 YR G-SEC","3,063.75","-","3,064.40","3,064.41","3,063.75","-","3,063.84","3,062.71","3,047.22","3,055.62","2,931.04","-","-",0.27,4.53
"NIFTY 10 YR BENCHMARK G-SEC","2,684.04","-0.02","2,685.24","2,685.24","2,684.04","-","2,684.75","2,683.75","2,668.52","2,680.74","2,598.26","-","-",0.12,3.3
"NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE)","878.84","-0.04","879.24","879.24","878.84","-","879.25","879.25","874.85","882.77","909.60","-","-",-0.45,-3.38
"NIFTY 4-8 YR G-SEC INDEX","3,348.30","-","3,349.07","3,349.07","3,348.30","-","3,348.48","3,347.29","3,336.28","3,332.79","3,174.18","-","-",0.47,5.49
"NIFTY 11-15 YR G-SEC INDEX","3,389.83","0.01","3,389.83","3,389.83","3,389.83","-","3,389.19","3,387.91","3,374.55","3,383.84","3,209.78","-","-",0.18,5.61
"NIFTY 15 YR AND ABOVE G-SEC INDEX","3,579.96","0.05","3,578.56","3,579.96","3,578.56","-","3,577.85","3,576.39","3,546.90","3,592.23","3,467.65","-","-",-0.34,3.24
"NIFTY COMPOSITE G-SEC INDEX","3,155.71","-","3,156.03","3,156.03","3,155.53","-","3,155.44","3,154.25","3,136.72","3,149.08","3,017.34","-","-",0.21,4.59
"NIFTY BHARAT BOND INDEX - APRIL 2030","1,613.58","0.01","1,613.60","1,613.60","1,613.58","-","1,612.66","1,612.66","1,609.54","1,604.93","1,540.05","-","-",0.54,4.77
"NIFTY BHARAT BOND INDEX - APRIL 2031","1,467.07","0.01","1,467.07","1,467.07","1,467.07","-","1,466.23","1,466.23","1,463.51","1,460.70","1,405.35","-","-",0.44,4.39
"NIFTY BHARAT BOND INDEX - APRIL 2032","1,334.48","0.01","1,334.48","1,334.48","1,334.48","-","1,333.72","1,333.72","1,331.96","1,328.77","1,281.00","-","-",0.43,4.17
"NIFTY BHARAT BOND INDEX - APRIL 2033","1,292.96","0.01","1,292.96","1,292.96","1,292.96","-","1,292.22","1,292.22","1,291.24","1,287.79","1,244.44","-","-",0.4,3.9
