IndexCode,IndexID,IndexName,PreviousClose,OpenPrice,HighPrice,LowPrice,ClosePrice,52weeksHigh,52weeksLow,Filler1,Filler2,Filler3,Filler4
72,200EQW,BSE 200 EQUAL WEIGHT,13932.48,13958.94,13980.76,13911.15,13952.50,13997.65,11639.89,,,,
73,INTECO,BSE INTERNET ECONOMY,3177.09,3171.50,3226.37,3161.43,3215.26,3265.21,2539.25,,,,
74,CAPINS,BSE CAP MKTS & INSU,2327.89,2321.28,2343.99,2307.81,2338.45,2492.58,2077.55,,,,
75,FOCIT,BSE FOCUSED IT,38142.48,38252.78,38622.19,38221.08,38270.78,46730.83,31290.99,,,,
76,PRECON,BSE PREMIUM CONSUMPT,5610.58,5615.97,5655.06,5600.16,5631.76,5740.96,4372.00,,,,
77,FOCMID,BSE FOCUSED MIDCAP,26083.02,26055.58,26179.68,26022.76,26129.09,26179.68,20835.25,,,,
78,BBGEFS,BSE SEL BUSINESS GRP,4546.31,4555.82,4568.10,4537.62,4555.43,4687.06,3943.92,,,,
79,SENEQW,BSE SENSEX EQUAL WGT,81551.66,81535.78,81819.73,81399.23,81689.04,84150.53,71747.48,,,,
80,SELIPO,BSE Select IPO,4816.02,4821.26,4856.96,4812.59,4835.58,5071.31,3783.19,,,,
81,PSUBNK,BSE PSU BANK,4931.61,4952.19,4969.72,4844.17,4867.36,5590.18,3804.43,,,,
82,INSLDR,BSE INDIA SECT LEADER,15057.53,15082.17,15090.46,15017.61,15042.51,15659.83,13195.93,,,,
83,BS1000,BSE 1000,11106.65,11118.59,11138.82,11089.80,11116.90,11234.91,9480.66,,,,
89,QUAL50,BSE 500 QUALITY 50,22827.24,22877.12,22987.30,22821.76,22922.72,22987.30,19510.21,,,,
90,IND150,BSE INDIA 150,18998.51,19006.39,19044.12,18961.30,19013.90,19711.88,16644.76,,,,
91,DIVY50,BSE 500 Dvnd Leader50,3610.36,3618.58,3622.01,3585.11,3592.12,3794.17,3289.12,,,,
93,MOME50,BSE 500 MOMENTUM 50,46325.41,46403.55,46627.03,46243.85,46472.14,46627.03,37919.23,,,,
95,INSURE,BSE Insurance,1549.42,1545.59,1549.80,1527.95,1547.09,1845.38,1519.16,,,,
96,INDDEF,BSE India Defence,8088.76,8120.55,8137.63,8063.17,8084.20,8137.63,5881.43,,,,
99,BSHOSP,BSE Hospitals,5444.93,5414.94,5491.36,5410.39,5440.62,5498.15,4325.16,,,,
102,T10BNK,BSE Top 10 Banks,16891.74,16864.79,16948.36,16810.82,16875.10,18504.60,14995.72,,,,
109,MMOM30,BSE MCAP150MOMENTUM30,129654.46,129448.65,130524.35,129184.35,130241.22,130524.35,104515.98,,,,
114,BSMSPB,BSE MIDSML PB QLT TLT,2070.71,2060.75,2072.15,2053.45,2059.25,2080.36,1547.96,,,,
123,BSHFIN,BSE Housing Finance,1503.13,1502.64,1508.82,1492.46,1494.19,1589.31,1438.53,,,,
126,BLMD50,BSE LgMd60:40St Div50,3700.98,3699.92,3707.90,3690.33,3702.26,3707.90,3538.08,,,,
127,BSEMSP,BSE MidSmall Pvt Bnks,1745.99,1737.83,1746.16,1734.21,1739.72,1751.73,1656.15,,,,
