IndexCode,IndexID,IndexName,PreviousClose,OpenPrice,HighPrice,LowPrice,ClosePrice,52weeksHigh,52weeksLow,Filler1,Filler2,Filler3,Filler4
34,BSE IT,BSE IT,30249.21,30494.20,30506.01,30036.97,30148.26,38598.21,25164.70,,,,
35,MFG,BSE INDIA MFG INDEX,1096.24,1102.37,1102.53,1093.80,1095.36,1124.57,999.44,,,,
37,COMDTY,BSE COMMODITIES,8683.04,8719.29,8748.56,8676.73,8705.52,8923.87,7268.95,,,,
38,CONDIS,BSE CONSUMER DISCRE,10218.95,10280.58,10284.89,10227.41,10236.16,10319.22,8158.47,,,,
39,ENERGY,BSE ENERGY,11401.55,11466.11,11466.11,11325.90,11357.33,12537.31,10920.35,,,,
40,FINSER,BSE FINANCIAL SERVCS,12680.81,12772.53,12772.72,12604.63,12646.26,13392.39,10959.13,,,,
41,INDSTR,BSE INDUSTRIALS,16216.46,16282.58,16400.84,16245.29,16291.23,17152.55,13118.74,,,,
43,MIDSEL,BSE MIDCAP SELECT,18712.10,18849.34,18849.34,18596.39,18657.34,18849.34,14644.25,,,,
44,SMLSEL,BSE SMALLCAP SELECT,8880.46,8940.94,8953.28,8881.20,8902.80,8953.28,6803.36,,,,
45,TELCOM,BSE TELECOMMUNICATION,3598.54,3628.65,3629.24,3582.98,3596.98,3793.58,2676.37,,,,
46,UTILS,BSE UTILITIES,5812.15,5856.97,5860.24,5768.98,5774.85,6419.58,4789.17,,,,
47,SNSX50,BSE SENSEX 50,25774.25,25948.14,25950.89,25644.09,25711.37,27541.52,23185.03,,,,
48,SNXT50,BSE SENSEX NEXT 50,89029.72,89802.84,89802.84,88692.89,88860.90,89802.84,74029.08,,,,
49,BHRT22,BSE BHARAT 22 INDEX,8934.63,8999.00,9006.40,8928.01,8946.22,9837.10,8145.03,,,,
50,ESG100,BSE 100 ESG INDEX,417.76,420.73,420.76,415.74,416.71,440.83,370.38,,,,
55,MID150,BSE 150 MIDCAP INDEX,17143.20,17250.91,17250.91,17126.04,17148.21,17250.91,14130.50,,,,
56,SML250,BSE 250 SMALLCAP,7152.45,7195.50,7205.93,7153.80,7171.55,7205.93,5605.74,,,,
57,LMI250,BSE 250 LARGEMIDCAP,10953.74,11024.82,11025.50,10914.21,10933.16,11319.13,9557.65,,,,
58,MSL400,BSE 400 MIDSMALLCAP,12787.50,12866.70,12866.99,12784.95,12801.55,12866.99,10400.68,,,,
59,BSEDSI,BSE DVND STABILITY,1058.18,1066.78,1067.01,1055.36,1057.23,1095.64,951.00,,,,
60,BSEEVI,BSE ENHANCED VALUE,1028.81,1034.40,1035.51,1026.64,1030.48,1150.94,891.58,,,,
61,BSELVI,BSE LOW VOLATILITY,1810.44,1821.29,1821.46,1794.25,1798.47,1917.30,1623.09,,,,
62,BSEMOI,BSE MOMENTUM INDEX,2221.52,2243.95,2244.02,2221.27,2229.04,2323.97,1894.58,,,,
63,BSEQUI,BSE QUALITY INDEX,1913.61,1927.34,1927.68,1909.26,1912.21,1946.48,1662.93,,,,
64,DFRGRI,BSE DIVERS FIN REV GR,1711.62,1727.76,1727.76,1707.63,1712.38,1727.76,1391.52,,,,
65,LCTMCI,BSE 100 LARGECAP TMC,9261.06,9321.71,9322.51,9217.88,9237.63,9738.10,8212.16,,,,
66,BSEPBI,BSE PRIVATE BANKS,20189.59,20316.49,20316.49,20032.29,20121.50,21724.28,17277.69,,,,
67,BSESER,BSE Services,1666.09,1677.74,1679.44,1659.80,1661.99,1706.54,1281.34,,,,
68,SNXN30,BSE SENSEX NEXT 30,42779.99,43147.29,43153.84,42643.00,42680.12,43153.84,36415.87,,,,
69,SNSX60,BSE SENSEX SIXTY,33341.29,33568.03,33571.27,33177.02,33254.75,35434.57,29895.59,,,,
70,SS6535,BSE SENSEXSIXTY 65:35,34485.12,34729.53,34732.34,34324.83,34397.06,35978.21,30645.29,,,,
71,POWENE,BSE POWER & ENERGY,3972.82,3999.39,4000.52,3945.64,3953.09,4309.06,3582.65,,,,
72,200EQW,BSE 200 EQUAL WEIGHT,13921.79,13997.11,13997.65,13871.56,13886.11,13997.65,11639.89,,,,
73,INTECO,BSE INTERNET ECONOMY,3173.71,3202.87,3203.39,3171.56,3185.94,3265.21,2539.25,,,,
74,CAPINS,BSE CAP MKTS & INSU,2356.30,2364.84,2365.39,2329.86,2336.15,2492.58,2077.55,,,,
75,FOCIT,BSE FOCUSED IT,37852.11,38163.77,38180.38,37591.57,37675.23,46730.83,31290.99,,,,
76,PRECON,BSE PREMIUM CONSUMPT,5603.80,5629.52,5635.90,5596.45,5612.05,5740.96,4372.00,,,,
77,FOCMID,BSE FOCUSED MIDCAP,25938.99,26149.98,26149.98,25892.64,25975.57,26149.98,20835.25,,,,
78,BBGEFS,BSE SEL BUSINESS GRP,4498.97,4519.56,4521.12,4482.08,4488.01,4687.06,3943.92,,,,
79,SENEQW,BSE SENSEX EQUAL WGT,81760.47,82310.29,82333.04,81499.85,81692.82,84150.53,71747.48,,,,
80,SELIPO,BSE Select IPO,4774.93,4800.00,4817.82,4770.77,4782.74,5071.31,3783.19,,,,
81,PSUBNK,BSE PSU BANK,4752.88,4787.00,4796.49,4742.49,4759.42,5590.18,3804.43,,,,
82,INSLDR,BSE INDIA SECT LEADER,15040.54,15129.28,15130.54,14977.08,15002.48,15659.83,13195.93,,,,
83,BS1000,BSE 1000,11061.83,11132.00,11132.63,11034.89,11050.02,11234.91,9480.66,,,,
89,QUAL50,BSE 500 QUALITY 50,22622.14,22783.55,22805.06,22591.45,22618.69,22836.02,19510.21,,,,
90,IND150,BSE INDIA 150,18979.79,19107.73,19109.05,18898.17,18937.38,19711.88,16644.76,,,,
91,DIVY50,BSE 500 Dvnd Leader50,3596.81,3628.85,3629.85,3604.46,3610.50,3794.17,3289.12,,,,
93,MOME50,BSE 500 MOMENTUM 50,45262.96,45705.16,45912.81,45481.53,45755.24,45912.81,37919.23,,,,
95,INSURE,BSE Insurance,1584.12,1586.14,1586.22,1545.07,1551.05,1845.38,1519.16,,,,
96,INDDEF,BSE India Defence,7892.91,7930.49,7978.34,7897.93,7910.62,8110.60,5881.43,,,,
99,BSHOSP,BSE Hospitals,5380.85,5385.29,5394.21,5345.32,5365.75,5498.15,4325.16,,,,
102,T10BNK,BSE Top 10 Banks,16989.31,17099.40,17099.40,16845.36,16925.40,18504.60,14995.72,,,,
109,MMOM30,BSE MCAP150MOMENTUM30,127036.26,128237.50,128519.61,127450.45,128241.42,128519.61,104515.98,,,,
114,BSMSPB,BSE MIDSML PB QLT TLT,2059.18,2072.80,2072.80,2047.89,2055.42,2080.36,1547.96,,,,
123,BSHFIN,BSE Housing Finance,1496.61,1510.23,1511.15,1478.82,1479.11,1589.31,1438.53,,,,
126,BLMD50,BSE LgMd60:40St Div50,3671.63,3696.49,3696.82,3663.77,3672.10,3696.82,3538.08,,,,
127,BSEMSP,BSE MidSmall Pvt Bnks,1736.65,1751.19,1751.19,1732.43,1738.73,1751.19,1656.15,,,,
