SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"ASHOKLEY","177.50","177.69","176.00","177.50","177.06","-","-0.44","-0.25","873381","15.44","215.42","114.96","12.71","53.79"
"HDFCAMC","2,545.00","2,549.90","2,531.20","2,545.00","2,538.30","-","-6.7","-0.26","9622","2.44","2,967.25","2,205.60","-7.83","-54.24"
"ADANIGREEN","1,372.10","1,376.00","1,361.40","1,372.40","1,368.90","-","-3.5","-0.26","105433","14.44","1,631.50","765.00","-10.69","50.14"
"WAAREEENER","2,723.00","2,723.00","2,703.70","2,717.00","2,709.00","-","-8","-0.29","41766","11.33","3,865.00","2,403.00","-7.04","-11.24"
"COLPAL","2,028.50","2,031.20","2,018.10","2,030.00","2,023.60","-","-6.4","-0.32","9912","2.01","2,504.00","1,782.00","-1.09","-8.04"
"LICHSGFIN","504.90","506.90","500.50","504.25","502.65","-","-1.6","-0.32","152163","7.64","598.20","458.90","-8.18","-11.63"
"PIIND","2,788.40","2,788.40","2,755.00","2,774.60","2,765.50","-","-9.1","-0.33","4236","1.17","4,100.30","2,527.00","6.41","-29.2"
"NYKAA","332.00","332.65","330.25","332.00","330.85","-","-1.15","-0.35","171149","5.67","348.00","200.14","0.58","64.25"
"ITC","286.10","286.10","284.40","286.10","285.10","-","-1","-0.35","314355","8.97","427.00","275.00","1.54","-30.98"
"SOLARINDS","18,695.00","18,720.00","18,535.00","18,650.00","18,585.00","-","-65","-0.35","4404","8.20","19,187.00","11,646.00","2.27","28.96"
"UNIONBANK","183.69","185.74","182.76","183.60","182.96","-","-0.64","-0.35","1291938","23.81","205.49","124.64","11.6","40.17"
"WIPRO","187.53","187.89","186.78","187.53","186.88","-","-0.65","-0.35","517560","9.70","273.10","169.00","6.88","-21.55"
"PRESTIGE","1,585.00","1,590.00","1,578.00","1,584.80","1,578.90","-","-5.9","-0.37","11931","1.89","1,805.20","1,090.00","-8.56","-1.17"
"DIXON","14,200.00","14,229.00","14,120.00","14,200.00","14,148.00","-","-52","-0.37","19480","27.61","18,471.00","9,600.00","5.8","-10.49"
"BSE","3,457.10","3,460.30","3,432.50","3,457.10","3,444.00","-","-13.1","-0.38","252523","87.06","4,446.80","2,021.50","-9.3","44.47"
"IRFC","89.17","89.17","88.23","88.75","88.40","-","-0.35","-0.39","717725","6.35","137.17","86.02","-1.28","-29.16"
"FORCEMOT","18,500.00","18,507.00","18,382.00","18,500.00","18,427.00","-","-73","-0.39","3556","6.56","26,450.00","14,911.00","1.82","3.91"
"BAJAJFINSV","2,009.00","2,009.50","1,992.60","2,008.90","2,000.90","-","-8","-0.4","74429","14.89","2,195.00","1,597.00","4.85","4.67"
"APLAPOLLO","1,974.90","1,974.90","1,958.10","1,970.00","1,962.10","-","-7.9","-0.4","18831","3.70","2,301.40","1,549.00","7.3","24.48"
"ETERNAL","315.45","315.90","313.50","315.00","313.60","-","-1.4","-0.44","621531","19.56","368.45","212.60","8.75","4.69"
"BANKBARODA","250.11","250.98","248.60","250.70","249.59","-","-1.11","-0.44","505688","12.62","325.50","230.81","-0.1","4.8"
"PNB","114.81","115.19","114.25","114.81","114.31","-","-0.5","-0.44","1082846","12.42","135.15","98.50","8.92","10.45"
"RBLBANK","388.85","389.80","387.70","389.80","388.00","-","-1.8","-0.46","77224","3.00","392.70","243.25","2.4","48.95"
