SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"BOSCHLTD","42,350.00","42,625.00","42,200.00","42,000.00","42,260.00","-","260","0.62","2760","11.71","43,650.00","28,610.00","0.16","9.79"
"BHEL","406.95","413.25","406.45","408.15","410.65","-","2.5","0.61","503788","20.71","446.50","205.12","8.42","70.18"
"TORNTPHARM","4,956.00","4,987.00","4,943.50","4,956.00","4,985.00","-","29","0.59","17680","8.79","5,250.00","3,480.60","2.04","40.63"
"BEL","401.00","403.00","400.05","399.20","401.15","-","1.95","0.49","1796953","72.22","473.45","361.20","-4.76","2.44"
"HINDZINC","593.00","596.00","591.10","590.00","592.55","-","2.55","0.43","312534","18.54","733.00","414.55","11.09","40.49"
"VBL","444.05","447.35","443.05","444.00","445.80","-","1.8","0.41","211898","9.45","555.80","381.00","-8.31","-11.06"
"BHARATFORG","2,209.90","2,223.90","2,190.40","2,210.00","2,219.00","-","9","0.41","34224","7.58","2,238.00","1,100.50","4.66","93.96"
"NTPC","345.00","347.00","344.15","345.00","346.40","-","1.4","0.41","435875","15.09","414.40","315.55","-2.6","3.88"
"KAYNES","3,830.00","3,899.00","3,830.00","3,830.00","3,845.00","-","15","0.39","130537","50.53","7,705.00","2,995.00","15.62","-36.5"
"JUBLFOOD","470.00","475.90","469.40","473.00","474.80","-","1.8","0.38","136595","6.46","670.45","408.55","3.97","-24.93"
"TIINDIA","2,754.90","2,783.00","2,754.90","2,753.80","2,763.60","-","11.3","0.41","13229","3.66","3,419.90","2,164.90","-7.55","-6.97"
"360ONE","1,185.60","1,192.80","1,181.00","1,186.00","1,190.00","-","4","0.34","86740","10.32","1,236.20","906.05","3.12","12.23"
"EICHERMOT","7,940.00","8,016.50","7,920.00","7,967.50","7,994.50","-","27","0.34","22363","17.87","8,230.00","5,588.00","5.73","40.57"
"SONACOMS","790.00","797.50","787.00","792.00","794.55","-","2.55","0.32","167444","13.30","824.60","402.30","18","77.58"
"IOC","141.99","143.24","141.84","142.66","143.11","-","0.45","0.32","1069848","15.25","188.96","130.22","0.34","0.27"
"SRF","2,624.90","2,640.60","2,620.60","2,624.90","2,633.20","-","8.3","0.32","9932","2.61","3,210.00","2,355.00","-6.61","-11.59"
"YESBANK","22.68","22.79","22.66","22.68","22.75","-","0.07","0.31","3606889","8.20","25.78","17.20","-5.54","21.09"
"MUTHOOTFIN","2,900.00","2,914.00","2,870.50","2,894.20","2,903.00","-","8.8","0.3","124648","36.11","4,149.50","2,476.60","-7.37","10.27"
"DMART","3,945.00","3,948.40","3,931.20","3,931.20","3,943.00","-","11.8","0.3","19405","7.65","4,949.50","3,529.00","-3.43","-7.33"
"RECLTD","361.95","364.15","361.50","361.50","362.55","-","1.05","0.29","250461","9.09","396.70","304.05","1.47","-7.16"
"NESTLEIND","1,523.00","1,547.20","1,520.00","1,535.00","1,539.20","-","4.2","0.27","158951","24.45","1,547.20","1,084.70","4.29","-31.27"
"HINDUNILVR","2,083.10","2,089.60","2,077.20","2,079.50","2,084.40","-","4.9","0.24","37411","7.80","2,750.00","2,016.00","-5.85","-17.99"
"SUNPHARMA","1,955.00","1,955.80","1,945.40","1,951.00","1,955.60","-","4.6","0.24","39789","7.76","2,046.90","1,548.00","2.5","22.3"
"GODREJCP","1,077.00","1,082.80","1,071.90","1,077.30","1,079.70","-","2.4","0.22","40048","4.32","1,309.00","967.05","-1.81","-10.42"
"DABUR","410.95","413.30","409.60","411.30","412.20","-","0.9","0.22","148205","6.10","577.00","403.35","-9.31","-19.98"
"ADANIPOWER","208.13","210.03","208.13","208.12","208.56","-","0.44","0.21","1314215","27.50","254.20","110.45","-4.56","-63.32"
"AUROPHARMA","1,580.10","1,597.20","1,579.90","1,588.90","1,592.10","-","3.2","0.2","78732","12.49","1,636.80","1,016.10","0.37","48.18"
"BAJAJ-AUTO","11,580.00","11,675.00","11,574.00","11,620.00","11,643.00","-","23","0.2","17390","20.25","11,856.00","7,858.50","14.94","42.08"
"WAAREEENER","2,663.90","2,684.00","2,663.90","2,660.90","2,666.20","-","5.3","0.2","34912","9.32","3,865.00","2,403.00","-6.35","-17.32"
"LODHA","1,214.00","1,225.00","1,208.80","1,214.00","1,216.10","-","6.3","0.52","127189","15.49","1,344.95","650.80","10.11","-1.1"
"SUZLON","48.09","48.54","47.95","48.10","48.17","-","0.07","0.15","4392437","21.22","65.85","38.19","-11.55","-26.29"
"ASTRAL","1,440.00","1,451.30","1,439.40","1,442.00","1,444.10","-","2.1","0.15","18122","2.62","1,768.70","1,263.70","6.07","1.67"
"JSWENERGY","561.00","564.50","560.00","561.50","562.35","-","0.85","0.15","55087","3.10","617.35","427.75","3.18","5.14"
"HAL","4,925.00","4,975.00","4,925.00","4,920.00","4,927.50","-","7.5","0.15","218697","108.23","4,978.00","3,479.10","11.81","8.4"
"INDUSTOWER","385.00","385.65","383.10","383.30","383.65","-","0.35","0.09","282112","10.84","481.50","312.55","0.13","12.42"
"IDEA","12.64","12.69","12.60","12.63","12.64","-","0.01","0.08","30644660","38.77","15.34","6.12","-8.81","86.01"
"BHARTIARTL","1,938.30","1,954.40","1,938.30","1,948.00","1,949.60","-","1.6","0.08","434052","84.47","2,174.50","1,740.50","1.15","0.95"
"PAYTM","1,425.30","1,452.90","1,425.30","1,442.00","1,443.00","-","1","0.07","230876","33.36","1,459.50","930.60","15.73","36.63"
"HDFCAMC","2,534.00","2,545.50","2,521.20","2,538.10","2,540.00","-","1.9","0.07","19592","4.97","2,967.25","2,205.60","-8.81","-55.32"
"HINDALCO","1,017.00","1,030.70","1,017.00","1,027.00","1,027.50","-","0.5","0.05","467539","47.98","1,176.00","657.50","5.93","49.96"
"TITAN","4,978.10","5,003.00","4,965.10","4,998.00","5,000.40","-","2.4","0.05","77285","38.51","5,005.00","3,303.10","8.55","46.24"
"HDFCBANK","733.00","736.00","732.90","734.30","734.60","-","0.3","0.04","2320464","170.44","1,020.50","726.65","-11.46","-63.01"
"COLPAL","2,026.00","2,037.50","2,018.40","2,028.40","2,028.80","-","0.4","0.02","30339","6.16","2,504.00","1,782.00","-2.35","-9.49"
"MAXHEALTH","1,070.00","1,073.40","1,067.00","1,072.40","1,072.50","-","0.1","0.01","93392","9.99","1,301.70","903.00","-4.11","-15.63"
"INDIGO","5,284.00","5,342.50","5,281.00","5,318.50","5,319.00","-","0.5","0.01","41836","22.24","6,232.50","3,895.20","-1.42","-9.76"
"JINDALSTEL","1,101.00","1,105.70","1,095.40","1,101.00","1,101.00","-","0","0","45591","5.03","1,306.20","943.30","6.34","11.67"
"MARICO","860.95","863.85","854.00","860.00","860.00","-","0","0","111987","9.64","889.10","690.30","1.46","20.34"
"TATASTEEL","189.41","189.69","188.55","189.30","189.29","-","-0.01","-0.01","1216456","23.01","224.40","153.05","-0.26","19.31"
"DRREDDY","1,166.00","1,172.00","1,165.00","1,171.00","1,170.90","-","-0.1","-0.01","57731","6.74","1,414.90","1,101.00","-13.55","-2.15"
"JSWSTEEL","1,303.80","1,309.90","1,303.70","1,307.90","1,307.80","-","-0.1","-0.01","49769","6.50","1,335.00","1,022.30","4.93","24.25"
"SIEMENS","3,955.10","3,984.50","3,942.10","3,952.00","3,951.70","-","-0.3","-0.01","29881","11.83","4,073.80","2,826.00","13.08","28.15"
"APOLLOHOSP","9,000.00","9,000.00","8,957.50","8,974.50","8,972.00","-","-2.5","-0.03","51194","45.99","9,050.00","6,696.50","1.56","24.83"
"UPL","573.05","575.00","571.50","572.75","572.55","-","-0.2","-0.03","129630","7.43","812.20","563.15","-4.68","-18.79"
"HAVELLS","1,276.20","1,289.00","1,276.20","1,285.50","1,285.10","-","-0.4","-0.03","19399","2.49","1,621.10","1,123.60","4.94","-13.65"
"ALKEM","5,520.50","5,630.50","5,506.00","5,597.50","5,595.50","-","8","0.14","17549","9.80","5,933.50","4,738.50","-1.24","14.91"
"CONCOR","510.15","513.90","509.00","512.00","511.75","-","-0.25","-0.05","36812","1.89","583.00","421.45","8.3","-7.71"
"ADANIGREEN","1,371.50","1,378.50","1,366.30","1,371.50","1,370.80","-","-0.7","-0.05","215966","29.63","1,631.50","765.00","-9.71","43.23"
"SBIN","1,080.10","1,086.00","1,075.70","1,085.00","1,084.40","-","-0.6","-0.06","1295763","139.99","1,234.70","790.00","4.52","34.76"
"PAGEIND","39,890.00","40,165.00","39,735.00","40,050.00","40,025.00","-","-25","-0.06","1191","4.76","47,310.00","29,805.00","-4.14","-13.5"
"HINDPETRO","392.95","395.20","392.15","395.00","394.75","-","-0.25","-0.06","489635","19.29","508.45","316.20","-2.7","-1.59"
"BANKINDIA","142.95","142.95","142.00","142.66","142.58","-","-0.08","-0.06","532627","7.59","178.36","109.30","0.18","27.71"
"OFSS","11,650.00","11,776.00","11,650.00","11,735.00","11,726.00","-","-9","-0.08","19134","22.46","11,979.00","6,234.50","5.75","37.78"
"TATAPOWER","378.60","379.40","377.30","378.60","378.30","-","-0.3","-0.08","188405","7.13","464.90","342.50","0.37","-1.8"
"GLENMARK","2,274.90","2,274.90","2,256.00","2,270.00","2,267.90","-","-2.1","-0.09","57668","13.06","2,474.00","1,792.60","0.23","12.07"
"POWERGRID","268.65","271.55","268.35","270.75","270.50","-","-0.25","-0.09","881023","23.81","324.95","250.00","-4.78","-4.93"
"CGPOWER","875.00","879.30","872.40","876.00","875.10","-","-0.9","-0.1","93749","8.21","980.90","525.50","-3.79","28.72"
"DLF","635.05","645.00","635.05","642.00","641.35","-","-0.65","-0.1","385410","24.69","794.80","489.40","-1.4","-16.02"
"KFINTECH","931.95","933.95","926.75","930.00","929.00","-","-1","-0.11","47724","4.44","1,215.00","784.95","7.32","-16.28"
"DIXON","14,200.00","14,280.00","14,165.00","14,200.00","14,184.00","-","-16","-0.11","23134","32.90","18,471.00","9,600.00","7.23","-14.01"
"LT","4,040.10","4,061.60","4,039.00","4,061.80","4,057.30","-","-4.5","-0.11","70359","28.52","4,440.00","3,288.10","1.75","11.94"
"BDL","1,299.00","1,311.90","1,297.00","1,299.00","1,297.60","-","-1.4","-0.11","217525","28.42","1,654.00","1,086.00","-6.93","-17.63"
"SBICARD","660.00","661.05","653.65","660.00","659.10","-","-0.9","-0.14","111327","7.32","965.00","565.45","9.1","-16.77"
"ADANIPORTS","1,695.00","1,702.30","1,692.00","1,695.00","1,692.60","-","-2.4","-0.14","125638","21.33","1,891.10","1,290.50","-7.57","23.99"
"TATACONSUM","1,082.20","1,092.00","1,082.20","1,090.00","1,088.40","-","-1.6","-0.15","33835","3.68","1,282.70","1,007.20","-3.11","3.53"
"SBILIFE","1,861.50","1,870.20","1,855.70","1,861.50","1,858.60","-","-2.9","-0.16","27660","5.15","2,132.00","1,700.40","1.59","0.39"
"RELIANCE","1,320.00","1,331.60","1,320.00","1,325.00","1,322.80","-","-2.2","-0.17","1229257","163.00","1,611.80","1,249.80","1.27","-4.87"
"CDSL","1,331.00","1,334.40","1,328.20","1,331.00","1,328.80","-","-2.2","-0.17","71944","9.58","1,673.70","1,116.30","-2.13","-13.88"
"FORCEMOT","18,623.00","18,830.00","18,608.00","18,690.00","18,656.00","-","-34","-0.18","6973","13.05","26,450.00","14,911.00","-0.47","2.9"
"MFSL","1,510.00","1,520.50","1,510.00","1,518.80","1,516.10","-","-2.7","-0.18","21190","3.21","1,892.50","1,433.60","-5.6","1.95"
"ADANIENT","3,025.90","3,036.60","3,019.50","3,026.00","3,020.10","-","-5.9","-0.19","110077","33.32","3,245.00","1,753.00","-2.61","31.55"
"PNB","114.01","114.22","113.60","114.30","114.08","-","-0.22","-0.19","929660","10.60","135.15","98.50","10.13","10.08"
"GMRAIRPORT","106.50","106.57","105.70","106.59","106.38","-","-0.21","-0.2","980686","10.43","115.64","84.11","-7.3","16.63"
"UNOMINDA","1,270.00","1,277.60","1,265.10","1,278.00","1,275.30","-","-2.7","-0.21","60330","7.67","1,382.00","994.00","13.18","17.64"
"ITC","285.00","285.90","284.70","285.90","285.30","-","-0.6","-0.21","419484","11.97","427.00","275.00","-0.99","-30.61"
"KOTAKBANK","393.00","394.85","392.80","394.00","393.15","-","-0.85","-0.22","377894","14.87","453.20","345.50","3.22","-80.32"
"GODFRYPHLP","2,293.00","2,307.00","2,282.20","2,290.00","2,284.90","-","-5.1","-0.22","24505","5.63","3,947.00","1,832.10","7.29","-78.9"
"SAIL","176.60","176.88","175.00","176.74","176.35","-","-0.39","-0.22","519921","9.17","209.70","118.10","6.69","43.17"
"PHOENIXLTD","1,901.50","1,917.80","1,901.50","1,913.00","1,908.60","-","-4.4","-0.23","15151","2.90","2,169.80","1,402.50","-7.81","32.1"
"LUPIN","2,410.00","2,410.00","2,372.70","2,385.00","2,379.20","-","-5.8","-0.24","454237","108.68","2,529.50","1,836.80","-4.22","28.79"
"HDFCLIFE","542.50","542.90","540.60","542.50","541.20","-","-1.3","-0.24","99995","5.42","815.00","530.50","-5.23","-27.91"
"LICHSGFIN","507.35","507.35","502.70","505.00","503.75","-","-1.25","-0.25","290611","14.66","598.20","458.90","-7.09","-12.34"
"UNITDSPR","1,521.20","1,529.50","1,520.30","1,525.00","1,521.00","-","-4","-0.26","32135","4.90","1,548.00","1,210.80","5.95","16.57"
"ETERNAL","314.00","316.85","313.70","316.25","315.40","-","-0.85","-0.27","1795538","56.61","368.45","212.60","9.28","5.82"
"ANGELONE","297.05","298.75","295.70","297.10","296.30","-","-0.8","-0.27","260520","7.75","360.45","208.63","-11.52","-88.62"
"BAJAJHLDNG","11,400.00","11,428.00","11,314.00","11,387.00","11,355.00","-","-32","-0.28","2458","2.79","14,763.00","8,588.00","5.84","-16.32"
"IRFC","89.29","89.40","89.00","89.29","89.04","-","-0.25","-0.28","674763","6.02","137.17","86.02","-0.7","-29.98"
"ICICIBANK","1,451.00","1,455.00","1,449.80","1,457.50","1,453.20","-","-4.3","-0.3","676847","98.30","1,480.00","1,187.60","3.03","0.96"
"IREDA","120.50","120.95","120.45","121.02","120.66","-","-0.36","-0.3","483775","5.84","163.35","108.65","-3.31","-16.17"
"CANBK","130.98","131.38","130.43","131.70","131.28","-","-0.42","-0.32","2483491","32.56","162.89","103.55","5.33","21.08"
"SOLARINDS","18,509.00","18,619.00","18,434.00","18,496.00","18,434.00","-","-62","-0.34","4756","8.81","19,187.00","11,646.00","1.25","23.19"
"CUMMINSIND","5,405.00","5,419.50","5,348.50","5,402.00","5,383.00","-","-19","-0.35","48639","26.17","6,100.00","3,572.90","-1.27","48.58"
"TMPV","345.00","346.00","343.75","345.35","344.10","-","-1.25","-0.36","471907","16.27","739.70","294.30","0.89","0"
"VEDL","273.95","276.90","273.70","275.00","273.95","-","-1.05","-0.38","947546","26.05","795.00","249.70","-0.02","-37.58"
"NHPC","77.50","77.69","77.17","77.50","77.20","-","-0.3","-0.39","1108906","8.58","89.22","71.62","-1.76","-7.73"
"DIVISLAB","8,285.50","8,330.50","8,263.50","8,349.00","8,316.00","-","-33","-0.4","16047","13.32","8,585.00","5,636.50","23.3","36.12"
"NAUKRI","1,236.90","1,240.80","1,231.00","1,240.00","1,235.00","-","-5","-0.4","39226","4.85","1,437.80","908.30","6.95","-6.23"
"COCHINSHIP","1,490.00","1,505.30","1,482.60","1,490.00","1,483.90","-","-6.1","-0.41","253219","37.88","1,979.90","1,187.00","3.06","-12.72"
"VMM","109.52","110.08","109.07","109.52","109.07","-","-0.45","-0.41","726965","7.97","157.60","98.77","-6.62","-25.18"
"RVNL","235.00","236.40","233.91","235.00","234.04","-","-0.96","-0.41","1084182","25.51","400.70","220.16","1.01","-32.08"
"AMBER","7,424.00","7,454.00","7,368.00","7,425.00","7,393.50","-","-31.5","-0.42","12923","9.60","8,974.00","5,400.50","-2.62","-2.66"
"PNBHOUSING","1,150.00","1,151.80","1,136.60","1,150.00","1,145.20","-","-4.8","-0.42","62907","7.17","1,167.00","729.60","3.63","48.43"
"NATIONALUM","382.50","382.85","378.70","381.00","379.35","-","-1.65","-0.43","509693","19.41","445.15","183.86","11.22","101.98"
"ICICIPRULI","509.60","509.60","503.10","507.00","504.70","-","-2.3","-0.45","108030","5.45","706.80","459.50","3.93","-18.15"
"ZYDUSLIFE","1,102.10","1,107.60","1,101.40","1,108.00","1,103.00","-","-5","-0.45","17725","1.96","1,181.50","835.50","-3.9","18.79"
"AUBANK","1,084.90","1,088.10","1,081.30","1,087.60","1,082.70","-","-4.9","-0.45","116988","12.69","1,105.90","682.15","1.94","47.93"
"COALINDIA","415.00","415.00","412.60","415.60","413.65","-","-1.95","-0.47","172926","7.16","491.25","368.65","-3.11","10.28"
"NBCC","96.01","96.44","95.75","96.25","95.79","-","-0.46","-0.48","564414","5.42","125.85","77.18","-2.32","-12.58"
"BANDHANBNK","174.66","175.31","173.70","174.66","173.81","-","-0.85","-0.49","660662","11.53","220.76","134.25","-14.84","6.15"
"INDHOTEL","735.95","735.95","728.75","736.00","732.30","-","-3.7","-0.5","54966","4.02","811.95","565.00","-1.33","-1.42"
"RADICO","4,477.60","4,477.60","4,431.70","4,470.00","4,447.40","-","-22.6","-0.51","19064","8.49","4,590.30","2,500.00","9.06","57.53"
"HYUNDAI","2,209.10","2,215.20","2,196.00","2,212.00","2,200.80","-","-11.2","-0.51","26323","5.80","2,890.00","1,658.00","11.69","2.06"
"AXISBANK","1,252.10","1,256.00","1,248.00","1,256.00","1,249.50","-","-6.5","-0.52","166603","20.83","1,418.30","1,042.50","-6.34","17.27"
"POLICYBZR","1,593.90","1,601.80","1,588.00","1,599.00","1,590.70","-","-8.3","-0.52","63161","10.07","1,974.00","1,364.00","-0.56","-7.87"
"ASIANPAINT","2,755.00","2,755.00","2,723.80","2,755.00","2,740.30","-","-14.7","-0.53","42204","11.54","2,985.70","2,115.00","0.86","10.59"
"CIPLA","1,477.00","1,477.00","1,466.90","1,477.00","1,469.00","-","-8","-0.54","78778","11.59","1,673.00","1,165.70","1.74","-0.65"
"ULTRACEMCO","12,051.00","12,074.00","12,005.00","12,075.00","12,007.00","-","-68","-0.56","10381","12.49","13,110.00","10,325.00","3.66","-1.24"
"BPCL","320.90","323.55","320.60","323.70","321.85","-","-1.85","-0.57","522662","16.82","391.65","266.60","3.11","2.52"
"FEDERALBNK","353.20","353.20","350.85","353.55","351.45","-","-2.1","-0.59","289982","10.20","371.70","188.40","6.64","79.13"
"GVT&D","4,366.70","4,398.00","4,316.80","4,366.70","4,341.00","-","-25.7","-0.59","103480","45.01","5,650.00","2,523.20","-1.67","55.98"
"INDUSINDBK","1,010.30","1,014.90","1,008.40","1,016.20","1,010.10","-","-6.1","-0.6","40918","4.13","1,077.85","710.60","-0.59","26.5"
"POLYCAB","9,315.00","9,315.00","9,258.00","9,315.00","9,259.00","-","-56","-0.6","18970","17.61","10,126.00","6,620.00","-0.91","36.48"
"SHREECEM","26,355.00","26,355.00","26,085.00","26,245.00","26,085.00","-","-160","-0.61","1784","4.67","31,920.00","22,550.00","-1.74","-14.15"
"PIIND","2,778.40","2,783.50","2,751.20","2,796.00","2,778.30","-","-7.7","-0.28","19616","5.43","4,128.10","2,527.00","5.42","-31.55"
"PFC","417.00","417.00","414.55","418.00","415.30","-","-2.7","-0.65","303185","12.61","486.50","329.90","1.17","0.54"
"SWIGGY","288.90","288.95","285.50","288.65","286.75","-","-1.9","-0.66","1637460","47.01","474.00","235.75","8.41","-26.73"
"PATANJALI","352.95","355.60","352.50","355.00","352.55","-","-2.45","-0.69","361283","12.77","615.00","328.20","-14.35","-80.54"
"NYKAA","331.55","332.30","328.65","331.95","329.65","-","-2.3","-0.69","444660","14.68","348.00","200.14","5.31","59.12"
"BIOCON","430.00","436.20","429.95","436.60","433.45","-","-3.15","-0.72","496542","21.50","447.15","331.00","7.3","21.14"
"IDFCFIRSTB","85.00","85.05","84.35","85.35","84.73","-","-0.37","-0.43","1002559","8.48","88.76","58.08","6.12","24.16"
"MAZDOCK","2,530.00","2,558.00","2,511.00","2,530.00","2,511.20","-","-18.8","-0.74","264419","67.13","3,061.40","2,057.40","0.27","-8.48"
"ASHOKLEY","177.00","177.06","175.52","177.50","176.18","-","-1.32","-0.74","1225021","21.59","215.42","114.96","8.13","47.02"
"SUPREMEIND","3,477.00","3,477.00","3,449.70","3,477.00","3,451.10","-","-25.9","-0.74","5735","1.98","4,664.90","3,140.00","9.29","-16.89"
"MANAPPURAM","364.55","365.00","358.50","364.00","361.25","-","-2.75","-0.76","295319","10.66","381.55","245.15","6.4","42.13"
"ADANIENSOL","1,620.00","1,620.00","1,606.00","1,620.00","1,607.50","-","-12.5","-0.77","153579","24.77","1,789.00","744.90","-1.88","104.78"
"BANKBARODA","249.99","249.99","248.51","251.00","249.00","-","-2","-0.8","413143","10.29","325.50","230.81","1.27","3.83"
"PIDILITIND","1,675.00","1,675.00","1,666.60","1,686.00","1,671.80","-","-14.2","-0.84","76652","12.81","1,686.40","1,259.00","3.93","-44.57"
"JIOFIN","263.10","263.40","260.60","263.10","260.90","-","-2.2","-0.84","1286967","33.66","333.70","223.30","8.24","-19.43"
"IEX","128.26","128.67","127.74","128.83","127.74","-","-1.09","-0.85","237665","3.05","160.27","114.60","5.2","-2.53"
"KEI","5,569.00","5,605.90","5,542.30","5,595.00","5,543.00","-","-52","-0.93","22241","12.40","5,708.00","3,712.20","9.58","46.85"
"UNIONBANK","182.20","182.20","180.00","182.50","180.78","-","-1.72","-0.94","1197175","21.63","205.49","124.64","13.3","39.29"
"CAMS","801.00","801.05","791.55","799.45","791.95","-","-7.5","-0.94","56074","4.45","844.90","611.40","2.94","-79.05"
"DALBHARAT","1,828.40","1,830.50","1,802.50","1,822.50","1,804.80","-","-17.7","-0.97","10500","1.91","2,496.30","1,605.00","1.88","-19.03"
"GRASIM","3,220.00","3,220.00","3,183.00","3,220.00","3,188.60","-","-21.4","-0.67","23040","7.36","3,260.00","2,502.50","0.91","16.42"
"AMBUJACEM","438.00","438.00","431.90","436.50","432.15","-","-4.35","-1","228779","9.93","606.85","394.00","0.14","-26"
"RBLBANK","390.00","390.25","388.00","392.00","388.00","-","-4","-1.02","110591","4.30","392.70","243.25","4.51","50.74"
"ICICIGI","1,646.10","1,652.50","1,639.80","1,658.00","1,641.00","-","-17","-1.03","31073","5.11","2,064.90","1,544.60","-7.6","-12"
"MARUTI","13,811.00","13,954.00","13,811.00","14,080.00","13,931.00","-","-9","-0.06","37760","52.49","17,370.00","12,201.00","-3.15","12.42"
