SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"GODREJCP","1,072.10","1,087.10","1,072.10","1,070.40","1,082.70","-","12.3","1.15","36675","3.97","1,309.00","967.05","-0.6","-15.48"
"IRFC","89.50","90.30","89.42","89.15","90.14","-","0.99","1.11","1414052","12.73","137.17","86.02","-1.57","-29.74"
"LT","3,974.00","3,989.00","3,962.50","3,938.90","3,982.30","-","43.4","1.1","230813","91.85","4,440.00","3,288.10","-2.18","9.8"
"UNOMINDA","1,195.00","1,195.70","1,185.00","1,180.50","1,193.20","-","12.7","1.08","55859","6.66","1,382.00","994.00","4.83","13.09"
"INFY","1,145.10","1,151.20","1,138.10","1,130.10","1,142.20","-","12.1","1.07","776942","88.88","1,728.00","982.40","7.92","-23.1"
"JSWSTEEL","1,278.90","1,294.80","1,276.30","1,270.00","1,283.60","-","13.6","1.07","151730","19.53","1,328.00","1,018.00","3.24","23.56"
"PIDILITIND","1,623.00","1,635.00","1,622.20","1,611.40","1,628.50","-","17.1","1.06","40049","6.53","1,637.90","1,259.00","0.84","-43.64"
"LTM","4,399.00","4,440.00","4,386.10","4,362.10","4,407.80","-","45.7","1.05","22815","10.07","6,429.50","3,528.00","16.08","0"
"HINDALCO","990.00","990.05","981.35","974.45","984.60","-","10.15","1.04","494666","48.76","1,176.00","657.50","2.23","44.91"
"ETERNAL","303.50","306.40","303.00","302.45","305.60","-","3.15","1.04","2219763","67.71","368.45","212.60","7.39","-0.75"
"BPCL","324.75","327.00","322.35","319.75","322.95","-","3.2","1","982477","31.95","391.65","266.60","3.76","0.6"
"BHEL","409.00","411.60","407.70","407.00","410.95","-","3.95","0.97","530983","21.75","446.50","205.12","6.1","75.73"
"CDSL","1,341.90","1,354.00","1,331.10","1,333.00","1,345.90","-","12.9","0.97","445086","59.75","1,673.70","1,116.30","-1.3","-9.86"
"ASIANPAINT","2,770.90","2,788.30","2,763.30","2,747.30","2,773.90","-","26.6","0.97","77182","21.42","2,985.70","2,115.00","0.35","13.01"
"AMBUJACEM","434.20","438.00","434.20","432.20","436.40","-","4.2","0.97","108900","4.75","624.80","394.00","-2.53","-28.91"
"WAAREEENER","2,705.00","2,719.00","2,687.50","2,680.20","2,706.30","-","26.1","0.97","119985","32.46","3,865.00","2,403.00","-6.26","-13.65"
"UNIONBANK","171.40","173.75","171.40","171.24","172.88","-","1.64","0.96","623599","10.79","205.49","124.64","5","33.68"
"TATAELXSI","3,704.60","3,711.00","3,678.00","3,672.90","3,708.30","-","35.4","0.96","24483","9.05","6,138.50","3,353.90","-0.16","-39.34"
"MOTILALOFS","861.00","861.40","852.70","851.95","859.95","-","8","0.94","77602","6.65","1,097.10","614.90","-12.02","-7.57"
"PREMIERENE","1,027.30","1,037.50","1,023.70","1,022.20","1,031.80","-","9.6","0.94","91739","9.45","1,134.00","660.00","-2.35","1.18"
"MAZDOCK","2,387.40","2,412.00","2,387.10","2,381.80","2,404.00","-","22.2","0.93","69392","16.67","3,061.40","2,057.40","-6.36","-12.49"
"MAXHEALTH","1,109.80","1,113.80","1,104.10","1,098.50","1,108.60","-","10.1","0.92","54490","6.04","1,301.70","903.00","-4.76","-11.84"
"BANKBARODA","244.05","245.56","244.00","242.60","244.81","-","2.21","0.91","408977","10.01","325.50","230.81","-3.81","3.18"
"LICI","426.05","429.45","426.05","424.70","428.45","-","3.75","0.88","141647","6.07","468.48","360.75","-1.29","-52"
"PAYTM","1,348.00","1,354.80","1,344.40","1,343.00","1,354.80","-","11.8","0.88","175597","23.68","1,407.00","930.60","9.96","24.77"
"IDFCFIRSTB","85.31","85.64","85.06","84.68","85.41","-","0.73","0.86","791134","6.75","88.76","58.08","5.24","25.3"
"INDHOTEL","740.00","746.45","740.00","738.55","744.90","-","6.35","0.86","66365","4.93","811.95","565.00","1.37","-0.35"
"PNBHOUSING","1,057.00","1,062.40","1,049.70","1,053.10","1,062.00","-","8.9","0.85","60004","6.33","1,132.70","729.60","-1.06","30.26"
"HEROMOTOCO","5,425.00","5,459.00","5,388.00","5,386.00","5,432.00","-","46","0.85","93569","50.87","6,388.50","4,201.00","10.99","24.92"
"BHARATFORG","2,218.00","2,226.90","2,204.20","2,199.80","2,218.60","-","18.8","0.85","56360","12.50","2,238.00","1,100.50","2.95","91.94"
"NAM-INDIA","1,171.10","1,178.40","1,165.60","1,161.40","1,171.10","-","9.7","0.84","51016","5.98","1,233.50","780.25","-4.66","44.49"
"HINDZINC","543.60","545.85","541.75","539.20","543.60","-","4.4","0.82","193866","10.55","733.00","413.50","0.49","29.8"
"BANDHANBNK","175.14","175.79","174.83","174.13","175.56","-","1.43","0.82","603768","10.59","220.76","134.25","-13.2","6.55"
"JSWENERGY","559.00","561.00","557.35","554.65","559.20","-","4.55","0.82","123161","6.89","617.35","427.75","0.81","8.4"
"GMRAIRPORT","106.87","106.87","105.91","105.26","106.10","-","0.84","0.8","492997","5.24","115.64","84.11","-6.68","17.71"
"BLUESTARCO","1,683.40","1,702.00","1,678.60","1,681.20","1,694.70","-","13.5","0.8","9650","1.63","2,040.00","1,450.00","6.19","-0.93"
"AXISBANK","1,236.90","1,239.40","1,230.50","1,229.50","1,239.30","-","9.8","0.8","323525","39.99","1,418.30","1,042.50","-8.39","15.73"
"ICICIBANK","1,442.00","1,446.40","1,433.00","1,435.40","1,446.00","-","22.6","1.59","864078","124.36","1,494.50","1,187.60","1.7","-2.46"
"PGEL","616.00","621.80","612.20","613.35","617.75","-","4.4","0.72","143974","8.89","823.50","436.55","9.04","-21.23"
"KOTAKBANK","392.00","394.95","391.85","390.30","393.10","-","2.8","0.72","567284","22.28","453.20","345.50","-1.63","-80.41"
"CROMPTON","261.50","263.80","260.80","260.20","262.00","-","1.8","0.69","111939","2.94","337.50","217.40","-3.91","-18.99"
"DALBHARAT","1,799.70","1,821.00","1,795.00","1,799.70","1,811.70","-","12","0.67","14135","2.56","2,496.30","1,605.00","1.96","-18.36"
"IEX","133.00","133.18","132.29","132.24","133.13","-","0.89","0.67","213696","2.84","160.27","114.60","6.7","0.11"
"ADANIPORTS","1,713.40","1,715.90","1,702.40","1,696.50","1,707.70","-","11.2","0.66","170408","29.12","1,891.10","1,290.50","-9.48","25.94"
"YESBANK","22.80","22.95","22.80","22.77","22.92","-","0.15","0.66","3878959","8.88","25.78","17.20","-6.64","22.42"
"TATASTEEL","192.94","193.50","190.40","189.69","190.94","-","1.25","0.66","3473410","66.62","224.40","152.51","-0.06","23.97"
"CANBK","125.95","126.20","125.50","124.98","125.78","-","0.8","0.64","1463971","18.42","162.89","103.55","-1.74","18.03"
"INDUSTOWER","394.00","396.00","393.30","391.10","393.60","-","2.5","0.64","243977","9.63","481.50","312.55","2.03","13.33"
"FORTIS","953.80","953.80","943.10","945.00","951.00","-","6","0.63","46426","4.40","1,104.30","766.80","-3.04","9.98"
"INDUSINDBK","1,019.00","1,019.80","1,013.30","1,012.45","1,018.80","-","6.3","0.62","70950","7.22","1,077.85","710.60","3.91","29.19"
"CONCOR","527.00","531.70","526.00","525.50","528.70","-","3.2","0.61","89392","4.73","584.10","421.45","7.64","-8.39"
"BEL","390.00","392.25","389.80","387.85","390.15","-","2.3","0.59","1200836","46.90","473.45","361.20","-7.22","2.82"
"POLICYBZR","1,607.00","1,613.40","1,600.60","1,601.50","1,610.80","-","9.3","0.58","20748","3.34","1,974.00","1,364.00","0.65","-10.07"
"ICICIPRULI","515.40","520.00","514.15","515.40","518.40","-","3","0.58","46154","2.39","706.80","459.50","6.21","-14.25"
"EICHERMOT","7,900.00","7,920.00","7,852.00","7,833.50","7,878.00","-","44.5","0.57","48361","38.19","8,230.00","5,386.50","6.73","41.71"
"TIINDIA","2,810.00","2,810.00","2,761.00","2,753.00","2,768.70","-","15.7","0.57","20374","5.64","3,419.90","2,164.90","-7.49","-1.97"
"SBIN","1,035.00","1,036.80","1,031.60","1,027.40","1,033.20","-","5.8","0.56","516284","53.39","1,234.70","786.55","-1.21","29.4"
"COCHINSHIP","1,430.00","1,439.40","1,425.50","1,423.00","1,430.90","-","7.9","0.56","80684","11.56","1,979.90","1,187.00","-6.63","-17.2"
"HDFCLIFE","553.70","553.80","550.50","548.50","551.50","-","3","0.55","228683","12.62","815.00","543.00","-3.38","-26.05"
"SRF","2,630.00","2,646.00","2,626.10","2,622.50","2,636.80","-","14.3","0.55","14610","3.85","3,210.00","2,355.00","-6.15","-12.15"
"PRESTIGE","1,620.00","1,629.00","1,610.50","1,616.20","1,624.80","-","8.6","0.53","14017","2.27","1,805.20","1,090.00","-3.11","1.23"
"COLPAL","2,076.10","2,094.20","2,070.60","2,076.10","2,086.80","-","10.7","0.52","15406","3.21","2,504.00","1,782.00","1.42","-8.06"
"M&M","3,465.00","3,465.00","3,412.10","3,398.50","3,416.00","-","17.5","0.51","289972","99.46","3,839.90","2,896.00","8.34","7.57"
"HAVELLS","1,261.90","1,272.40","1,260.00","1,260.70","1,267.00","-","6.3","0.5","102274","12.97","1,621.10","1,123.60","6.74","-14.97"
"BOSCHLTD","41,325.00","41,405.00","41,125.00","41,085.00","41,290.00","-","205","0.5","1454","6.01","42,985.00","28,610.00","-1.93","1.72"
"POWERGRID","285.00","286.15","284.50","284.25","285.65","-","1.4","0.49","206332","5.89","324.95","250.00","-1.25","-2.4"
"OFSS","11,186.00","11,280.00","11,160.00","11,186.00","11,241.00","-","55","0.49","18651","20.94","11,979.00","6,234.50","-0.55","33.51"
"INDIANB","841.95","844.35","840.05","836.50","840.50","-","4","0.48","50376","4.24","1,000.90","606.00","4.7","34.66"
"360ONE","1,153.60","1,153.60","1,139.40","1,135.30","1,140.60","-","5.3","0.47","30094","3.44","1,236.20","906.05","2.33","7.87"
"PFC","425.50","429.25","424.40","424.35","426.35","-","2","0.47","350348","14.95","486.50","329.90","-0.34","5.08"
"IDEA","13.01","13.11","13.00","13.01","13.07","-","0.06","0.46","27836255","36.30","15.34","6.12","-8.7","97.12"
"BAJAJHLDNG","11,313.00","11,430.00","11,257.00","11,343.00","11,395.00","-","52","0.46","6885","7.80","14,763.00","8,588.00","2.38","-18.09"
"TATACONSUM","1,085.00","1,091.10","1,083.10","1,083.10","1,088.10","-","5","0.46","76796","8.35","1,282.70","1,007.20","-3.01","1.19"
"WIPRO","184.02","185.18","184.02","183.65","184.48","-","0.83","0.45","1573014","29.03","273.10","169.00","4.3","-24.35"
"HAL","4,660.40","4,689.00","4,655.40","4,646.50","4,665.60","-","19.1","0.41","45243","21.13","4,978.00","3,479.10","4.91","4.68"
"SOLARINDS","18,400.00","18,490.00","18,358.00","18,391.00","18,467.00","-","76","0.41","6243","11.50","19,187.00","11,646.00","-0.66","33.2"
"RBLBANK","379.50","382.40","376.35","375.50","377.05","-","1.55","0.41","926643","35.21","383.45","243.25","3.99","44.92"
"DLF","668.25","668.25","660.60","659.30","661.95","-","2.65","0.4","186748","12.39","798.80","489.40","-2.46","-15.19"
"TECHM","1,663.40","1,670.00","1,651.40","1,651.30","1,657.80","-","6.5","0.39","155180","25.77","1,854.00","1,304.10","17.11","14.77"
"TRENT","3,035.00","3,035.00","3,003.00","3,005.90","3,017.40","-","11.5","0.38","54814","16.55","3,782.67","2,183.67","-10.02","-41.97"
"AUBANK","1,054.10","1,059.70","1,048.90","1,047.30","1,051.20","-","3.9","0.37","69102","7.28","1,090.40","682.15","-1.05","41.33"
"HDFCBANK","753.05","753.60","750.25","748.15","750.75","-","2.6","0.35","1696535","127.59","1,020.50","726.65","-6.6","-62.82"
"RECLTD","374.00","376.70","373.35","372.95","374.25","-","1.3","0.35","342735","12.85","399.30","304.05","2.14","-4.05"
"TVSMOTOR","4,336.50","4,374.70","4,322.50","4,313.10","4,327.90","-","14.8","0.34","266775","116.00","4,374.70","2,755.00","18.9","50.9"
"PETRONET","280.75","281.95","279.05","280.75","281.70","-","0.95","0.34","87197","2.45","326.40","235.35","1.74","0"
"TATAPOWER","382.00","382.90","378.05","380.70","382.00","-","1.3","0.34","323522","12.35","464.90","342.50","1.47","-2.21"
"RELIANCE","1,315.20","1,315.80","1,311.20","1,307.80","1,312.10","-","4.3","0.33","881667","115.79","1,611.80","1,249.80","0.29","-6.16"
"SONACOMS","775.00","775.60","768.05","769.40","771.90","-","2.5","0.32","147182","11.39","775.60","402.30","16.56","75.84"
"ABB","7,243.50","7,445.00","7,243.00","7,284.50","7,307.00","-","22.5","0.31","195454","143.80","7,924.50","4,637.50","4.81","35.21"
"OBEROIRLTY","1,834.10","1,848.50","1,830.00","1,827.70","1,833.40","-","5.7","0.31","16574","3.05","1,986.10","1,391.20","-5.52","14.99"
"COFORGE","1,739.00","1,746.00","1,723.60","1,721.00","1,726.30","-","9.3","0.54","184653","31.98","1,989.70","1,008.10","17.55","0.86"
"SBILIFE","1,899.00","1,899.00","1,882.80","1,882.00","1,887.70","-","5.7","0.3","36034","6.80","2,132.00","1,700.40","5.22","4.78"
"BRITANNIA","5,422.00","5,450.00","5,401.00","5,416.50","5,432.00","-","15.5","0.29","11616","6.31","6,336.00","5,035.00","0.7","-6.58"
"SUPREMEIND","3,465.40","3,487.50","3,458.50","3,465.40","3,474.70","-","9.3","0.27","9262","3.22","4,664.90","3,140.00","7.33","-18.44"
"NESTLEIND","1,509.50","1,517.10","1,505.50","1,509.60","1,513.60","-","4","0.26","94828","14.34","1,532.60","1,084.70","3.41","-33.69"
"AMBER","7,567.00","7,567.00","7,445.50","7,440.50","7,459.00","-","18.5","0.25","14646","10.96","8,974.00","5,400.50","-0.59","-5.47"
"VBL","444.00","445.55","442.60","442.30","443.40","-","1.1","0.25","306519","13.61","555.80","381.00","-14.25","-13.6"
"TITAN","4,875.20","4,889.70","4,851.80","4,875.20","4,887.00","-","11.8","0.24","40320","19.66","4,889.70","3,303.10","9.28","47.02"
"JIOFIN","260.00","260.55","256.30","256.46","257.05","-","0.55","0.21","4186717","108.24","338.60","223.30","7.15","-22.17"
"MPHASIS","2,361.00","2,370.40","2,339.90","2,342.30","2,347.40","-","5.1","0.22","20654","4.86","3,037.20","2,013.00","1.99","-15.05"
"LICHSGFIN","525.50","527.00","522.80","523.10","524.25","-","1.15","0.22","178746","9.37","598.20","458.90","-5.53","-8.27"
"HINDUNILVR","2,107.00","2,120.00","2,106.00","2,101.30","2,106.00","-","4.7","0.22","73522","15.54","2,750.00","2,016.00","-4.54","-17.72"
"HCLTECH","1,352.00","1,360.30","1,347.10","1,346.90","1,349.80","-","2.9","0.22","181563","24.55","1,780.10","1,030.00","18.25","-7.24"
"GRASIM","3,120.00","3,130.00","3,103.10","3,100.80","3,107.60","-","6.8","0.22","20056","6.24","3,246.00","2,502.50","-2.52","13.91"
"VOLTAS","1,328.90","1,338.10","1,315.00","1,328.90","1,331.80","-","2.9","0.22","23515","3.13","1,582.50","1,186.80","3.8","0.87"
"ANGELONE","299.90","299.90","296.30","297.95","298.55","-","0.6","0.2","456485","13.60","360.45","208.63","-15.42","-88.41"
"NMDC","85.60","85.84","85.10","85.04","85.20","-","0.16","0.19","1026274","8.76","97.49","68.19","-0.42","20.69"
"KEI","5,024.00","5,029.10","4,963.20","4,999.00","5,007.30","-","8.3","0.17","23515","11.75","5,708.00","3,712.20","-5.15","30.99"
"NTPC","347.25","348.95","346.20","347.25","347.70","-","0.45","0.13","480470","16.72","414.40","315.55","-2.58","4.94"
"DABUR","423.80","424.35","421.40","421.45","422.00","-","0.55","0.13","196315","8.30","577.00","403.35","-5.15","-21.13"
"BSE","3,660.00","3,671.40","3,638.30","3,646.20","3,650.40","-","4.2","0.12","376252","137.53","4,446.80","2,021.50","-4.46","51.21"
"POLYCAB","9,120.00","9,150.00","9,090.00","9,106.50","9,117.50","-","11","0.12","13959","12.73","10,126.00","6,620.00","-4.63","35.96"
"PNB","113.01","113.75","112.81","112.71","112.85","-","0.14","0.12","1121195","12.70","135.15","98.50","6.99","9.24"
"ULTRACEMCO","11,940.00","12,000.00","11,915.00","11,903.00","11,916.00","-","13","0.11","8493","10.16","13,110.00","10,325.00","1.54","-1.73"
"HDFCAMC","2,640.00","2,644.80","2,608.50","2,615.80","2,618.50","-","2.7","0.1","64222","16.87","2,967.25","2,205.60","-6.59","-53.41"
"KFINTECH","943.70","943.70","934.25","937.90","938.70","-","0.8","0.09","56051","5.26","1,215.00","784.95","6.57","-14.85"
"FEDERALBNK","359.45","360.90","358.15","358.85","359.05","-","0.2","0.06","235797","8.46","360.90","185.11","9.61","83.03"
"TORNTPHARM","5,250.00","5,250.00","5,102.00","5,122.80","5,125.00","-","2","0.04","93762","48.42","5,250.00","3,480.60","7.43","39.27"
"SIEMENS","3,741.70","3,781.40","3,694.20","3,760.00","3,761.30","-","1.3","0.03","22985","8.62","3,937.30","2,826.00","6.33","24.36"
"APOLLOHOSP","9,030.00","9,049.00","8,911.50","8,957.00","8,958.00","-","1","0.01","32718","29.30","9,049.00","6,696.50","0.71","21.84"
"UNITDSPR","1,515.00","1,524.80","1,512.70","1,515.90","1,515.50","-","-0.4","-0.03","42377","6.43","1,536.80","1,210.80","8.8","14.63"
"DMART","3,945.10","3,945.10","3,915.60","3,921.00","3,919.40","-","-1.6","-0.04","16823","6.61","4,949.50","3,529.00","-1.84","-6.55"
"LODHA","1,248.00","1,257.80","1,238.20","1,243.95","1,243.00","-","-1","-0.08","179678","22.40","1,344.95","650.80","17.69","2.98"
"POWERINDIA","32,180.00","32,285.00","32,005.00","32,175.00","32,145.00","-","-30","-0.09","8562","27.52","38,785.00","16,111.00","3.66","56.57"
"BHARTIARTL","1,987.40","1,987.40","1,962.80","1,972.00","1,970.20","-","-1.8","-0.09","370268","73.10","2,174.50","1,740.50","3.22","4.65"
"COALINDIA","415.95","415.95","413.25","414.15","413.75","-","-0.4","-0.1","699548","28.98","491.25","368.65","-5.6","11.18"
"PHOENIXLTD","1,893.70","1,905.60","1,883.90","1,893.30","1,890.90","-","-2.4","-0.13","51173","9.69","2,169.80","1,402.50","-7.54","30.37"
"GODREJPROP","2,125.00","2,126.60","2,095.80","2,105.70","2,101.50","-","-4.2","-0.2","37388","7.88","2,352.00","1,434.00","5.47","2.69"
"BIOCON","429.00","429.00","423.30","425.70","424.80","-","-0.9","-0.21","257892","10.95","447.15","331.00","-0.26","11.12"
"PAGEIND","40,500.00","40,540.00","40,200.00","40,375.00","40,285.00","-","-90","-0.22","666","2.69","49,090.00","29,805.00","-5.67","-13.75"
"MARICO","870.00","874.80","865.30","870.65","868.65","-","-2","-0.23","232486","20.24","889.10","690.30","3.83","22.42"
"CUMMINSIND","5,526.00","5,540.00","5,500.00","5,519.00","5,505.50","-","-13.5","-0.24","13508","7.46","6,100.00","3,494.20","0.75","54.65"
"ZYDUSLIFE","1,135.00","1,135.90","1,118.10","1,126.80","1,123.00","-","-3.8","-0.34","56334","6.33","1,181.50","835.50","-1.21","18.73"
"ONGC","241.45","242.19","240.40","242.53","241.58","-","-0.95","-0.39","1072204","25.89","307.50","227.65","1.97","2.42"
"CGPOWER","865.55","867.95","858.90","863.40","860.00","-","-3.4","-0.39","351385","30.32","980.90","525.50","-3.27","32.57"
"AUROPHARMA","1,586.90","1,587.90","1,570.10","1,580.20","1,573.70","-","-6.5","-0.41","28914","4.56","1,636.80","1,016.10","-2.49","46.34"
"LAURUSLABS","1,821.00","1,823.90","1,789.10","1,816.20","1,807.90","-","-8.3","-0.46","327766","59.15","1,826.60","810.05","17.76","113.83"
"CIPLA","1,475.00","1,476.40","1,463.50","1,473.20","1,466.10","-","-7.1","-0.48","34872","5.12","1,673.00","1,165.70","1.03","-1.97"
"BAJAJ-AUTO","11,575.00","11,575.00","11,457.00","11,520.50","11,460.00","-","-61","-0.53","33891","39.00","11,590.00","7,858.50","17.73","43.21"
"PATANJALI","358.00","358.05","352.55","354.60","352.70","-","-1.9","-0.54","160548","5.69","631.87","328.20","-14.34","-80.95"
"MANKIND","2,458.00","2,467.20","2,445.90","2,469.60","2,454.10","-","-15.5","-0.63","46461","11.41","2,674.00","1,909.70","-2.33","-3.77"
"GVT&D","4,323.00","4,348.90","4,267.90","4,323.30","4,294.60","-","-28.7","-0.66","45819","19.69","5,650.00","2,523.20","-1.78","51"
"DELHIVERY","487.95","487.95","477.50","481.95","478.40","-","-3.55","-0.74","278012","13.40","524.00","374.45","-5.03","12.12"
"LUPIN","2,435.00","2,440.00","2,391.60","2,415.00","2,395.60","-","-19.4","-0.8","250482","60.28","2,529.50","1,836.80","-2.46","29.33"
