"INDEX 
","CURRENT 
","%CHNG 
","OPEN 
","HIGH 
","LOW 
","INDICATIVE CLOSE 
","PREV. CLOSE 
","PREV. DAY 
 12-Aug-2026","1W AGO 
 06-Aug-2026","1M AGO 
 13-Jul-2026","1Y AGO 
 12-Aug-2025","52W H 
","52W L 
","30 D % CHNG 
","365 D % CHNG 
"
"NIFTY SMALLCAP 100","19,845.25","-0.15","19,874.25","19,913.40","19,842.85","-","19,875.10","19,875.10","19,867.80","19,227.35","17,613.95","19,936.55","14,986.00",3.21,13.09
"INDIA VIX","11.47","0.43","11.42","11.56","10.83","-","11.42","11.42","12.16","13.75","12.14","28.91","8.72",-16.58,-7.2
"NIFTY MIDCAP 150","23,468.20","-0.30","23,536.90","23,545.00","23,467.30","-","23,539.35","23,539.35","23,362.90","23,053.60","21,067.30","23,540.25","19,218.00",1.8,11.66
"NIFTY SMALLCAP 50","9,928.90","-0.14","9,934.85","9,957.05","9,923.65","-","9,943.20","9,943.20","9,955.90","9,533.70","8,530.15","9,983.75","7,338.35",4.15,16.89
"NIFTY SMALLCAP 250","18,356.00","-0.05","18,371.25","18,407.90","18,354.70","-","18,365.90","18,365.90","18,356.55","17,974.90","16,727.90","18,427.85","14,143.45",2.12,10.2
"NIFTY MIDSMALLCAP 400","21,609.70","-0.22","21,657.40","21,673.65","21,608.90","-","21,656.75","21,656.75","21,546.15","21,204.65","19,513.55","21,666.30","17,390.85",1.91,11.08
"NIFTY500 MULTICAP 50:25:25","16,739.75","-0.23","16,767.70","16,769.50","16,739.20","-","16,778.65","16,778.65","16,793.00","16,445.60","15,808.10","16,847.15","14,102.20",1.79,6.06
"NIFTY LARGEMIDCAP 250","16,918.45","-0.29","16,955.65","16,958.15","16,917.90","-","16,968.40","16,968.40","16,952.90","16,634.70","15,934.50","17,077.75","14,445.65",1.71,6.3
"NIFTY TOTAL MARKET","13,326.85","-0.24","13,346.85","13,348.20","13,326.35","-","13,358.50","13,358.50","13,385.85","13,091.65","12,774.60","13,548.00","11,436.55",1.8,4.43
"NIFTY MICROCAP 250","26,226.30","0.35","26,154.55","26,241.10","26,151.35","-","26,135.15","26,135.15","26,056.00","25,282.45","23,276.30","26,188.85","18,858.50",3.73,13.6
"NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED","18,735.05","-0.21","18,767.60","18,774.40","18,734.35","-","18,775.20","18,775.20","18,760.80","18,395.30","17,429.65","18,831.80","15,495.10",1.85,7.72
"NIFTY SMALLCAP 500","20,936.55","0.06","20,932.05","20,977.95","20,927.35","-","20,923.20","20,923.20","20,893.65","20,396.85","-","20,976.40","15,960.20",2.65,0
"NIFTY MIDSMALLCAP400 50:50","21,059.70","-0.18","21,099.25","21,121.00","21,058.90","-","21,097.30","21,097.30","21,012.65","20,654.45","-","21,119.20","16,874.30",1.96,0
"NIFTY AUTO","29,192.75","-0.68","29,277.95","29,301.75","29,184.20","-","29,392.15","29,392.15","29,647.90","26,547.50","24,122.65","29,865.50","23,560.10",9.96,21.04
"NIFTY FINANCIAL SERVICES 25/50","28,637.45","-0.22","28,677.50","28,694.20","28,618.00","-","28,699.70","28,699.70","28,901.80","28,947.60","28,222.65","-","-",-1.07,1.14
"NIFTY FMCG","48,645.90","-0.39","48,809.65","48,813.55","48,615.55","-","48,837.30","48,837.30","49,435.20","48,524.95","55,010.15","58,485.05","45,334.15",0.25,-11
"NIFTY IT","31,287.25","-0.53","31,419.85","31,529.55","31,267.00","-","31,453.90","31,453.90","31,547.70","28,724.75","34,692.95","40,301.40","25,699.10",8.92,-10.18
"NIFTY MEDIA","1,573.60","-0.09","1,578.55","1,582.85","1,573.30","-","1,574.95","1,574.95","1,554.95","1,510.60","1,662.00","1,674.40","1,245.05",4.17,-4.81
"NIFTY METAL","12,891.65","-1.09","12,953.80","12,953.80","12,861.30","-","13,033.75","13,033.75","13,189.85","12,677.70","9,345.95","13,931.35","9,132.20",1.69,39.88
"NIFTY PHARMA","26,659.85","-0.10","26,659.65","26,714.25","26,612.20","-","26,686.80","26,686.80","26,541.80","25,907.10","22,130.30","26,801.20","21,149.90",2.91,20.35
"NIFTY PSU BANK","8,746.85","-0.48","8,788.00","8,788.00","8,743.35","-","8,788.95","8,788.95","8,786.20","8,307.90","7,017.15","9,918.65","6,730.30",5.28,24.51
"NIFTY PRIVATE BANK","27,229.05","-0.12","27,223.20","27,241.45","27,181.60","-","27,260.55","27,260.55","27,392.35","27,915.95","26,643.60","29,748.45","23,957.45",-2.46,2.15
"NIFTY REALTY","895.90","-0.28","899.70","902.30","895.65","-","898.40","898.40","885.95","918.65","886.05","974.50","638.65",-2.48,1.88
"NIFTY HEALTHCARE INDEX","16,555.75","-0.16","16,569.45","16,588.20","16,518.85","-","16,581.85","16,581.85","16,708.90","16,441.45","14,691.50","16,921.05","13,536.50",0.7,13.05
"NIFTY CONSUMER DURABLES","40,420.50","0.29","40,331.95","40,510.95","40,302.25","-","40,304.80","40,304.80","40,089.90","38,656.95","37,051.45","40,631.50","32,587.95",4.56,8.28
"NIFTY OIL & GAS","11,205.25","-0.42","11,240.60","11,241.60","11,194.90","-","11,252.55","11,252.55","11,312.20","11,102.40","11,098.85","12,445.70","10,580.95",0.93,1.89
"NIFTY MIDSMALL HEALTHCARE","52,376.30","-0.04","52,354.25","52,501.35","52,287.25","-","52,399.10","52,399.10","52,646.45","51,221.15","44,832.95","53,040.55","40,352.90",2.26,17.65
"NIFTY FINANCIAL SERVICES EX-BANK","32,756.05","-0.30","32,846.40","32,884.20","32,753.30","-","32,856.25","32,856.25","32,415.00","31,911.90","29,234.35","33,301.05","26,788.05",2.65,12.02
"NIFTY MIDSMALL FINANCIAL SERVICES","22,749.95","-0.41","22,845.55","22,855.15","22,747.85","-","22,844.45","22,844.45","22,294.60","22,529.75","18,083.85","22,844.55","17,421.50",0.98,25.68
"NIFTY MIDSMALL IT & TELECOM","9,963.20","-0.76","10,049.75","10,052.90","9,962.10","-","10,039.80","10,039.80","9,853.45","9,617.85","9,278.25","10,591.60","7,748.35",3.59,7.19
"NIFTY CHEMICALS","30,647.75","-0.56","30,831.75","30,831.75","30,622.30","-","30,820.75","30,820.75","30,585.20","29,624.75","29,895.29","31,895.45","24,851.65",3.45,2.45
"NIFTY500 HEALTHCARE","21,627.00","-0.10","21,635.50","21,667.90","21,582.60","-","21,649.10","21,649.10","21,734.00","21,292.80","-","21,896.15","16,294.60",1.57,0
"NIFTY REITS & REALTY","1,949.60","-0.31","1,958.00","1,958.40","1,949.25","-","1,955.70","1,955.70","1,938.60","1,955.70","-","2,012.90","1,632.55",-0.31,0
"NIFTY CEMENT","14,988.35","-0.63","15,092.20","15,095.70","14,985.50","-","15,083.25","15,083.25","15,442.10","15,071.05","-","18,188.60","13,534.80",-0.55,0
"NIFTY DIVIDEND OPPORTUNITIES 50","5,976.05","-0.48","5,997.30","5,997.45","5,975.00","-","6,004.80","6,004.80","6,062.75","5,776.25","5,860.00","6,584.65","5,614.00",3.46,2.27
"NIFTY GROWTH SECTORS 15","11,705.20","-0.34","11,731.80","11,738.55","11,697.55","-","11,744.70","11,744.70","11,824.25","10,987.95","11,419.70","12,852.45","10,329.35",6.53,2.34
"NIFTY100 QUALITY 30","5,778.00","-0.42","5,798.75","5,799.00","5,776.25","-","5,802.40","5,802.40","5,787.70","5,475.45","5,487.15","-","-",5.53,5.41
"NIFTY50 VALUE 20","11,948.35","-0.54","11,975.30","11,977.85","11,943.50","-","12,013.75","12,013.75","12,130.60","11,977.65","12,431.80","13,684.40","11,528.60",-0.24,-4.09
"NIFTY50 TR 2X LEVERAGE","18,524.45","-0.60","18,582.35","18,585.15","18,509.30","-","18,636.50","18,636.50","18,917.50","18,123.30","19,890.80","22,435.45","15,547.15",2.21,-7.01
"NIFTY50 PR 2X LEVERAGE","12,157.45","-0.60","12,195.50","12,197.35","12,147.55","-","12,231.25","12,231.25","12,417.80","11,947.80","13,351.10","14,993.40","10,365.70",1.75,-9.02
"NIFTY50 TR 1X INVERSE","177.15","0.31","176.90","177.25","176.85","-","176.60","176.60","175.25","178.95","170.95","193.35","161.80",-1.01,3.69
"NIFTY50 PR 1X INVERSE","218.30","0.30","217.95","218.40","217.95","-","217.65","217.65","215.90","220.00","208.45","236.50","197.80",-0.77,4.75
"NIFTY50 DIVIDEND POINTS","189.56","0.12","189.56","189.56","189.56","-","189.34","189.34","187.24","134.61","193.35","-","-",40.82,-6.29
"NIFTY ALPHA 50","56,369.10","-0.43","56,487.25","56,573.10","56,364.20","-","56,612.75","56,612.75","56,016.95","53,960.35","50,194.00","-","-",4.46,12.3
"NIFTY50 EQUAL WEIGHT","33,359.35","-0.38","33,418.15","33,432.80","33,340.95","-","33,485.15","33,485.15","33,696.45","32,586.90","31,127.80","-","-",2.37,7.26
"NIFTY100 EQUAL WEIGHT","35,385.50","-0.33","35,444.45","35,452.75","35,381.85","-","35,501.80","35,501.80","35,604.85","34,331.15","32,248.25","-","-",3.07,9.86
"NIFTY100 LOW VOLATILITY 30","20,512.95","-0.23","20,553.95","20,558.25","20,499.60","-","20,560.65","20,560.65","20,691.55","19,972.40","19,923.85","-","-",2.71,2.95
"NIFTY200 QUALITY 30","20,869.00","-0.39","20,952.90","20,962.35","20,865.40","-","20,950.90","20,950.90","21,020.40","19,958.60","20,193.40","-","-",4.56,3.6
"NIFTY ALPHA LOW-VOLATILITY 30","27,380.25","-0.26","27,441.50","27,451.15","27,377.45","-","27,452.80","27,452.80","27,657.45","26,695.60","26,153.85","-","-",2.56,4.63
"NIFTY200 MOMENTUM 30","31,143.50","-0.41","31,190.65","31,238.80","31,132.80","-","31,272.85","31,272.85","31,040.20","30,677.65","30,158.90","-","-",1.52,3.06
"NIFTY MIDCAP150 QUALITY 50","24,800.50","-0.37","24,895.45","24,902.65","24,799.05","-","24,892.95","24,892.95","24,834.25","24,059.85","23,842.40","-","-",3.08,3.9
"NIFTY200 ALPHA 30","26,806.00","-0.43","26,821.75","26,880.25","26,776.80","-","26,922.75","26,922.75","26,602.15","26,366.55","24,728.05","-","-",1.67,7.86
"NIFTY MIDCAP150 MOMENTUM 50","64,281.80","-0.37","64,385.60","64,477.10","64,276.95","-","64,521.60","64,521.60","63,798.35","62,773.15","60,456.70","-","-",2.4,6.29
"NIFTY500 MOMENTUM 50","55,108.85","-0.18","55,121.80","55,273.40","55,026.50","-","55,209.40","55,209.40","54,545.15","53,500.50","51,355.50","-","-",3.01,7.23
"NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100","52,092.55","-0.36","52,235.35","52,288.50","52,089.05","-","52,279.15","52,279.15","51,830.60","50,548.40","47,503.60","-","-",3.05,9.6
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","48,640.05","0.04","48,647.70","48,782.95","48,607.05","-","48,621.95","48,621.95","48,293.35","47,157.80","44,647.10","-","-",3.14,9.46
"NIFTY TOP 10 EQUAL WEIGHT","8,643.95","-0.30","8,661.00","8,665.20","8,637.90","-","8,670.15","8,670.15","8,765.40","8,582.60","9,340.60","-","-",0.71,-7.49
"NIFTY ALPHA QUALITY LOW-VOLATILITY 30","23,282.05","-0.23","23,324.85","23,325.70","23,277.95","-","23,336.80","23,336.80","23,331.70","22,755.35","21,807.25","-","-",2.31,6.79
"NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30","20,474.70","-0.49","20,548.65","20,549.50","20,470.90","-","20,576.25","20,576.25","20,781.25","20,066.55","20,264.90","-","-",2.03,1.16
"NIFTY HIGH BETA 50","4,516.95","-0.32","4,529.35","4,535.85","4,516.30","-","4,531.60","4,531.60","4,510.10","4,425.15","3,570.10","-","-",2.07,27.35
"NIFTY LOW VOLATILITY 50","24,925.65","-0.21","24,982.80","24,989.70","24,915.10","-","24,978.70","24,978.70","25,206.55","24,492.25","24,543.65","-","-",1.77,1.63
"NIFTY QUALITY LOW-VOLATILITY 30","16,929.35","-0.27","16,960.15","16,961.30","16,920.55","-","16,974.45","16,974.45","17,019.45","16,422.85","16,751.50","-","-",3.08,1.13
"NIFTY SMALLCAP250 QUALITY 50","25,842.25","-0.01","25,884.90","25,920.10","25,842.25","-","25,843.85","25,843.85","25,671.10","25,204.55","26,609.85","-","-",2.53,-2.58
"NIFTY TOP 15 EQUAL WEIGHT","9,904.95","-0.37","9,932.60","9,934.40","9,900.75","-","9,941.70","9,941.70","10,037.00","9,695.15","10,046.65","-","-",2.16,-1.46
"NIFTY100 ALPHA 30","18,335.65","-0.41","18,383.80","18,384.90","18,330.70","-","18,411.20","18,411.20","18,588.55","18,043.60","18,159.40","-","-",1.62,0.59
"NIFTY200 VALUE 30","15,056.05","-0.72","15,092.20","15,097.30","15,050.10","-","15,165.45","15,165.45","15,358.45","14,960.90","12,862.25","-","-",0.64,17.93
"NIFTY500 EQUAL WEIGHT","15,152.00","-0.16","15,175.75","15,191.45","15,151.90","-","15,175.90","15,175.90","15,181.25","14,877.20","13,982.45","-","-",1.85,8.73
"NIFTY500 MULTICAP MOMENTUM QUALITY 50","42,000.25","-0.39","42,115.40","42,172.25","41,994.15","-","42,165.95","42,165.95","41,377.20","41,079.65","40,357.25","-","-",2.24,4.09
"NIFTY500 VALUE 50","16,133.00","-0.79","16,176.00","16,181.15","16,130.20","-","16,261.40","16,261.40","16,450.05","15,997.25","13,904.95","-","-",0.85,16.88
"NIFTY TOP 20 EQUAL WEIGHT","8,983.90","-0.27","9,002.35","9,003.85","8,977.60","-","9,008.30","9,008.30","9,049.80","8,671.35","8,952.30","-","-",3.6,0.24
"NIFTY500 QUALITY 50","19,999.35","-0.42","20,071.25","20,097.85","19,998.40","-","20,083.50","20,083.50","20,025.95","19,641.05","18,764.80","-","-",1.82,7.11
"NIFTY500 LOW VOLATILITY 50","22,558.10","-0.26","22,613.20","22,622.85","22,553.20","-","22,616.50","22,616.50","22,813.65","22,107.35","21,311.10","-","-",2.04,5.82
"NIFTY500 MULTIFACTOR MQVLV 50","31,157.50","-0.45","31,222.65","31,245.75","31,156.10","-","31,298.00","31,298.00","31,604.20","30,942.25","30,066.15","-","-",0.7,3.9
"NIFTY50 USD","8,832.35","-0.27","8,856.35","8,861.90","8,787.85","-","8,856.35","8,856.35","8,942.06","8,663.01","-","-","-",1.95,-9.38
"NIFTY500 FLEXICAP QUALITY 30","10,242.55","-0.41","10,279.70","10,279.80","10,241.55","-","10,284.30","10,284.30","10,241.45","9,811.10","-","-","-",4.4,0
"NIFTY TOTAL MARKET MOMENTUM QUALITY 50","44,981.40","-0.32","45,070.75","45,159.05","44,974.35","-","45,127.55","45,127.55","44,109.30","43,513.70","-","-","-",3.37,0
"NIFTY COMMODITIES","9,818.05","-0.61","9,856.30","9,856.60","9,810.90","-","9,878.05","9,878.05","9,991.65","9,861.70","8,752.50","10,569.65","8,560.60",-0.44,13.2
"NIFTY INDIA CONSUMPTION","12,108.30","-0.24","12,127.50","12,127.60","12,100.90","-","12,138.00","12,138.00","12,197.35","11,611.40","11,844.80","12,716.20","10,298.50",4.28,2.27
"NIFTY CPSE","6,483.70","-0.25","6,495.35","6,495.35","6,477.50","-","6,499.80","6,499.80","6,484.65","6,670.35","6,403.25","7,593.35","6,101.90",-2.8,1.87
"NIFTY ENERGY","38,641.25","-0.13","38,659.40","38,727.05","38,550.05","-","38,690.25","38,690.25","38,749.85","39,203.15","34,739.35","41,828.55","32,890.30",-1.43,12.1
"NIFTY INFRASTRUCTURE","9,364.85","-0.30","9,390.85","9,391.00","9,359.05","-","9,393.15","9,393.15","9,504.15","9,350.75","9,025.90","9,792.60","8,426.65",0.15,4.15
"NIFTY100 LIQUID 15","7,682.15","-0.31","7,690.95","7,691.65","7,677.55","-","7,706.25","7,706.25","7,724.15","7,389.30","6,871.10","7,785.85","6,565.70",3.96,11.81
"NIFTY MIDCAP LIQUID 15","17,353.70","-0.44","17,418.70","17,421.15","17,353.00","-","17,430.15","17,430.15","17,015.85","16,785.10","14,947.95","17,430.15","13,702.75",3.39,16.24
"NIFTY MNC","33,772.00","0.08","33,745.50","33,816.60","33,719.05","-","33,743.40","33,743.40","33,707.10","32,282.15","28,409.80","34,028.00","27,597.20",4.62,19.39
"NIFTY PSE","9,877.10","-0.18","9,883.05","9,884.15","9,858.95","-","9,894.95","9,894.95","9,922.35","9,922.60","9,651.25","10,839.05","9,168.35",-0.46,3.07
"NIFTY SERVICES SECTOR","31,062.20","-0.13","31,077.00","31,081.75","31,030.00","-","31,101.75","31,101.75","31,265.20","31,053.70","32,251.65","34,549.75","28,232.65",0.03,-4.01
"NIFTY100 ESG SECTOR LEADERS","4,084.95","-0.26","4,089.25","4,091.10","4,082.10","-","4,095.55","4,095.55","4,129.00","4,053.45","4,123.05","-","-",0.78,-0.96
"NIFTY INDIA DIGITAL","8,800.80","-0.30","8,824.90","8,844.20","8,800.20","-","8,827.40","8,827.40","8,682.65","8,188.40","8,810.60","9,723.25","7,233.65",7.48,-0.51
"NIFTY100 ESG","5,087.25","-0.24","5,092.60","5,094.45","5,086.75","-","5,099.65","5,099.65","5,132.10","4,940.85","4,854.35","-","-",2.96,4.65
"NIFTY INDIA MANUFACTURING","16,557.20","-0.38","16,588.10","16,594.50","16,554.15","-","16,620.60","16,620.60","16,662.45","15,850.45","14,190.95","-","-",4.46,16.99
"NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP","14,749.05","-0.35","14,711.00","14,783.00","14,709.95","-","14,801.15","14,801.15","14,801.90","14,098.35","14,686.20","15,588.85","13,218.65",4.62,0.91
"NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20","17,038.80","-0.33","17,068.35","17,068.55","17,031.55","-","17,095.90","17,095.90","17,138.25","16,301.35","14,898.90","17,180.30","14,148.20",4.52,14.82
"NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20","14,662.85","-0.14","14,684.65","14,689.00","14,656.05","-","14,683.35","14,683.35","14,791.80","14,622.20","13,830.10","14,885.80","12,542.85",0.28,6.6
"NIFTY INDIA DEFENCE","9,765.40","-0.46","9,807.80","9,826.75","9,738.65","-","9,810.80","9,810.80","9,732.15","9,325.50","7,826.80","9,814.95","7,184.90",4.72,25.12
"NIFTY INDIA TOURISM","8,095.25","0.27","8,067.80","8,111.35","8,062.55","-","8,073.20","8,073.20","8,162.85","8,018.45","9,179.45","9,452.55","6,502.65",0.96,-11.88
"NIFTY CAPITAL MARKETS","5,330.00","-0.34","5,351.40","5,351.55","5,329.75","-","5,348.40","5,348.40","5,204.50","5,498.80","4,418.70","5,697.10","4,086.85",-3.07,20.92
"NIFTY EV & NEW AGE AUTOMOTIVE","3,391.00","-0.28","3,395.90","3,400.30","3,390.50","-","3,400.50","3,400.50","3,394.70","3,095.40","2,897.70","-","-",9.55,16.97
"NIFTY INDIA NEW AGE CONSUMPTION","12,216.65","-0.18","12,220.20","12,241.30","12,212.25","-","12,239.15","12,239.15","12,128.85","11,666.90","11,623.85","-","-",4.71,4.87
"NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR)","39,391.70","-0.54","39,517.60","39,529.80","39,386.50","-","39,604.50","39,604.50","40,108.90","38,690.35","35,754.45","-","-",1.81,10.8
"NIFTY MOBILITY","23,845.75","-0.32","23,858.05","23,882.30","23,826.20","-","23,922.90","23,922.90","23,996.30","22,216.50","21,029.10","-","-",7.33,13.3
"NIFTY100 ENHANCED ESG","5,121.50","-0.24","5,126.95","5,128.80","5,121.05","-","5,134.05","5,134.05","5,166.65","4,974.25","4,889.45","-","-",2.96,4.59
"NIFTY CORE HOUSING","15,876.35","-0.40","15,933.55","15,934.80","15,875.00","-","15,940.55","15,940.55","16,016.85","15,764.25","15,904.25","16,610.25","12,788.20",0.71,-0.23
"NIFTY HOUSING","11,934.95","-0.34","11,960.05","11,961.30","11,934.05","-","11,975.50","11,975.50","12,060.45","12,042.25","11,377.05","12,244.25","10,358.70",-0.89,5.19
"NIFTY IPO","2,346.00","0.07","2,347.45","2,350.65","2,342.90","-","2,344.25","2,344.25","2,329.70","2,301.95","2,075.60","2,362.50","1,774.60",1.91,13.19
"NIFTY MIDSMALL INDIA CONSUMPTION","19,020.45","-0.11","19,048.40","19,083.75","19,019.90","-","19,042.05","19,042.05","19,014.40","18,875.60","19,337.60","20,135.15","15,614.35",0.77,-1
"NIFTY NON-CYCLICAL CONSUMER","15,616.70","-0.07","15,617.55","15,629.20","15,598.40","-","15,628.05","15,628.05","15,647.30","15,146.95","16,103.50","16,983.45","13,311.10",3.1,-3.2
"NIFTY RURAL","15,732.45","-0.36","15,767.95","15,769.70","15,731.25","-","15,789.45","15,789.45","15,884.60","15,258.45","14,801.55","16,396.40","13,751.35",3.11,6.27
"NIFTY SHARIAH 25","8,150.80","-0.32","8,171.95","8,178.15","8,149.50","-","8,176.65","8,176.65","8,225.80","7,815.20","8,130.50","8,562.10","7,196.60",4.29,0.48
"NIFTY TRANSPORTATION & LOGISTICS","26,687.75","-0.32","26,706.95","26,728.80","26,672.85","-","26,773.95","26,773.95","26,871.95","24,754.20","23,696.35","27,025.05","21,355.40",7.81,12.41
"NIFTY50 SHARIAH","4,374.60","-0.65","4,384.55","4,389.60","4,369.40","-","4,403.15","4,403.15","4,435.10","4,223.95","4,584.15","4,982.45","4,082.25",3.57,-4.59
"NIFTY500 SHARIAH","7,128.40","-0.36","7,140.65","7,144.20","7,127.30","-","7,154.45","7,154.45","7,162.05","6,897.05","6,946.60","7,291.95","6,162.95",3.35,2.83
"NIFTY SME EMERGE","14,229.95","0.26","14,223.30","14,235.05","14,208.70","-","14,193.00","14,193.00","14,255.10","14,128.75","14,919.23","17,223.65","11,015.55",0.72,-4.48
"NIFTY INDIA INTERNET","1,437.35","-0.07","1,438.05","1,441.30","1,435.80","-","1,438.40","1,438.40","1,385.35","1,345.05","-","1,501.90","1,056.45",6.86,0
"NIFTY WAVES","1,951.00","0.73","1,958.70","1,961.05","1,943.45","-","1,936.95","1,936.95","1,932.55","1,991.60","2,121.47","2,789.80","1,581.05",-2.04,-8.31
"NIFTY INDIA INFRASTRUCTURE & LOGISTICS","12,214.90","-0.02","12,221.20","12,243.10","12,200.60","-","12,217.00","12,217.00","12,223.30","12,230.00","-","12,549.95","9,210.40",-0.12,0
"NIFTY INDIA RAILWAYS PSU","2,900.65","-0.07","2,901.85","2,907.75","2,896.35","-","2,902.75","2,902.75","2,904.15","2,859.60","3,460.81","4,005.50","2,744.60",1.44,-15.45
"NIFTY CONGLOMERATE 50","15,403.75","-0.31","15,429.55","15,443.55","15,402.95","-","15,452.20","15,452.20","15,537.75","14,773.30","13,947.68","15,692.30","12,226.80",4.27,10.95
"NIFTY 8-13 YR G-SEC","3,069.53","0.01","3,069.50","3,070.28","3,069.31","-","3,068.94","3,068.94","3,062.71","3,040.88","2,918.99","-","-",0.94,4.63
"NIFTY 10 YR BENCHMARK G-SEC","2,689.25","0.03","2,688.75","2,690.16","2,688.74","-","2,688.25","2,688.25","2,683.75","2,665.76","2,585.24","-","-",0.88,3.44
"NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE)","879.91","0.01","879.74","880.21","879.74","-","879.74","879.74","879.25","877.11","904.16","-","-",0.32,-3.22
"NIFTY 4-8 YR G-SEC INDEX","3,353.45","0.01","3,353.39","3,353.66","3,353.00","-","3,352.79","3,352.79","3,347.29","3,319.73","3,159.77","-","-",1.02,5.89
"NIFTY 11-15 YR G-SEC INDEX","3,402.01","0.05","3,400.95","3,402.19","3,400.95","-","3,400.31","3,400.31","3,387.91","3,365.10","3,192.76","-","-",1.1,5.95
"NIFTY 15 YR AND ABOVE G-SEC INDEX","3,610.54","0.06","3,609.03","3,610.54","3,609.03","-","3,608.31","3,608.31","3,576.39","3,563.01","3,428.13","-","-",1.33,4.5
"NIFTY COMPOSITE G-SEC INDEX","3,166.62","0.03","3,166.03","3,166.62","3,166.03","-","3,165.44","3,165.44","3,154.25","3,132.45","2,999.94","-","-",1.09,5.02
"NIFTY BHARAT BOND INDEX - APRIL 2030","1,615.05","0.01","1,615.07","1,615.07","1,615.05","-","1,614.75","1,614.75","1,612.66","1,602.72","1,534.50","-","-",0.77,5.2
"NIFTY BHARAT BOND INDEX - APRIL 2031","1,469.27","0.01","1,469.27","1,469.27","1,469.27","-","1,469.00","1,469.00","1,466.23","1,457.54","1,397.51","-","-",0.8,5.06
"NIFTY BHARAT BOND INDEX - APRIL 2032","1,336.59","0.01","1,336.59","1,336.59","1,336.59","-","1,336.34","1,336.34","1,333.72","1,326.34","1,274.62","-","-",0.77,4.8
"NIFTY BHARAT BOND INDEX - APRIL 2033","1,295.23","0.01","1,295.23","1,295.23","1,295.23","-","1,294.99","1,294.99","1,292.22","1,286.83","1,238.10","-","-",0.65,4.67
